Onderwijssector,education_sector,education_type,Onderwijstype,Opleidingscode,Naam,Omschrijving,Begindatum,Einddatum,is_active,Niveau,Leerweg
MBO,vocational,A,MBO,25257,Assistent verkoop/retail,Assistent verkoop/retail,2015-08-01,2025-08-01,True,1,
MBO,vocational,A,MBO,25258,Ass. plant of (groene)leefomg.,Assistent plant of (groene) leefomgeving,2015-08-01,2023-08-01,False,1,
MBO,vocational,A,MBO,25259,Assistent logistiek,Assistent logistiek,2015-08-01,2022-08-01,False,1,
MBO,vocational,A,MBO,25260,"Ass. hor., voeding of voedind.","Assistent horeca, voeding of voedingsindustrie",2015-08-01,2022-08-01,False,1,
MBO,vocational,A,MBO,25261,Assistent verkoop/retail,Assistent verkoop/retail,2015-08-01,2022-08-01,False,1,
MBO,vocational,D,MBO,25262,Techn. et. ind. inst. en syst.,Technicus elektrotechnische industriële installaties en systemen,2015-08-01,2028-08-01,True,4,
MBO,vocational,D,MBO,25263,Techn. et. inst. woning en ut.,Technicus elektrotechnische installaties woning en utiliteit,2015-08-01,2027-08-01,True,4,
MBO,vocational,E,MBO,25264,Syst.ontwerper koude-/kl.syst.,Systeemontwerper koude- en klimaatsystemen,2015-08-01,2023-08-01,False,4,
MBO,vocational,D,MBO,25265,Technicus human technology,Technicus human technology,2015-08-01,2029-08-01,True,4,
MBO,vocational,C,MBO,25266,Eerste monteur datadistributie,Eerste monteur datadistributie,2015-08-01,2027-08-01,True,3,
MBO,vocational,C,MBO,25267,Eerste monteur gas/watr/warmte,"Eerste monteur gas-, water- en warmtedistributie",2015-08-01,2027-08-01,True,3,
MBO,vocational,C,MBO,25268,Eerste monteur gasstations,Eerste monteur gasstations,2015-08-01,2025-08-01,True,3,
MBO,vocational,C,MBO,25269,Eerste monteur laagspan.distr.,Eerste monteur laagspanningsdistributie,2015-08-01,2027-08-01,True,3,
MBO,vocational,C,MBO,25270,Eerste monteur mid.span.distr.,Eerste monteur middenspanningsdistributie,2015-08-01,2027-08-01,True,3,
MBO,vocational,B,MBO,25271,Monteur datadistributie,Monteur datadistributie,2015-08-01,2026-08-01,True,2,
MBO,vocational,B,MBO,25272,Monteur gas/water/warmtedistr.,"Monteur gas-, water- en warmtedistributie",2015-08-01,2026-08-01,True,2,
MBO,vocational,B,MBO,25273,Monteur laagspanningsdistrib.,Monteur laagspanningsdistributie,2015-08-01,2026-08-01,True,2,
MBO,vocational,B,MBO,25274,Monteur middenspanningsdistr.,Monteur middenspanningsdistributie,2015-08-01,2026-08-01,True,2,
MBO,vocational,D,MBO,25275,Technicus data,Technicus data,2015-08-01,,True,4,
MBO,vocational,D,MBO,25276,Technicus elektrotechniek,Technicus elektrotechniek,2015-08-01,,True,4,
MBO,vocational,D,MBO,25277,Technicus gas,Technicus gas,2015-08-01,,True,4,
MBO,vocational,B,MBO,25278,Isolatiemonteur,Isolatiemonteur,2015-08-01,,True,2,
MBO,vocational,C,MBO,25279,Opmeter technische isolatie,Opmeter technische isolatie,2015-08-01,,True,3,
MBO,vocational,B,MBO,25280,Airco/warmtepompmonteur,Airco/warmtepompmonteur,2015-08-01,2021-08-01,False,2,
MBO,vocational,C,MBO,25281,Eerste mont. koude-/klim.syst.,Eerste monteur koude- en klimaatsystemen,2015-08-01,2022-08-01,False,3,
MBO,vocational,B,MBO,25282,Monteur koude-/klimaatsystemen,Monteur koude- en klimaatsystemen,2015-08-01,2021-08-01,False,2,
MBO,vocational,C,MBO,25284,Serv.monteur koude-/klim.syst.,Servicemonteur koude- en klimaatsystemen,2015-08-01,2022-08-01,False,3,
MBO,vocational,D,MBO,25285,Techn. maint. koude-/kl.syst.,Technicus maintenance koude- en klimaatsystemen,2015-08-01,2023-08-01,False,4,
MBO,vocational,C,MBO,25286,Allround constructiewerker,Allround constructiewerker,2015-08-01,2028-08-01,True,3,
MBO,vocational,C,MBO,25287,Allround lasser,Allround lasser,2015-08-01,2028-08-01,True,3,
MBO,vocational,C,MBO,25288,Allround pijpenbewerker,Allround pijpenbewerker,2015-08-01,2028-08-01,True,3,
MBO,vocational,C,MBO,25289,Allround plaatwerker,Allround plaatwerker,2015-08-01,2028-08-01,True,3,
MBO,vocational,B,MBO,25290,Basislasser,Basislasser,2015-08-01,2027-08-01,True,2,
MBO,vocational,B,MBO,25291,Constructiewerker,Constructiewerker,2015-08-01,2027-08-01,True,2,
MBO,vocational,B,MBO,25292,Pijpenbewerker,Pijpenbewerker,2015-08-01,2027-08-01,True,2,
MBO,vocational,B,MBO,25293,Plaatwerker,Plaatwerker,2015-08-01,2027-08-01,True,2,
MBO,vocational,C,MBO,25294,Scheepsbouwer,Scheepsbouwer,2015-08-01,2028-08-01,True,3,
MBO,vocational,B,MBO,25295,Scheepsmetaalbewerker,Scheepsmetaalbewerker,2015-08-01,2027-08-01,True,2,
MBO,vocational,D,MBO,25296,Comm. technicus engineering,Commercieel technicus engineering,2015-08-01,2028-08-01,True,4,
MBO,vocational,D,MBO,25297,Technicus engineering,Technicus engineering,2015-08-01,2029-08-01,True,4,
MBO,vocational,C,MBO,25298,Allround verspaner,Allround verspaner,2015-08-01,2025-08-01,True,3,
MBO,vocational,C,MBO,25299,Gereedschapsmaker,Gereedschapsmaker,2015-08-01,2025-08-01,True,3,
MBO,vocational,C,MBO,25300,Instrumentmaker,Instrumentmaker,2015-08-01,2025-08-01,True,3,
MBO,vocational,D,MBO,25301,Researchinstrumentmaker,Researchinstrumentmaker,2015-08-01,2026-08-01,True,4,
MBO,vocational,B,MBO,25302,Verspaner,Verspaner,2015-08-01,2024-08-01,False,2,
MBO,vocational,D,MBO,25303,Operator C,Operator C,2015-08-01,2028-08-01,True,4,
MBO,vocational,C,MBO,25304,Eerste monteur serv/ond et/ins,Eerste monteur service en onderhoud elektrotechniek en instrumentatie,2015-08-01,,True,3,
MBO,vocational,C,MBO,25305,Eerste monteur serv/ond gastb,Eerste monteur service en onderhoud gasturbines,2015-08-01,,True,3,
MBO,vocational,C,MBO,25306,Eerste monteur serv/ond wrktgb,Eerste monteur service en onderhoud werktuigbouw,2015-08-01,,True,3,
MBO,vocational,C,MBO,25307,Eerste monteur serv/ond w.inst,Eerste monteur service en onderhoud werktuigkundige installaties,2015-08-01,2027-08-01,True,3,
MBO,vocational,B,MBO,25308,Monteur serv/ondhd instal&syst,Monteur service en onderhoud installaties en systemen,2015-08-01,,True,2,
MBO,vocational,D,MBO,25309,Techn. serv/ond.hd et en instr,Technicus service en onderhoud elektrotechniek en instrumentatie,2015-08-01,,True,4,
MBO,vocational,D,MBO,25310,Techn. serv/ond.hd werktuigbw,Technicus service en onderhoud werktuigbouw,2015-08-01,,True,4,
MBO,vocational,D,MBO,25311,Techn. serv/ond.houd wtk inst.,Technicus service en onderhoud werktuigkundige installaties,2015-08-01,2028-08-01,True,4,
MBO,vocational,D,MBO,25312,Tekenaar constructeur,Tekenaar constructeur,2015-08-01,,True,4,
MBO,vocational,D,MBO,25313,Tekenaar ontwerper elektrotchn,Tekenaar ontwerper elektrotechniek,2015-08-01,,True,4,
MBO,vocational,D,MBO,25314,Tekenaar ontwerper werktb inst,Tekenaar ontwerper werktuigkundige installaties,2015-08-01,,True,4,
MBO,vocational,C,MBO,25315,Tekenaar werktuigbouw,Tekenaar werktuigbouw,2015-08-01,,True,3,
MBO,vocational,C,MBO,25316,Tekenaar werktuigkundige inst.,Tekenaar werktuigkundige installaties,2015-08-01,,True,3,
MBO,vocational,B,MBO,25317,Kunststofbew. vliegtuigbouw,Kunststofbewerker vliegtuigbouw,2015-08-01,2028-08-01,True,2,
MBO,vocational,B,MBO,25318,Plaatwerker vliegtuigbouw,Plaatwerker vliegtuigbouw,2015-08-01,2028-08-01,True,2,
MBO,vocational,B,MBO,25319,Samenbouwer vliegtuigbouw,Samenbouwer vliegtuigbouw,2015-08-01,2028-08-01,True,2,
MBO,vocational,C,MBO,25320,Constructie repair specialist,Constructie repair specialist,2015-08-01,2029-08-01,True,3,
MBO,vocational,C,MBO,25321,Eerste monteur vliegtuigondrhd,Eerste monteur vliegtuigonderhoud,2015-08-01,2029-08-01,True,3,
MBO,vocational,B,MBO,25322,Monteur vliegtuigonderhoud,Monteur vliegtuigonderhoud,2015-08-01,2028-08-01,True,2,
MBO,vocational,D,MBO,25323,Technicus avionica,Technicus avionica,2015-08-01,2030-08-01,True,4,
MBO,vocational,D,MBO,25324,Technicus mechanica,Technicus mechanica,2015-08-01,2030-08-01,True,4,
MBO,vocational,C,MBO,25331,Eerste monteur e.ind.inst/syst,Eerste monteur elektrotechnische industriële installaties en systemen,2015-08-01,2027-08-01,True,3,
MBO,vocational,C,MBO,25332,Eerste monteur e.inst.won/util,Eerste monteur elektrotechnische installaties woning en utiliteit,2015-08-01,2027-08-01,True,3,
MBO,vocational,B,MBO,25333,mont elektrtechn. installaties,Monteur elektrotechnische installaties,2015-08-01,2026-08-01,True,2,
MBO,vocational,B,MBO,25334,Medew. Operationele techniek,Medewerker Operationele techniek,2015-08-01,,True,2,
MBO,vocational,B,MBO,25335,Mechanisch operator A,Mechanisch operator A,2015-08-01,2026-08-01,True,2,
MBO,vocational,C,MBO,25336,Mechanisch operator B,Mechanisch operator B,2015-08-01,2027-08-01,True,3,
MBO,vocational,B,MBO,25337,Procesoperator A,Procesoperator A,2015-08-01,2026-08-01,True,2,
MBO,vocational,C,MBO,25338,Procesoperator B,Procesoperator B,2015-08-01,2027-08-01,True,3,
MBO,vocational,C,MBO,25339,Eerste monteur el.techn. syst.,Eerste monteur elektrotechnische systemen,2015-08-01,2028-08-01,True,3,
MBO,vocational,C,MBO,25340,Eerste monteur mechatronica,Eerste monteur mechatronica,2015-08-01,2028-08-01,True,3,
MBO,vocational,B,MBO,25341,Mont. elektrotechn. systemen,Monteur elektrotechnische systemen,2015-08-01,2027-08-01,True,2,
MBO,vocational,B,MBO,25342,Monteur mechatronica,Monteur mechatronica,2015-08-01,2027-08-01,True,2,
MBO,vocational,D,MBO,25343,Techn. elektrotechn. systemen,Technicus elektrotechnische systemen,2015-08-01,2028-08-01,True,4,
MBO,vocational,D,MBO,25344,Techn. mechatronica systemen,Technicus mechatronica systemen,2015-08-01,2028-08-01,True,4,
MBO,vocational,D,MBO,25345,Allr. operationeel technicus,Allround operationeel technicus,2015-08-01,,True,4,
MBO,vocational,C,MBO,25346,Operationeel technicus,Operationeel technicus,2015-08-01,,True,3,
MBO,vocational,C,MBO,25347,Eerste Monteur dakbedekking,Eerste Monteur dakbedekking,2015-08-01,,True,3,
MBO,vocational,C,MBO,25348,Eerste Monteur utiliteit,Eerste Monteur utiliteit,2015-08-01,2027-08-01,True,3,
MBO,vocational,C,MBO,25349,Eerste Monteur woning,Eerste Monteur woning,2015-08-01,2027-08-01,True,3,
MBO,vocational,B,MBO,25350,Monteur werktuigk.installaties,Monteur werktuigkundige installaties,2015-08-01,,True,2,
MBO,vocational,D,MBO,25351,Leidingg. leasure/hospitality,Leidinggevende leisure & hospitality,2015-08-01,2026-08-01,True,4,
MBO,vocational,D,MBO,25352,Leidingg. travel & hospitality,Leidinggevende travel & hospitality,2015-08-01,2026-08-01,True,4,
MBO,vocational,C,MBO,25353,Zelfst. medew. leasure & hosp.,Zelfstandig medewerker leisure & hospitality,2015-08-01,2025-08-01,True,3,
MBO,vocational,C,MBO,25354,Zelfst. medew. travel & hosp.,Zelfstandig medewerker travel & hospitality,2015-08-01,2025-08-01,True,3,
MBO,vocational,C,MBO,25355,Allr. medew. watersportind.,Allround medewerker watersportindustrie,2015-08-01,2024-08-01,False,3,
MBO,vocational,B,MBO,25356,Medewerker watersportindustrie,Medewerker watersportindustrie,2015-08-01,2023-08-01,False,2,
MBO,vocational,D,MBO,25357,Meew. voorman watersportind.,Meewerkend voorman watersportindustrie,2015-08-01,2025-08-01,True,4,
MBO,vocational,D,MBO,25358,Baggermeester,Baggermeester,2015-08-01,2022-08-01,False,4,
MBO,vocational,D,MBO,25363,Luchtvaartdienstverlener,Luchtvaartdienstverlener,2015-08-01,2026-08-01,True,4,
MBO,vocational,B,MBO,25364,Chauffeur wegvervoer,Chauffeur wegvervoer,2015-08-01,2021-08-01,False,2,
MBO,vocational,B,MBO,25371,Logistiek medewerker,Logistiek medewerker,2015-08-01,2026-08-01,True,2,
MBO,vocational,C,MBO,25372,Logistiek teamleider,Logistiek teamleider,2015-08-01,2027-08-01,True,3,
MBO,vocational,B,MBO,25373,Parts-/baliemedewerker,Parts-/baliemedewerker,2015-08-01,2026-08-01,True,2,
MBO,vocational,D,MBO,25374,Scheeps- en jachtbouwkundige,Scheeps- en jachtbouwkundige,2015-08-01,2025-08-01,True,4,
MBO,vocational,D,MBO,25377,Aviation Operations Officer,Aviation Operations Officer,2015-08-01,2028-08-01,True,4,
MBO,vocational,D,MBO,25378,Luchtvrachtspecialist,Luchtvrachtspecialist,2015-08-01,2028-08-01,True,4,
MBO,vocational,D,MBO,25379,Manager Transport en Logistiek,Manager Transport en Logistiek,2015-08-01,2028-08-01,True,4,
MBO,vocational,B,MBO,25380,Chauffeur openbaar vervoer,Chauffeur openbaar vervoer,2015-08-01,2021-08-01,False,2,
MBO,vocational,B,MBO,25381,Taxichauffeur,Taxichauffeur,2015-08-01,2021-08-01,False,2,
MBO,vocational,B,MBO,25382,Touringcarchauffeur,Touringcarchauffeur,2015-08-01,2021-08-01,False,2,
MBO,vocational,C,MBO,25383,Touringcarchauffeur/reisleider,Touringcarchauffeur/reisleider,2015-08-01,2022-08-01,False,3,
MBO,vocational,C,MBO,25384,Machinist railvervoer,Machinist railvervoer,2015-08-01,2022-08-01,False,3,
MBO,vocational,B,MBO,25385,Schipper rondvaartboot beperkt,Schipper rondvaartboot beperkt vaargebied,2015-08-01,2025-08-01,True,2,
MBO,vocational,D,MBO,25388,Logistiek supervisor,Logistiek supervisor,2015-08-01,2028-08-01,True,4,
MBO,vocational,C,MBO,25389,Planner wegtransport,Planner wegtransport,2015-08-01,2027-08-01,True,3,
MBO,vocational,C,MBO,25393,Coördinator havenlogistiek,Coördinator havenlogistiek,2015-08-01,2028-08-01,True,3,
MBO,vocational,D,MBO,25394,Manager havenlogistiek,Manager havenlogistiek,2015-08-01,2029-08-01,True,4,
MBO,vocational,B,MBO,25395,Medewerker havenlogistiek,Medewerker havenlogistiek,2015-08-01,2027-08-01,True,2,
MBO,vocational,D,MBO,25396,Coördinator Havenoperaties,Coördinator Havenoperaties,2015-08-01,2028-08-01,True,4,
MBO,vocational,C,MBO,25397,Gevorderd medew Havenoperaties,Gevorderd medewerker Havenoperaties,2015-08-01,2028-08-01,True,3,
MBO,vocational,B,MBO,25398,Medewerker Havenoperaties,Medewerker Havenoperaties,2015-08-01,2027-08-01,True,2,
MBO,vocational,C,MBO,25399,Allround Kapper,Allround Kapper,2015-08-01,2025-08-01,True,3,
MBO,vocational,B,MBO,25400,Kapper,Kapper,2015-08-01,2024-08-01,False,2,
MBO,vocational,D,MBO,25401,Salonmanager,Salonmanager,2015-08-01,2026-08-01,True,4,
MBO,vocational,D,MBO,25402,Allround Grimeur,Allround Grimeur,2015-08-01,2027-08-01,True,4,
MBO,vocational,D,MBO,25403,Allround Schoonheidsspecialist,Allround Schoonheidsspecialist,2015-08-01,2028-08-01,True,4,
MBO,vocational,C,MBO,25404,Schoonheidsspecialist,Schoonheidsspecialist,2015-08-01,2028-08-01,True,3,
MBO,vocational,D,MBO,25405,Medisch Pedicure,Medisch Pedicure,2015-08-01,2027-08-01,True,4,
MBO,vocational,C,MBO,25406,Pedicure,Pedicure,2015-08-01,2026-08-01,True,3,
MBO,vocational,B,MBO,25407,Beveiliger,Beveiliger,2015-08-01,2025-08-01,True,2,
MBO,vocational,C,MBO,25408,Coördinator beveiliging,Coördinator beveiliging,2015-08-01,2026-08-01,True,3,
MBO,vocational,C,MBO,25409,Handhaver toez. en veiligheid,Handhaver toezicht en veiligheid,2015-08-01,2028-08-01,True,3,
MBO,vocational,B,MBO,25410,Medew. toezicht en veiligheid,Medewerker toezicht en veiligheid,2015-08-01,2027-08-01,True,2,
MBO,vocational,D,MBO,25411,"Coördin. buurt, ondw. en sport","Coördinator buurt, onderwijs en sport",2015-08-01,2029-08-01,True,4,
MBO,vocational,D,MBO,25412,Coörd sport- & bewegingsagogie,Coördinator sport- en bewegingsagogie,2015-08-01,2029-08-01,True,4,
MBO,vocational,D,MBO,25413,"Coörd. sport, bew. en gezondhd","Coördinator sport, bewegen en gezondheid",2015-08-01,2029-08-01,True,4,
MBO,vocational,D,MBO,25414,"Coörd sportinstr, train &coach","Coördinator sportinstructie, training en coaching",2015-08-01,2029-08-01,True,4,
MBO,vocational,C,MBO,25415,Sport- en bewegingsleider,Sport- en bewegingsleider,2015-08-01,2028-08-01,True,3,
MBO,vocational,B,MBO,25416,Aankomend medew. grondoptreden,Aankomend medewerker grondoptreden,2015-08-01,2023-08-01,False,2,
MBO,vocational,B,MBO,25417,Aankomend medewerker maritiem,Aankomend medewerker maritiem,2015-08-01,2023-08-01,False,2,
MBO,vocational,C,MBO,25418,Aank. onderoff. grondoptreden,Aankomend onderofficier grondoptreden,2015-08-01,2024-08-01,False,3,
MBO,vocational,C,MBO,25419,Aank. onderofficier maritiem,Aankomend onderofficier maritiem,2015-08-01,2024-08-01,False,3,
MBO,vocational,D,MBO,25420,Ondernemer vers,Ondernemer vers,2015-08-01,2027-08-01,True,4,
MBO,vocational,D,MBO,25422,Productieleider versindustrie,Productieleider versindustrie,2015-08-01,2023-08-01,False,4,
MBO,vocational,B,MBO,25423,Medewerker vers,Medewerker vers,2015-08-01,2025-08-01,True,2,
MBO,vocational,C,MBO,25424,Slager-traiteur,Slager-traiteur,2015-08-01,2026-08-01,True,3,
MBO,vocational,C,MBO,25425,Vakbekwaam medewerker vers,Vakbekwaam medewerker vers,2015-08-01,2026-08-01,True,3,
MBO,vocational,C,MBO,25426,Worstmaker,Worstmaker,2015-08-01,2026-08-01,True,3,
MBO,vocational,C,MBO,25427,Allr. medewerker versindustrie,Allround medewerker versindustrie,2015-08-01,2022-08-01,False,3,
MBO,vocational,B,MBO,25428,Medewerker versindustrie,Medewerker versindustrie,2015-08-01,2021-08-01,False,2,
MBO,vocational,B,MBO,25429,Medewerker agrarisch loonwerk,Medewerker agrarisch loonwerk,2015-08-01,2020-08-01,False,2,
MBO,vocational,B,MBO,25430,Medew. agrohandel en logistiek,Medewerker agrohandel en logistiek,2015-08-01,2028-08-01,True,2,
MBO,vocational,B,MBO,25431,Medewerker teelt,Medewerker teelt,2015-08-01,2028-08-01,True,2,
MBO,vocational,B,MBO,25432,Medewerker veehouderij,Medewerker veehouderij,2015-08-01,2028-08-01,True,2,
MBO,vocational,C,MBO,25433,Vakbekw medew agrarisch loonw,Vakbekwaam medewerker agrarisch loonwerk,2015-08-01,2022-08-01,False,3,
MBO,vocational,C,MBO,25434,Vakbekw mdw agrohandel en log,Vakbekwaam medewerker agrohandel en logistiek,2015-08-01,2029-08-01,True,3,
MBO,vocational,C,MBO,25435,Vakbekwaam medewerker teelt,Vakbekwaam medewerker teelt,2015-08-01,2021-08-01,False,3,
MBO,vocational,C,MBO,25436,Vakbekw medewerker veehouderij,Vakbekwaam medewerker veehouderij,2015-08-01,2021-08-01,False,3,
MBO,vocational,D,MBO,25437,Vakexpert agrarisch loonwerk,Vakexpert agrarisch loonwerk,2015-08-01,2022-08-01,False,4,
MBO,vocational,D,MBO,25438,Vakexp agrohandel en logistiek,Vakexpert agrohandel en logistiek,2015-08-01,2029-08-01,True,4,
MBO,vocational,D,MBO,25439,Vakexp. biol.-dyn. landbouw,Vakexpert biologisch-dynamische landbouw,2015-08-01,2030-08-01,True,4,
MBO,vocational,D,MBO,25440,Vakexp teelt & groene technol.,Vakexpert teelt en groene technologie,2015-08-01,2022-08-01,False,4,
MBO,vocational,D,MBO,25441,Vakexpert veehouderij,Vakexpert veehouderij,2015-08-01,2022-08-01,False,4,
MBO,vocational,D,MBO,25442,"Bl/ondern. bl., gr. en styling","Bedrijfsleider/ondernemer bloem, groen en styling",2015-08-01,2027-08-01,True,4,
MBO,vocational,B,MBO,25443,"Medew. bloem, groen en styling","Medewerker bloem, groen en styling",2015-08-01,2025-08-01,True,2,
MBO,vocational,C,MBO,25444,"Vb mdw bloem, groen en styling","Vakbekwaam medewerker bloem, groen en styling",2015-08-01,2026-08-01,True,3,
MBO,vocational,D,MBO,25445,"Vakexp bloem, groen en styling","Vakexpert bloem, groen en styling",2015-08-01,2027-08-01,True,4,
MBO,vocational,D,MBO,25446,Bedrijfsleider dierverzorging,Bedrijfsleider dierverzorging,2015-08-01,2022-08-01,False,4,
MBO,vocational,D,MBO,25447,Dierenartsass. paraveterinair,Dierenartsassistent paraveterinair,2015-08-01,2022-08-01,False,4,
MBO,vocational,B,MBO,25448,Medewerker dierverzorging,Medewerker dierverzorging,2015-08-01,2023-08-01,False,2,
MBO,vocational,C,MBO,25449,Proefdierverzorger,Proefdierverzorger,2015-08-01,2024-08-01,False,3,
MBO,vocational,C,MBO,25450,Vb medewerker dierverzorging,Vakbekwaam medewerker dierverzorging,2015-08-01,2021-08-01,False,3,
MBO,vocational,B,MBO,25451,Mdw. groen en cultuurtechniek,Medewerker groen en cultuurtechniek,2015-08-01,,True,2,
MBO,vocational,B,MBO,25452,Medewerker hovenier,Medewerker hovenier,2015-08-01,,True,2,
MBO,vocational,B,MBO,25453,"Mdw natuur, water en recreatie","Medewerker natuur, water en recreatie",2015-08-01,,True,2,
MBO,vocational,D,MBO,25454,Opzichter/uitvoerder gr ruimte,Opzichter/uitvoerder groene ruimte,2015-08-01,,True,4,
MBO,vocational,C,MBO,25455,Vakbekwaam hovenier,Vakbekwaam hovenier,2015-08-01,,True,3,
MBO,vocational,C,MBO,25456,Vb mdw groen & cultuurtechniek,Vakbekwaam medewerker groen en cultuurtechniek,2015-08-01,,True,3,
MBO,vocational,C,MBO,25457,"Vb mdw natuur, water & recr.","Vakbekwaam medewerker natuur, water en recreatie",2015-08-01,,True,3,
MBO,vocational,D,MBO,25458,Milieu-inspecteur,Milieu-inspecteur,2015-08-01,2025-08-01,True,4,
MBO,vocational,D,MBO,25459,Milieu-onderzoeker,Milieu-onderzoeker,2015-08-01,2025-08-01,True,4,
MBO,vocational,B,MBO,25460,Medew. voeding en technologie,Medewerker voeding en technologie,2015-08-01,2028-08-01,True,2,
MBO,vocational,C,MBO,25461,Vb mdw voeding en technologie,Vakbekwaam medewerker voeding en technologie,2015-08-01,2029-08-01,True,3,
MBO,vocational,D,MBO,25462,Vakexpert voeding en kwaliteit,Vakexpert voeding en kwaliteit,2015-08-01,2029-08-01,True,4,
MBO,vocational,D,MBO,25463,Vakexp. voeding en technologie,Vakexpert voeding en technologie,2015-08-01,2029-08-01,True,4,
MBO,vocational,D,MBO,25464,Vakexp voeding en voorlichting,Vakexpert voeding en voorlichting,2015-08-01,2029-08-01,True,4,
MBO,vocational,E,MBO,25465,Spec vruchtbaarheid en voortpl,Specialist vruchtbaarheid en voortplanting,2015-08-01,2022-08-01,False,4,
MBO,vocational,E,MBO,25466,Specialist proefdierverzorging,Specialist proefdierverzorging,2015-08-01,2026-08-01,True,4,
MBO,vocational,C,MBO,25467,Hoefsmid,Hoefsmid,2015-08-01,2028-08-01,True,3,
MBO,vocational,D,MBO,25468,Bl. paardensport en-houderij,Bedrijfsleider paardensport en-houderij,2015-08-01,2027-08-01,True,4,
MBO,vocational,D,MBO,25469,Inst paardensport en-houderij,Instructeur paardensport en-houderij,2015-08-01,2027-08-01,True,4,
MBO,vocational,C,MBO,25470,Vb mdw paardensport & houderij,Vakbekwaam medewerker paardensport en-houderij,2015-08-01,2026-08-01,True,3,
