NR_ADMIN_VAN,CODE_FUNCTIE_VAN,CODE_SOORT_VAN,CODE_WET_VAN,NR_ADMIN_NAAR,CODE_FUNCTIE_NAAR,CODE_SOORT_NAAR,CODE_WET_NAAR,DT_OVERGANG,CODE_OVERGANG,NAAM_OVERGANG,IND_VOLLEDIG,CODE_STAND_RECORD
"00OE00","D","VST","WPO","17IY00","D","VST","WPO",1-8-2004,"F","Fusie","J","H"
"00PA","U","VOS","WVO","02VT","U","VOS","WVO",1-8-1998,"F","Fusie","N","H"
"00PA00","D","VST","WVO","02VT01","D","VSTS","WVO",1-8-1998,"F","Fusie","N","H"
"00PD","U","VOS","WVO","30PP","U","VOS","WVO",1-8-2012,"F","Fusie","J","H"
"00PD00","D","VST","WVO","30PP00","D","VST","WVO",1-8-2012,"F","Fusie","J","H"
"00PD02","D","VSTS","WVO","30PP01","D","VSTS","WVO",1-8-2012,"V","Overdracht","N","H"
"00PD07","D","VST","WVO","30PP02","D","VST","WVO",1-8-2012,"F","Fusie","J","H"
"00PI","U","VOS","WVO","21CS","U","AOCV","WEB",1-8-1999,"F","Fusie","N","H"
"00PI00","D","VST","WVO","21CS05","D","VST","WVO",1-8-1999,"F","Fusie","N","H"
"00PT","U","SPEC","WEC","16OY","U","SBAS","WPO",1-9-1997,"F","Fusie","N","H"
"00PT00","D","VST","WEC","16OY01","D","VST","WPO",1-9-1997,"F","Fusie","N","H"
"00PU","U","SPEC","WEC","18AN","U","VOS","WVO",1-8-2002,"V","Overdracht","N","H"
"00PU00","D","VST","WEC","18AN01","D","VSTZ","WVO",1-8-2002,"V","Overdracht","N","H"
"00PW","U","SPEC","WEC","02RU","U","SBAS","WPO",1-8-1998,"F","Fusie","N","H"
"00PW00","D","VST","WEC","02RU01","D","VST","WPO",1-8-1998,"F","Fusie","N","H"
"00RG","U","SPEC","WEC","17GW","U","SPEC","WEC",1-8-2015,"F","Fusie","J","H"
"00RG00","D","VST","WEC","17GW01","D","VST","WEC",1-8-2015,"F","Fusie","J","H"
"00RM","O","SBD","WSLOA","00ET","O","SBD","WSLOA",1-1-2017,"F","Fusie","J","H"
"00RO01","D","VST","WVO","18AN03","D","VST","WVO",1-8-2005,"V","Overdracht","J","H"
"00RU","U","SBAS","WPO","01UR","U","SBAS","WPO",1-8-2020,"F","Fusie","J","H"
"00RU00","D","VST","WPO","01UR02","D","VST","WPO",1-8-2020,"F","Fusie","J","H"
"00RZ00","D","VST","WVO","00RZ07","D","VST","WVO",1-8-2017,"V","Overdracht","N","H"
"00SN","U","VOS","WVO","01FU","U","VOS","WVO",1-8-1997,"F","Fusie","N","H"
"00SR","U","SPEC","WEC","01FX","U","SPEC","WEC",1-8-2005,"F","Fusie","J","H"
"00SR00","D","VST","WEC","01FX00","D","VST","WEC",1-8-2005,"F","Fusie","J","H"
"00TD","U","SPEC","WEC","01MI","U","SPEC","WEC",1-8-2017,"F","Fusie","J","H"
"00TD00","D","VST","WEC","01MI00","D","VST","WEC",1-8-2017,"F","Fusie","J","H"
"00TK","U","VOS","WVO","02UX","U","VOS","WVO",1-8-1998,"F","Fusie","N","H"
"00TK00","D","VST","WVO","02UX06","D","VSTS","WVO",1-8-1998,"F","Fusie","N","H"
"00TK01","D","VSTS","WVO","02UX07","D","VSTS","WVO",1-8-1998,"F","Fusie","J","H"
"00US","U","SBAS","WPO","02RG","U","SBAS","WPO",1-8-2001,"F","Fusie","J","H"
"00US00","D","VST","WPO","02RG01","D","VST","WPO",1-8-2001,"F","Fusie","J","H"
"00VQ","U","SBAS","WPO","16OU","U","SBAS","WPO",1-8-2000,"F","Fusie","N","H"
"00VQ00","D","VST","WPO","16OU01","D","VST","WPO",1-8-2000,"F","Fusie","N","H"
"00VS","U","SPEC","WEC","04EF","U","SPEC","WEC",1-8-2000,"F","Fusie","N","H"
"00WJ","U","SPEC","WEC","14OJ","U","SBAS","WPO",21-7-1998,"F","Fusie","N","H"
"00WJ00","D","VST","WEC","14OJ01","D","VST","WPO",21-7-1998,"F","Fusie","N","H"
"00WP","U","SPEC","WEC","23JU","U","SPEC","WEC",1-8-2015,"F","Fusie","J","H"
"00WP00","D","VST","WEC","23JU00","D","VST","WEC",1-8-2015,"F","Fusie","J","H"
"00WU","U","VOS","WVO","25GC","U","VOS","WVO",1-8-1999,"F","Fusie","N","H"
"00WU00","D","VST","WVO","25GC08","D","VSTS","WVO",1-8-1999,"F","Fusie","N","H"
"00WX","U","VOS","WVO","02MY","U","VOS","WVO",1-8-1998,"F","Fusie","N","H"
"00WX00","D","VST","WVO","02MY01","D","TVST","WVO",1-8-1998,"F","Fusie","N","H"
"00XF","U","ERK","WEB","25LH","U","ROC","WEB",1-1-1998,"F","Fusie","N","H"
"00XK03","D","VST","WVO","31EW00","D","VST","WVO",1-8-2017,"S","Splitsing","J","H"
"00XK04","D","DIS","WVO","02VO01","D","DIS","WVO",1-8-2008,"V","Overdracht","J","H"
"00XK08","D","VST","WVO","31EW01","D","VST","WVO",1-8-2017,"S","Splitsing","J","H"
"00YN","U","VOS","WVO","23WP","U","VOS","WVO",1-8-2008,"F","Fusie","J","H"
"00YN00","D","VST","WVO","23WP05","D","VST","WVO",1-8-2008,"V","Overdracht","J","H"
"00YT","U","VOS","WVO","21MM","U","AOC","WEB",1-8-1999,"F","Fusie","N","H"
"00YT00","D","VST","WVO","21MM07","D","VST","WVO",1-8-1999,"F","Fusie","N","H"
"00ZH","U","VOS","WVO","25CR","U","VOS","WVO",1-8-2016,"F","Fusie","J","H"
"00ZH00","D","VST","WVO","25CR10","D","VST","WVO",1-8-2016,"F","Fusie","J","H"
"00ZQ","U","VOS","WVO","02EX","U","VOS","WVO",1-8-1999,"F","Fusie","N","H"
"00ZQ00","D","VST","WVO","02EX03","D","DIS","WVO",1-8-1999,"F","Fusie","N","H"
"00ZZ","U","VOS","WVO","14RP","U","VOS","WVO",1-8-1999,"F","Fusie","N","H"
"00ZZ00","D","VST","WVO","14RP02","D","VST","WVO",1-8-1999,"F","Fusie","N","H"
"0003","S","B&W",,"1979","S","B&W",,1-1-2021,"V","Overdracht","J","H"
"0005","S","B&W",,"1966","S","B&W",,1-1-2019,"V","Overdracht","J","H"
"0007","S","B&W",,"1950","S","B&W",,1-1-2018,"S","Splitsing","J","H"
"0009","S","B&W",,"0014","S","B&W",,1-1-2019,"F","Fusie","N","H"
"0010","S","B&W",,"1979","S","B&W",,1-1-2021,"V","Overdracht","J","H"
"0015","S","B&W",,"1969","S","B&W",,1-1-2019,"V","Overdracht","J","H"
"0017","S","B&W",,"0014","S","B&W",,1-1-2019,"V","Overdracht","N","H"
"0018","S","B&W",,"1952","S","B&W",,1-1-2018,"S","Splitsing","N","H"
"0022","S","B&W",,"1969","S","B&W",,1-1-2019,"V","Overdracht","J","H"
"0024","S","B&W",,"1979","S","B&W",,1-1-2021,"V","Overdracht","J","H"
"0025","S","B&W",,"1969","S","B&W",,1-1-2019,"V","Overdracht","J","H"
"003","O","AK",,"008","O","AK",,1-1-2003,"V","Overdracht","N","H"
"003","O","AK",,"065","O","AK",,1-1-2010,"V","Overdracht","N","H"
"003","O","AK",,"066","O","AK",,1-1-2010,"V","Overdracht","N","H"
"003","O","AK",,"092","O","AK",,1-8-2003,"V","Overdracht","N","H"
"003","O","AK",,"102","O","AK",,1-8-2001,"V","Overdracht","N","H"
"003","O","AK",,"102","O","AK",,1-3-2007,"V","Overdracht","N","H"
"003","O","AK",,"136","O","AK",,1-1-2004,"V","Overdracht","N","H"
"003","O","AK",,"136","O","AK",,1-1-2005,"V","Overdracht","N","H"
"003","O","AK",,"136","O","AK",,1-8-2005,"V","Overdracht","N","H"
"003","O","AK",,"136","O","AK",,1-8-2006,"V","Overdracht","N","H"
"003","O","AK",,"165","O","AK",,1-1-2006,"V","Overdracht","N","H"
"003","O","AK",,"165","O","AK",,1-1-2007,"V","Overdracht","N","H"
"003","O","AK",,"165","O","AK",,1-1-2010,"V","Overdracht","N","H"
"003","O","AK",,"168","O","AK",,1-1-2002,"V","Overdracht","N","H"
"003","O","AK",,"403","O","AK",,1-1-2005,"V","Overdracht","N","H"
"003","O","AK",,"403","O","AK",,1-8-2005,"V","Overdracht","N","H"
"003","O","AK",,"413","O","AK",,1-1-2002,"V","Overdracht","N","H"
"003","O","AK",,"413","O","AK",,1-1-2010,"V","Overdracht","N","H"
"003","O","AK",,"469","O","AK",,1-8-2003,"V","Overdracht","N","H"
"003","O","AK",,"606","O","AK",,1-1-2002,"V","Overdracht","N","H"
"003","O","AK",,"606","O","AK",,1-1-2005,"V","Overdracht","N","H"
"003","O","AK",,"606","O","AK",,1-1-2012,"V","Overdracht","N","H"
"003","O","AK",,"696","O","AK",,1-1-2007,"V","Overdracht","N","H"
"003","O","AK",,"706","O","AK",,1-1-2007,"V","Overdracht","N","H"
"003","O","AK",,"706","O","AK",,1-1-2016,"V","Overdracht","J","H"
"0039","S","B&W",,"1895","S","B&W",,1-1-2010,"V","Overdracht","J","H"
"0040","S","B&W",,"1952","S","B&W",,1-1-2018,"S","Splitsing","N","H"
"0048","S","B&W",,"1950","S","B&W",,1-1-2018,"S","Splitsing","J","H"
"005","O","AK",,"003","O","AK",,1-5-2007,"V","Overdracht","N","H"
"005","O","AK",,"058","O","AK",,1-8-2003,"V","Overdracht","N","H"
"005","O","AK",,"102","O","AK",,1-8-2001,"V","Overdracht","N","H"
"005","O","AK",,"102","O","AK",,1-8-2004,"V","Overdracht","N","H"
"005","O","AK",,"102","O","AK",,1-1-2005,"V","Overdracht","N","H"
"005","O","AK",,"102","O","AK",,1-1-2007,"V","Overdracht","N","H"
"005","O","AK",,"102","O","AK",,1-1-2008,"V","Overdracht","N","H"
"005","O","AK",,"401","O","AK",,26-6-2012,"V","Overdracht","N","H"
"005","O","AK",,"696","O","AK",,1-1-2006,"V","Overdracht","N","H"
"005","O","AK",,"696","O","AK",,1-8-2011,"V","Overdracht","N","H"
"005","O","AK",,"706","O","AK",,1-10-2009,"V","Overdracht","N","H"
"0051","S","B&W",,"1921","S","B&W",,1-1-2014,"F","Fusie","J","H"
"0052","S","B&W",,"1895","S","B&W",,1-1-2010,"V","Overdracht","J","H"
"0053","S","B&W",,"1966","S","B&W",,1-1-2019,"S","Splitsing","J","H"
"0053","S","B&W",,"1969","S","B&W",,1-1-2019,"S","Splitsing","J","H"
"0055","S","B&W",,"0074","S","B&W",,1-1-2014,"S","Splitsing","N","H"
"0055","S","B&W",,"0080","S","B&W",,1-1-2014,"S","Splitsing","N","H"
"0056","S","B&W",,"1969","S","B&W",,1-1-2019,"V","Overdracht","J","H"
"0058","S","B&W",,"1970","S","B&W",,1-1-2019,"V","Overdracht","J","H"
"006","O","AK",,"101","O","AK",,1-1-2004,"V","Overdracht","N","H"
"006","O","AK",,"696","O","AK",,1-1-2007,"V","Overdracht","N","H"
"0063","S","B&W",,"1949","S","B&W",,1-1-2018,"S","Splitsing","J","H"
"0064","S","B&W",,"1900","S","B&W",,1-1-2011,"F","Fusie","J","H"
"0065","S","B&W",,"1891","S","B&W",,1-1-2009,"V","Overdracht","J","H"
"007","O","AK",,"102","O","AK",,1-3-2004,"V","Overdracht","N","H"
"007","O","AK",,"402","O","AK",,1-3-2004,"V","Overdracht","N","H"
"007","O","AK",,"413","O","AK",,1-1-2004,"V","Overdracht","N","H"
"0070","S","B&W",,"1949","S","B&W",,1-1-2018,"S","Splitsing","J","H"
"00710","B","BINS",,"15028","B","BINS",,1-1-2022,"V","Overdracht","J","H"
"00713","B","BINS",,"01258","B","BINS",,1-1-2023,"V","Overdracht","J","H"
"00714","B","BINS",,"00952","B","BINS",,1-1-2010,"V","Overdracht","N","H"
"00717","B","BINS",,"00993","B","BINS",,1-7-2009,"V","Overdracht","N","H"
"00719","B","BINS",,"00993","B","BINS",,1-7-2009,"V","Overdracht","N","H"
"00721","B","BINS",,"01083","B","BINS",,1-6-2010,"V","Overdracht","N","H"
"00730","B","BINS",,"00744","B","BINS",,1-8-2017,"V","Overdracht","N","H"
"00742","B","BINS",,"00744","B","BINS",,1-1-2010,"V","Overdracht","N","H"
"00762","B","BINS",,"00952","B","BINS",,1-1-2010,"S","Splitsing","N","H"
"0079","S","B&W",,"1970","S","B&W",,1-1-2019,"V","Overdracht","J","H"
"008","O","AK",,"038","O","AK",,1-1-2007,"V","Overdracht","N","H"
"008","O","AK",,"102","O","AK",,1-1-2004,"V","Overdracht","N","H"
"008","O","AK",,"165","O","AK",,1-1-2007,"V","Overdracht","N","H"
"008","O","AK",,"169","O","AK",,1-1-2004,"V","Overdracht","N","H"
"008","O","AK",,"222","O","AK",,1-1-2006,"V","Overdracht","N","H"
"008","O","AK",,"401","O","AK",,1-12-2006,"V","Overdracht","N","H"
"0081","S","B&W",,"0080","S","B&W",,1-1-2018,"S","Splitsing","N","H"
"0082","S","B&W",,"1921","S","B&W",,1-1-2014,"F","Fusie","J","H"
"0083","S","B&W",,"1908","S","B&W",,1-1-2011,"V","Overdracht","J","H"
"0091","S","B&W",,"1900","S","B&W",,1-1-2011,"F","Fusie","J","H"
"01BU","U","VOS","WVO","00PS","U","VOS","WVO",1-8-2006,"F","Fusie","J","H"
"01BU00","D","VST","WVO","00PS05","D","VST","WVO",1-8-2006,"F","Fusie","J","H"
"01BZ","U","VOS","WVO","02NA","U","VOS","WVO",1-8-1998,"F","Fusie","N","H"
"01BZ00","D","VST","WVO","02NA01","D","DIS","WVO",1-8-1998,"F","Fusie","N","H"
"01CH","U","VOS","WVO","02VA","U","VOS","WVO",1-8-1998,"F","Fusie","N","H"
"01CY","U","SBAS","WPO","00RX","U","SBAS","WPO",1-8-1999,"F","Fusie","N","H"
"01CY00","D","VST","WPO","00RX03","D","VST","WPO",1-8-1999,"F","Fusie","N","H"
"01CZ","U","SBAS","WPO","03LO","U","SBAS","WPO",1-8-2017,"F","Fusie","J","H"
"01CZ00","D","VST","WPO","03LO00","D","VST","WPO",1-8-2017,"F","Fusie","J","H"
"01DA","U","SBAS","WPO","01CZ","U","SBAS","WPO",1-8-1999,"F","Fusie","N","H"
"01DA00","D","VST","WPO","01CZ01","D","VST","WPO",1-8-1999,"F","Fusie","N","H"
"01DZ","U","HAS","WHW","30TX","U","HBOS","WHW",1-1-2013,"F","Fusie","N","H"
"01DZ00","D","LOC","WHW","30TX00","D","LOC","WHW",1-1-2013,"F","Fusie","J","H"
"01EC","U","LOB","WEB","02PR","U","LOB","WEB",1-8-2003,"F","Fusie","N","H"
"01EO07","D","VST","WVO","01EO06","D","VSTZ","WVO",1-8-2006,"V","Overdracht","J","H"
"01FM","U","SBAS","WPO","03LO","U","SBAS","WPO",1-8-1999,"F","Fusie","N","H"
"01FM00","D","VST","WPO","03LO01","D","VST","WPO",1-8-1999,"F","Fusie","N","H"
"01FQ","U","ROC","WEB","25PZ","U","ROC","WEB",1-8-2003,"F","Fusie","J","H"
"01FQ00","D","LOC","WEB","25PZ00","D","LOC","WEB",1-8-2003,"F","Fusie","N","H"
"01FQ05","D","LOC","WEB","25PZ47","D","LOC","WEB",1-8-2003,"F","Fusie","N","H"
"01FQ06","D","LOC","WEB","25PZ35","D","LOC","WEB",1-8-2003,"F","Fusie","N","H"
"01GK","U","SBAS","WPO","00KZ","U","SBAS","WPO",1-8-2012,"F","Fusie","J","H"
"01GK00","D","VST","WPO","00KZ00","D","VST","WPO",1-8-2012,"F","Fusie","J","H"
"01HD","U","SPEC","WEC","01JO","U","SPEC","WEC",1-8-2015,"F","Fusie","J","H"
"01HD00","D","VST","WEC","01JO02","D","VST","WEC",1-8-2015,"F","Fusie","J","H"
"01HO","U","VOS","WVO","16RB","U","VOS","WVO",1-8-2000,"F","Fusie","N","H"
"01HO00","D","VST","WVO","16RB01","D","DIS","WVO",1-8-2000,"F","Fusie","N","H"
"01HU","U","SBAS","WPO","04DY","U","SBAS","WPO",1-8-2005,"F","Fusie","J","H"
"01HU00","D","VST","WPO","04DY00","D","VST","WPO",1-8-2005,"F","Fusie","J","H"
"01IC","U","AOCV","WEB","31JC","U","BERV","WEB",1-8-2018,"F","Fusie","J","H"
"01IC00","D","LOC","WEB","31JC00","D","LOC","WEB",1-8-2018,"F","Fusie","J","H"
"01IC01","D","VST","WVO","31JC03","D","VST","WVO",1-8-2018,"F","Fusie","J","H"
"01IC02","D","VST","WVO","31JC02","D","VST","WVO",1-8-2018,"F","Fusie","J","H"
"01IC05","D","VST","WVO","31JC05","D","VST","WVO",1-8-2018,"F","Fusie","J","H"
"01IC11","D","VST","WVO","31JC04","D","VST","WVO",1-8-2018,"F","Fusie","J","H"
"01IC15","D","VST","WVO","31JC01","D","VST","WVO",1-8-2018,"F","Fusie","J","H"
"01IC16","D","VST","WVO","05AV04","D","VST","WVO",1-8-2000,"F","Fusie","J","H"
"01JG","U","SPEC","WEC","17GW","U","SPEC","WEC",1-8-2015,"F","Fusie","J","H"
"01JG00","D","VST","WEC","17GW02","D","VST","WEC",1-8-2015,"F","Fusie","J","H"
"01JG01","D","VST","WEC","17GW03","D","VST","WEC",1-8-2015,"F","Fusie","J","H"
"01JP","U","SPEC","WEC","03AE","U","SPEC","WEC",1-8-1998,"F","Fusie","N","H"
"01JZ","U","SBAS","WPO","20OF","U","SBAS","WPO",1-8-2000,"F","Fusie","N","H"
"01KF","U","VOS","WVO","22NE","U","VOS","WVO",1-8-1991,"S","Splitsing","N","H"
"01KO","U","VOS","WVO","02DZ","U","VOS","WVO",1-8-2009,"F","Fusie","J","H"
"01KO00","D","VST","WVO","02DZ05","D","VST","WVO",1-8-2009,"F","Fusie","J","H"
"01KO01","D","VST","WVO","02DZ06","D","VST","WVO",1-8-2009,"F","Fusie","J","H"
"01KO02","D","VSTZ","WVO","02DZ07","D","VST","WVO",1-8-2009,"F","Fusie","J","H"
"01KO03","D","TLOC","WVO","02DZ08","D","TLOC","WVO",1-8-2009,"F","Fusie","J","H"
"01LL","U","SPEC","WEC","14SM","U","VOS","WVO",1-8-2002,"F","Fusie","J","H"
"01LL00","D","VST","WEC","14SM08","D","VSTZ","WVO",1-8-2002,"F","Fusie","J","H"
"01ML","U","SPEC","WEC","04DR","U","SBAS","WPO",1-5-1998,"F","Fusie","N","H"
"01ML00","D","VST","WEC","04DR01","D","VST","WPO",1-5-1998,"F","Fusie","N","H"
"01MR","U","VOS","WVO","25GV","U","BERV","WEB",1-8-1999,"F","Fusie","N","H"
"01MR00","D","VST","WVO","25GV11","D","VST","WVO",1-8-1999,"F","Fusie","N","H"
"01MY","U","HAS",,"30TX","U","HBOS","WHW",1-1-2013,"F","Fusie","N","H"
"01MY00","D","LOC","WHW","30TX00","D","LOC","WHW",1-1-2013,"F","Fusie","J","H"
"01NA","U","AOC","WEB","01NE","U","ERK","WEB",1-1-2001,"V","Overdracht","J","H"
"01NA00","D","VST","WVO","01NE00","D","LOC","WEB",1-1-2001,"V","Overdracht","J","H"
"01NJ","U","BERV","WEB","25PW","U","ROCV","WEB",1-8-2024,"F","Fusie","J","H"
"01NJ00","D","LOC","WEB","25PW00","D","LOC","WEB",1-8-2024,"F","Fusie","J","H"
"01NJ01","D","VST","WVO","25PW56","D","VST","WVO",1-8-2024,"F","Fusie","J","H"
"01NJ02","D","VST","WVO","25PW55","D","VST","WVO",1-8-2024,"F","Fusie","J","H"
"01NJ03","D","LOC","WEB","25PW49","D","LOC","WEB",1-8-2024,"F","Fusie","N","H"
"01NJ08","D","VST","WVO","25PW51","D","VST","WVO",1-8-2024,"F","Fusie","J","H"
"01NJ09","D","VST","WVO","25PW52","D","VST","WVO",1-8-2024,"F","Fusie","J","H"
"01NJ10","D","VST","WVO","25PW53","D","VST","WVO",1-8-2024,"F","Fusie","J","H"
"01NJ11","D","VST","WVO","25PW54","D","VST","WVO",1-8-2024,"F","Fusie","J","H"
"01NJ12","D","VST","WVO","25PW58","D","VST","WVO",1-8-2024,"F","Fusie","J","H"
"01NJ15","D","VST","WVO","25PW60","D","VST","WVO",1-8-2024,"F","Fusie","J","H"
"01NJ16","D","TVST","WVO","25PW57","D","TVST","WVO",1-8-2024,"F","Fusie","J","H"
"01OE11","D","VST","WVO","01OE12","D","VST","WVO",1-8-2019,"V","Overdracht","J","H"
"01PE","U","SPEC","WEC","00KK","U","SPEC","WEC",1-8-2015,"F","Fusie","J","H"
"01PE00","D","VST","WEC","00KK00","D","VST","WEC",1-8-2015,"F","Fusie","J","H"
"01PG","U","VOS","WVO","19XH","U","VOS","WVO",1-8-2000,"F","Fusie","N","H"
"01PG00","D","VST","WVO","19XH01","D","VST","WVO",1-8-2000,"F","Fusie","N","H"
"01QD","U","SPEC","WEC","03TU","U","SBAS","WPO",1-8-1997,"F","Fusie","N","H"
"01SZ","U","VOS","WVO","02EB","U","VOS","WVO",1-8-2013,"F","Fusie","J","H"
"01SZ00","D","VST","WVO","02EB07","D","VST","WVO",1-8-2013,"F","Fusie","J","H"
"01UC07","D","VST","WEC","01UC02","D","VST","WEC",1-1-2008,"F","Fusie","J","H"
"01UF","U","VOS","WVO","02IB","U","VOS","WVO",1-8-1998,"F","Fusie","N","H"
"01UF00","D","VST","WVO","02IB02","D","TVST","WVO",1-8-1998,"F","Fusie","N","H"
"01UI","U","VOS","WVO","17YF","U","VOS","WVO",1-8-1999,"F","Fusie","N","H"
"01UI00","D","VST","WVO","17YF02","D","VST","WVO",1-8-1999,"F","Fusie","N","H"
"01UU","O","SBD","WSLOA","03AV","O","SBD","WSLOA",1-8-2005,"V","Overdracht","N","H"
"01UV","O","SBD","WSLOA","00AI","O","SBD","WSLOA",1-8-2005,"V","Overdracht","N","H"
"01UW","O","SBD","WSLOA","00RM","O","SBD","WSLOA",1-8-2005,"V","Overdracht","N","H"
"01VB","O","SBD","WSLOA","27QA","O","SBD","WSLOA",1-1-2003,"F","Fusie","J","H"
"01VS","U","BAS","WPO","05TR","U","BAS","WPO",1-8-1999,"F","Fusie","N","H"
"01VS00","D","VST","WPO","05TR01","D","VST","WPO",1-8-1999,"F","Fusie","N","H"
"01WF","O","SBD","WSLOA","00BI","O","SBD","WSLOA",1-8-2005,"V","Overdracht","N","H"
"01WF","O","SBD","WSLOA","01XM","O","SBD","WSLOA",1-8-2005,"V","Overdracht","N","H"
"01WF","O","SBD","WSLOA","25BU","O","SBD","WSLOA",1-8-2005,"V","Overdracht","N","H"
"01WI","O","SBD","WSLOA","00ET","O","SBD","WSLOA",1-8-2005,"V","Overdracht","N","H"
"01WI","O","SBD","WSLOA","00FA","O","SBD","WSLOA",1-8-2005,"V","Overdracht","N","H"
"01WI","O","SBD","WSLOA","01XM","O","SBD","WSLOA",1-8-2005,"V","Overdracht","N","H"
"01WK","O","SBD","WSLOA","00BJ","O","SBD","WSLOA",1-8-2005,"V","Overdracht","N","H"
"01WK","O","SBD","WSLOA","00FA","O","SBD","WSLOA",1-8-2005,"V","Overdracht","N","H"
"01WK","O","SBD","WSLOA","00GJ","O","SBD","WSLOA",1-8-2005,"V","Overdracht","N","H"
"01WS","U","BAS","WPO","09NZ","U","BAS","WPO",1-8-2006,"V","Overdracht","J","H"
"01WS00","D","VST","WPO","09NZ01","D","VST","WPO",1-8-2006,"V","Overdracht","J","H"
"01XA","U","SBAS","WPO","23WK","U","SBAS","WPO",1-8-2017,"F","Fusie","J","H"
"01XA00","D","VST","WPO","23WK00","D","VST","WPO",1-8-2017,"F","Fusie","J","H"
"01XI","O","SBD","WSLOA","00ET","O","SBD","WSLOA",1-8-2005,"V","Overdracht","N","H"
"01XM","O","SBD","WSLOA","00BI","O","SBD","WSLOA",1-8-2005,"V","Overdracht","N","H"
"01XM","O","SBD","WSLOA","00RM","O","SBD","WSLOA",1-8-2005,"V","Overdracht","N","H"
"01XM","O","SBD","WSLOA","01WI","O","SBD","WSLOA",1-8-2005,"V","Overdracht","N","H"
"01XS","O","SBD","WSLOA","00RM","O","SBD","WSLOA",1-8-2005,"V","Overdracht","N","H"
"01XV","U","VOS","WVO","18CH","U","VOS","WVO",1-8-2006,"F","Fusie","J","H"
"01XV00","D","VST","WVO","18CH08","D","VST","WVO",1-8-2006,"F","Fusie","J","H"
"01XV03","D","VST","WVO","18CH09","D","VST","WVO",1-8-2006,"F","Fusie","J","H"
"01XV04","D","VST","WVO","18CH10","D","VST","WVO",1-8-2006,"F","Fusie","J","H"
"01YA","U","EDU","WEB","25LX","U","ROCV","WEB",1-8-1997,"F","Fusie","N","H"
"01ZV","U","SBAS","WPO","19HM","U","SBAS","WPO",1-8-2009,"F","Fusie","J","H"
"01ZV00","D","VST","WPO","19HM00","D","VST","WPO",1-8-2009,"F","Fusie","J","H"
"01018","B","BINS",,"01258","B","BINS",,1-1-2023,"V","Overdracht","J","H"
"0102","S","SWPO","WPO","0104","S","SWPO","WPO",1-8-2010,"V","Overdracht","N","H"
"0102","S","SWPO","WPO","0405","S","SWPO","WPO",1-8-2011,"V","Overdracht","N","H"
"0104","S","B&W",,"1900","S","B&W",,1-1-2011,"F","Fusie","J","H"
"013","O","AK",,"005","O","AK",,1-2-2002,"V","Overdracht","N","H"
"013","O","AK",,"102","O","AK",,1-11-2001,"V","Overdracht","N","H"
"013","O","AK",,"696","O","AK",,1-3-2003,"V","Overdracht","N","H"
"013","O","AK",,"696","O","AK",,1-7-2003,"V","Overdracht","N","H"
"0140","S","B&W",,"0080","S","B&W",,1-1-2018,"S","Splitsing","N","H"
"0140","S","B&W",,"1900","S","B&W",,1-1-2018,"S","Splitsing","J","H"
"0140","S","B&W",,"1949","S","B&W",,1-1-2018,"S","Splitsing","J","H"
"0142","B","LAOV",,"18500","B","LAOV",,1-1-2001,"F","Fusie","J","H"
"0142","S","B&W",,"1735","S","B&W",,1-1-2001,"F","Fusie","J","H"
"0143","B","LAOV",,"18062","B","LAOV",,1-1-2001,"F","Fusie","J","H"
"0143","S","B&W",,"0160","S","B&W",,1-1-2001,"F","Fusie","J","H"
"0144","S","B&W",,"0150","S","B&W",,1-1-2005,"V","Overdracht","J","H"
"0149","S","B&W",,"1774","S","B&W",,1-1-2003,"V","Overdracht","J","H"
"015","O","AK",,"098","O","AK",,1-1-2004,"V","Overdracht","N","H"
"015","O","AK",,"696","O","AK",,1-1-2004,"V","Overdracht","N","H"
"0151","B","LAOV",,"18500","B","LAOV",,1-1-2001,"F","Fusie","J","H"
"0151","S","B&W",,"1735","S","B&W",,1-1-2001,"F","Fusie","J","H"
"0154","B","LAOV",,"18502","B","LAOV",,1-1-2001,"F","Fusie","J","H"
"0154","S","B&W",,"1896","S","B&W",,1-1-2001,"F","Fusie","J","H"
"0156","B","LAOV",,"18500","B","LAOV",,1-1-2001,"F","Fusie","J","H"
"0156","S","B&W",,"1735","S","B&W",,1-1-2001,"F","Fusie","J","H"
"0157","B","LAOV",,"18062","B","LAOV",,1-1-2001,"F","Fusie","J","H"
"0157","S","B&W",,"0160","S","B&W",,1-1-2001,"F","Fusie","J","H"
"0159","B","LAOV",,"18077","B","LAOV",,1-1-2001,"F","Fusie","J","H"
"0159","S","B&W",,"0186","S","B&W",,1-1-2001,"F","Fusie","J","H"
"0161","B","LAOV",,"18502","B","LAOV",,1-1-2001,"F","Fusie","J","H"
"0161","S","B&W",,"1896","S","B&W",,1-1-2001,"F","Fusie","J","H"
"0162","B","LAOV",,"18071","B","LAOV",,1-1-2001,"F","Fusie","J","H"
"0162","S","B&W",,"0177","S","B&W",,1-1-2001,"F","Fusie","J","H"
"0165","B","LAOV",,"18072","B","LAOV",,1-1-2001,"F","Fusie","J","H"
"0165","S","B&W",,"0178","S","B&W",,1-1-2001,"F","Fusie","J","H"
"0169","B","LAOV",,"18500","B","LAOV",,1-1-2001,"F","Fusie","J","H"
"0169","S","B&W",,"1735","S","B&W",,1-1-2001,"F","Fusie","J","H"
