NR_ADMINISTRATIE,CODE_FUNCTIE,CODE_SOORT,NAAM_VOLLEDIG,full_address,POSTCODE_VEST,NAAM_PLAATS_VEST,PROVINCIE_VEST,location_status,facility_type,years_of_operation,decade_opened,decade_closed,operation_period,DT_IN_BEDRIJF,DT_UIT_BEDRIJF,latitude,longitude
20IS06,D,VSTZ,Stella Maris College voor Lyc Havo Mavo Vbo Lwoo,Hunnenweg 4.0 ,6224JP,MAASTRICHT,Limburg,Closed,Secondary Branch Location,19.0,2000s,2020s,2002-08-01 to 2021-08-01,2002-08-01,2021-08-01,50.8477468,5.7132244
16PK08,D,VSTZ,Christelijke Scholengemeenschap Johannes Calvijn voor Lyceum Havo Mavo Vbo Lwoo,Kreeftstraat 44.0 ,3067JV,ROTTERDAM,Zuid-Holland,Closed,Secondary Branch Location,20.0,2000s,2020s,2002-08-01 to 2022-08-01,2002-08-01,2022-08-01,51.9465344,4.5547572
00OB03,D,VSTZ,Maaswaal College voor Atheneum Havo Mavo Vbo Lwoo,Oosterweg 12.0 ,6602HD,WIJCHEN,Gelderland,Active,Secondary Branch Location,22.5,2000s,,2002-08-01 to Present,2002-08-01,,51.8053699,5.7281154
01EO06,D,VSTZ,Purmerendse Scholengemeenschap voor Gymn Lyc Havo Mavo Vbo Lwoo,Koggenland 100.0 ,1447CP,PURMEREND,Noord-Holland,Active,Secondary Branch Location,22.5,2000s,,2002-08-01 to Present,2002-08-01,,52.4947628,4.9653018
01EO06,D,VSTZ,Purmerendse Scholengemeenschap voor Gymn Lyc Havo Mavo Vbo Lwoo,Flevostraat 257.0 ,1442PX,PURMEREND,Noord-Holland,Active,Secondary Branch Location,22.5,2000s,,2002-08-01 to Present,2002-08-01,,52.5193009,4.9809402
01KL14,D,VSTZ,Noordzee College voor Lyceum Havo Mavo Vbo Lwoo,Eenhoornstraat 8.0 ,1973XT,IJMUIDEN,Noord-Holland,Active,Secondary Branch Location,22.5,2000s,,2002-08-01 to Present,2002-08-01,,52.4528224,4.6018138
02HI06,D,VSTZ,Openbare Scholengemeenschap Schelde College voor Mavo Vbo Lwoo,Pomonalaan 45.0 ,4613ES,BERGEN OP ZOOM,Noord-Brabant,Active,Secondary Branch Location,22.5,2000s,,2002-08-01 to Present,2002-08-01,,51.5070513,4.2846398
02ST05,D,VSTZ,Rooms Katholieke Scholengemeenschap Kandinsky College voor Lyc Havo Mavo Vbo L,Prins Hendrikstraat 7.0 ,6521AV,NIJMEGEN,Gelderland,Active,Secondary Branch Location,22.5,2000s,,2002-08-01 to Present,2002-08-01,,51.8424181,5.869871799999999
04GU06,D,VSTZ,Elde College Schijndel voor Atheneum Havo Mavo Vbo Lwoo,Bunderstraat 8.0 ,5481KD,SCHIJNDEL,Noord-Brabant,Active,Secondary Branch Location,22.5,2000s,,2002-08-01 to Present,2002-08-01,,51.6169109,5.429088399999999
04GU06,D,VSTZ,Elde College Schijndel voor Atheneum Havo Mavo Vbo Lwoo,Putsteeg 2.0 A,5481XT,SCHIJNDEL,Noord-Brabant,Active,Secondary Branch Location,22.5,2000s,,2002-08-01 to Present,2002-08-01,,51.6164749,5.4286371
07PK06,D,VSTZ,Arentheem College Interconfessionele School voor Lyceum Havo Mavo Vbo Lwoo,Ds. Bechtlaan 1.0 ,6823CA,ARNHEM,Gelderland,Active,Secondary Branch Location,22.5,2000s,,2002-08-01 to Present,2002-08-01,,52.00114379999999,5.935784399999999
07PK06,D,VSTZ,Arentheem College Interconfessionele School voor Lyceum Havo Mavo Vbo Lwoo,Laan van Presikhaaf 9.0 ,6826HB,ARNHEM,Gelderland,Active,Secondary Branch Location,22.5,2000s,,2002-08-01 to Present,2002-08-01,,51.9862458,5.9429399
07PK06,D,VSTZ,Arentheem College Interconfessionele School voor Lyceum Havo Mavo Vbo Lwoo,Laan van Presikhaaf 7.0 ,6826HA,ARNHEM,Gelderland,Active,Secondary Branch Location,22.5,2000s,,2002-08-01 to Present,2002-08-01,,51.9808175,5.9488185
13ZU03,D,VSTZ,Reitdiepcollege voor Atheneum Havo Mavo Vbo Lwoo,Heesterpoort 1.0 ,9713KX,GRONINGEN,Groningen,Active,Secondary Branch Location,22.5,2000s,,2002-08-01 to Present,2002-08-01,,53.22319,6.5836537
13ZU03,D,VSTZ,Reitdiepcollege voor Atheneum Havo Mavo Vbo Lwoo,Travertijnstraat 2.0 ,9743SZ,GRONINGEN,Groningen,Active,Secondary Branch Location,22.5,2000s,,2002-08-01 to Present,2002-08-01,,53.2186602,6.528406899999999
14RL03,D,VSTZ,College Beroepsonderwijs Zeeburg voor Vbo Lwoo,Rietwijkerstraat 55.0 ,1059VX,AMSTERDAM,Noord-Holland,Active,Secondary Branch Location,22.5,2000s,,2002-08-01 to Present,2002-08-01,,52.3494181,4.8471331
16VM04,D,VSTZ,Herle College Scholengemeenschap voor Mavo Vbo Lwoo,Bekkerveld 4.0 ,6417CL,HEERLEN,Limburg,Active,Secondary Branch Location,22.5,2000s,,2002-08-01 to Present,2002-08-01,,50.8786839,5.983198799999999
17HB07,D,VSTZ,Scholengemeenschap Nieuw West voor Lyceum Havo Mavo Vbo Lwoo,Johan Braakensiekhof 31.0 ,1068KK,AMSTERDAM,Noord-Holland,Active,Secondary Branch Location,22.5,2000s,,2002-08-01 to Present,2002-08-01,,52.3523035,4.8146597
17HB07,D,VSTZ,Scholengemeenschap Nieuw-West voor Lyceum Havo Mavo Vbo Lwoo,Dr Jan van Breemenstraat 1.0 ,1056AB,AMSTERDAM,Noord-Holland,Active,Secondary Branch Location,22.5,2000s,,2002-08-01 to Present,2002-08-01,,52.37085099999999,4.843855599999999
17VF06,D,VSTZ,Bernard Nieuwentijt College Chr SGM voor Lyceum Havo Mavo Vbo Lwoo,Schoenerstraat 7.0 A,1034XZ,AMSTERDAM,Noord-Holland,Active,Secondary Branch Location,22.5,2000s,,2002-08-01 to Present,2002-08-01,,52.4038292,4.909229
17VF06,D,VSTZ,Scholengemeenschap Zaam Noord Vwo  Havo Mavo Vbo Lwoo,Duinluststraat 20.0 ,1024VK,AMSTERDAM,Noord-Holland,Active,Secondary Branch Location,22.5,2000s,,2002-08-01 to Present,2002-08-01,,52.3957711,4.9535138
17VN07,D,VSTZ,Bonhoeffer College voor Lyceum Havo Mavo Vmbo Lwoo,Lijsterstraat 117.0 ,7523ES,ENSCHEDE,Overijssel,Active,Secondary Branch Location,22.5,2000s,,2002-08-01 to Present,2002-08-01,,52.2379165,6.8988434
17YS12,D,VSTZ,Esprit Scholengroep voor Luceum Havo Mavo Vbo Lwoo,Cabralstraat 1.0 ,1057CD,AMSTERDAM,Noord-Holland,Active,Secondary Branch Location,22.5,2000s,,2002-08-01 to Present,2002-08-01,,52.3697165,4.854964799999999
17YS12,D,VSTZ,Esprit Scholengroep voor Luceum Havo Mavo Vbo Lwoo,Herman Poortstraat 17.0 ,1064BR,AMSTERDAM,Noord-Holland,Active,Secondary Branch Location,22.5,2000s,,2002-08-01 to Present,2002-08-01,,52.3765072,4.8310662
17YS12,D,VSTZ,Esprit Scholengroep voor Luceum Havo Mavo Vbo Lwoo,Burg Hogguerstraat 2.0 A,1064EB,AMSTERDAM,Noord-Holland,Active,Secondary Branch Location,22.5,2000s,,2002-08-01 to Present,2002-08-01,,52.3732477,4.830897
18WS02,D,VSTZ,Anna van Ryn College Openbare Scholengemeenschap voor Ath Havo Mavo Vbo Lwoo,Acaciastraat 37.0 ,3434BV,NIEUWEGEIN,Utrecht,Active,Secondary Branch Location,22.5,2000s,,2002-08-01 to Present,2002-08-01,,52.0108166,5.0910386
19XV02,D,VSTZ,Prisma College voor Ath Havo Mavo Vbo Lwoo,Groene Woud 2.0 ,4834BC,BREDA,Noord-Brabant,Active,Secondary Branch Location,22.5,2000s,,2002-08-01 to Present,2002-08-01,,51.5725206,4.7924491
19ZP03,D,VSTZ,Scholengemeenschap Westhage voor Mavo Vmbo Lwoo,Landrestraat 150.0 ,2551CA,'S-GRAVENHAGE,Zuid-Holland,Active,Secondary Branch Location,22.5,2000s,,2002-08-01 to Present,2002-08-01,,52.0598721,4.2278695
20AT04,D,VSTZ,Sint Joris College Scholengemeenschap voor Lyc Havo Mavo Vbo Lwoo,Hendrik Staetslaan 54.0 ,5622HN,EINDHOVEN,Noord-Brabant,Active,Secondary Branch Location,22.5,2000s,,2002-08-01 to Present,2002-08-01,,51.46339219999999,5.4654533
20CM10,D,VSTZ,Scholengemeenschap Dollard College voor Lyc Havo Mavo Vbo Lwoo,Bovenburen 11.0 ,9675HA,WINSCHOTEN,Groningen,Active,Secondary Branch Location,22.5,2000s,,2002-08-01 to Present,2002-08-01,,53.1511596,7.024115
20EI02,D,VSTZ,Vallei College voor Ath Havo Mavo Vbo Lwoo,Columbusweg 40.0 ,3814WE,AMERSFOORT,Utrecht,Active,Secondary Branch Location,22.5,2000s,,2002-08-01 to Present,2002-08-01,,52.1604441,5.4037947
20GD01,D,VSTZ,Midden-Brabant College Economie/Groen voor Mavo Vbo Lwoo,Reitse Hoevenstraat 20.0 ,5042EH,TILBURG,Noord-Brabant,Active,Secondary Branch Location,22.5,2000s,,2002-08-01 to Present,2002-08-01,,51.5723467,5.0622577
20GD01,D,VSTZ,Midden-Brabant College Locatie Economie en Groen/Frater van Gemert Lwoo,Schout Backstraat 37.0 ,5037MJ,TILBURG,Noord-Brabant,Active,Secondary Branch Location,22.5,2000s,,2002-08-01 to Present,2002-08-01,,51.5537263,5.0551058
20TZ07,D,VSTZ,Openbare Scholengemeenschap Lorentz College voor Lyceum Havo Mavo Vbo Lwoo,Groningensingel 1191.0 ,6835HZ,ARNHEM,Gelderland,Active,Secondary Branch Location,22.5,2000s,,2002-08-01 to Present,2002-08-01,,51.950681,5.8979233
21ET08,D,VSTZ,Scholengemeenschap Amsterdam-Zuid voor Atheneum Havo Mavo Vbo Lwoo,Oudaen 6.0 ,1081BZ,AMSTERDAM,Noord-Holland,Active,Secondary Branch Location,22.5,2000s,,2002-08-01 to Present,2002-08-01,,52.2178285,6.8564113
21GU08,D,VSTZ,Scholengroep Esloo PC RK Scholengemeenschap voor Lyceum Havo Mavo Vbo Lwoo,Isabellaland 253.0 ,2591SG,'S-GRAVENHAGE,Zuid-Holland,Active,Secondary Branch Location,22.5,2000s,,2002-08-01 to Present,2002-08-01,,52.0961417,4.3674307
21GU09,D,VSTZ,Scholengroep Esloo PC RK Scholengemeenschap voor Lyceum Havo Mavo Vbo Lwoo,Binckhorstlaan 251.0 ,2516BB,'S-GRAVENHAGE,Zuid-Holland,Active,Secondary Branch Location,22.5,2000s,,2002-08-01 to Present,2002-08-01,,52.06593520000001,4.339817099999999
21GU09,D,VSTZ,Scholengroep Esloo PC RK Scholengemeenschap voor Lyceum Havo Mavo Vbo Lwoo,Noordpolderkade 167.0 ,2516JE,'S-GRAVENHAGE,Zuid-Holland,Active,Secondary Branch Location,22.5,2000s,,2002-08-01 to Present,2002-08-01,,52.0618632,4.3343636
24TP03,D,VSTZ,Merewade College Openbare Scholengemeenschap voor Ath Havo Mavo Vbo Lwoo,Hoefslag 10.0 ,4205NK,GORINCHEM,Zuid-Holland,Active,Secondary Branch Location,22.5,2000s,,2002-08-01 to Present,2002-08-01,,51.8484369,4.9702056
24TP03,D,VSTZ,Merewade College Openbare Scholengemeenschap voor Ath Havo Mavo Vbo Lwoo,Merwedekanaal 8.0 ,4206BC,GORINCHEM,Zuid-Holland,Active,Secondary Branch Location,22.5,2000s,,2002-08-01 to Present,2002-08-01,,51.8371887,4.975887999999999
24TR04,D,VSTZ,Meerstroom College/Het Prisma voor Lyceum Havo Mavo Vbo Lwoo,Franz Schubertstraat 30.0 ,3533GW,UTRECHT,Utrecht,Active,Secondary Branch Location,22.5,2000s,,2002-08-01 to Present,2002-08-01,,52.0866313,5.086559299999999
24TR04,D,VSTZ,Meerstroom College/Het Prisma voor Lyceum Havo Mavo Vbo Lwoo,Notebomenlaan 400.0 ,3582CN,UTRECHT,Utrecht,Active,Secondary Branch Location,22.5,2000s,,2002-08-01 to Present,2002-08-01,,52.08339729999999,5.1355267
24TR04,D,VSTZ,Leidsche Rijn College voor GYM ATH HAVO MAVO VBO LWOO - loc. WSS,Wittevrouwenkade 2.0 ,3512CR,UTRECHT,Utrecht,Active,Secondary Branch Location,22.5,2000s,,2002-08-01 to Present,2002-08-01,,52.095472,5.125501000000001
24TR04,D,VSTZ,"NUOVO scholengroep, openbaar vmbo, mavo, havo, vwo - vst. de Utrechtse School",Van Lieflandlaan 117.0 ,3571AA,UTRECHT,Utrecht,Active,Secondary Branch Location,22.5,2000s,,2002-08-01 to Present,2002-08-01,,52.1081376,5.1205802
25CM10,D,VSTZ,Chr istelijke Scholengemeenschap Liudger voor Lyceum Havo Mavo Vbo Lwoo,De Ring 6.0 ,9202NW,DRACHTEN,Friesland,Active,Secondary Branch Location,22.5,2000s,,2002-08-01 to Present,2002-08-01,,52.3783039,4.8545416
25GC09,D,VSTZ,Scholengemeenschap Breda voor Katholiek Lyceum Havo Mavo Vbo Lwoo,Rijnesteinstraat 1.0 ,4834LB,BREDA,Noord-Brabant,Active,Secondary Branch Location,22.5,2000s,,2002-08-01 to Present,2002-08-01,,51.5698006,4.8055227
25GM02,D,VSTZ,dr Aletta Jacobs College voor Lyc Havo Mavo Vbo Lwoo,Van Heemskerckstraat 119.0 A,9601HC,HOOGEZAND,Groningen,Active,Secondary Branch Location,22.5,2000s,,2002-08-01 to Present,2002-08-01,,53.1653859,6.7621034
25GM02,D,VSTZ,dr Aletta Jacobs College voor Lyc Havo Mavo Vbo Lwoo,Laan van de Sport 6.0 ,9603TG,HOOGEZAND,Groningen,Active,Secondary Branch Location,22.5,2000s,,2002-08-01 to Present,2002-08-01,,53.1534041,6.7636542
27PM,U,PROS,Praktijkschool West-Friesland,Pastoor Meriusstraat 100.0 ,1715VE,SPANBROEK,Noord-Holland,Active,Practical Education,22.5,2000s,,2002-08-01 to Present,2002-08-01,,52.7022762,4.9489523
27PM,U,PROS,Praktijkschool West-Friesland locatie Spanbroek,Annie M.G. Schmidtweg 1.0 ,1613MA,GROOTEBROEK,Noord-Holland,Active,Practical Education,22.5,2000s,,2002-08-01 to Present,2002-08-01,,52.699412,5.216644
14SF04,D,VSTZ,Christelijke Scholengemeenschap De Goudse Waarden voor Lyc Havo Mavo Vbo Lwoo,Oosthoef 7.0 ,2804ST,GOUDA,Zuid-Holland,Closed,Secondary Branch Location,1.0,2000s,2000s,2001-08-01 to 2002-08-01,2001-08-01,2002-08-01,52.0347061,4.7058741
19ZP02,D,VSTZ,Scholengemeenschap Westhage voor Vmbo en Lwoo,Bresterstraat 7.0 ,2523XC,'S-GRAVENHAGE,Zuid-Holland,Closed,Secondary Branch Location,1.0,2000s,2000s,2001-08-01 to 2002-08-01,2001-08-01,2002-08-01,52.0595,4.3193126
18UZ01,D,VSTZ,School voor Praktijkonderwijs De Linde,Navolaan 30.0 ,9501VJ,STADSKANAAL,Groningen,Closed,Secondary Branch Location,3.0,2000s,2000s,2001-08-01 to 2004-08-01,2001-08-01,2004-08-01,52.9836748,6.960064
19QA03,D,VSTZ,Koningin Wilhelmina College voor Lyc Havo Mavo Vbo Lwoo Pro,Wilhelminadreef 18.0 ,4101KE,CULEMBORG,Gelderland,Closed,Secondary Branch Location,3.1,2000s,2000s,2001-08-01 to 2004-09-20,2001-08-01,2004-09-20,51.9607087,5.235167199999999
02MF03,D,VSTZ,Christelijke Scholengemeenschap voor Mavo Vbo Lwoo Pro,Pampagras 1.0 ,3902SP,VEENENDAAL,Utrecht,Closed,Secondary Branch Location,4.0,2000s,2000s,2001-08-01 to 2005-08-01,2001-08-01,2005-08-01,52.0320116,5.5637767
03JY04,D,VSTZ,Calvijn College voor Reformatorisch Vmbo Havo Vwo,Coxstraat 9.0 ,4421DC,KAPELLE,Zeeland,Closed,Secondary Branch Location,4.0,2000s,2000s,2001-08-01 to 2005-08-01,2001-08-01,2005-08-01,51.4883348,3.9585422
02LG04,D,VSTZ,RK Scholengemeenschap St Antoniuscollege voor Lyc Havo Mavo Vbo Lwoo,Nansenstraat 40.0 ,2806HM,GOUDA,Zuid-Holland,Closed,Secondary Branch Location,4.2,2000s,2000s,2001-08-01 to 2005-10-24,2001-08-01,2005-10-24,52.01221280000001,4.7249561
02LG05,D,VSTZ,RK Scholengemeenschap St Antoniuscollege voor Lyc Havo Mavo Vbo Lwoo,Willem en Marialaan 1.0 ,2805AR,GOUDA,Zuid-Holland,Closed,Secondary Branch Location,4.2,2000s,2000s,2001-08-01 to 2005-10-24,2001-08-01,2005-10-24,52.0186717,4.7154922
04OY05,D,VSTZ,Carmel College Salland SGM voor Lyc Havo Mavo Vbo Lwoo Pro,Burg Kerssemakersstraat 9.0 ,8101AL,RAALTE,Overijssel,Closed,Secondary Branch Location,6.0,2000s,2000s,2001-08-01 to 2007-08-01,2001-08-01,2007-08-01,52.3865504,6.2708248
02VC05,D,VSTZ,Comenius Christelijke Scholengemeenschap voor Atheneum Havo Mavo Vbo Lwoo,Schieringerweg 30.0 ,8924CW,LEEUWARDEN,Friesland,Closed,Secondary Branch Location,8.0,2000s,2000s,2001-08-01 to 2009-08-01,2001-08-01,2009-08-01,53.2093211,5.8245787
02VA05,D,VSTZ,Stichting christelijke school voor voortgezet onderwijs Hoogeveen,Lomanlaan 123.0 ,7906HW,HOOGEVEEN,Drenthe,Closed,Secondary Branch Location,10.0,2000s,2010s,2001-08-01 to 2011-08-01,2001-08-01,2011-08-01,52.71393029999999,6.4822074
27LL,U,VOS,Islamitisch College Amsterdam,Jacob Geelstraat 38.0 ,1065VT,AMSTERDAM,Noord-Holland,Closed,Regular Secondary School,10.0,2000s,2010s,2001-08-01 to 2011-08-01,2001-08-01,2011-08-01,52.36129,4.8310432
17AA02,D,VSTZ,De Driemark Gemeentelijke Scholengemeenschap voor Vwo Havo Vmbo,Wielewaalstraat 2.0 ,7102HB,WINTERSWIJK,Gelderland,Closed,Secondary Branch Location,11.0,2000s,2010s,2001-08-01 to 2012-08-01,2001-08-01,2012-08-01,51.9701276,6.7046791
17AA02,D,VSTZ,De Driemark Gemeentelijke Scholengemeenschap voor Vwo Havo Vmbo,Jan Stienstraweg 1.0 ,7101DM,WINTERSWIJK,Gelderland,Closed,Secondary Branch Location,11.0,2000s,2010s,2001-08-01 to 2012-08-01,2001-08-01,2012-08-01,51.9734635,6.7162263
02VA04,D,VSTZ,Stichting christelijke school voor voortgezet onderwijs Hoogeveen,Nicolaas Beetsstraat 3.0 ,7901KH,HOOGEVEEN,Drenthe,Closed,Secondary Branch Location,16.0,2000s,2010s,2001-08-01 to 2017-08-01,2001-08-01,2017-08-01,52.7221412,6.4760101
07MZ01,D,VSTZ,Protestants Christelijke School voor Praktijkonderwijs De Poort,Landrepad 7.0 ,2551CT,'S-GRAVENHAGE,Zuid-Holland,Closed,Secondary Branch Location,22.0,2000s,2020s,2001-08-01 to 2023-08-01,2001-08-01,2023-08-01,52.0598039,4.2287764
00DI04,D,VSTZ,Regionale Scholengemeenschap De Borgen,Schoolstraat 1.0 ,9301KB,RODEN,Drenthe,Active,Secondary Branch Location,23.5,2000s,,2001-08-01 to Present,2001-08-01,,53.1950146,5.9989024
00DI04,D,VSTZ,R.S.G. de Borgen,Burchtlaan 2.0 ,9301TJ,RODEN,Drenthe,Active,Secondary Branch Location,23.5,2000s,,2001-08-01 to Present,2001-08-01,,53.14153409999999,6.412541099999999
16TS03,D,VSTS,Vrije School Noord-Holland,Loudelsweg 38.0 ,1861TG,BERGEN NH,Noord-Holland,Active,Secondary Technical School,23.5,2000s,,2001-08-01 to Present,2001-08-01,,52.66515219999999,4.703436600000001
19IW05,D,VSTZ,Openbare Scholengemeenschap Hoogeveen,Wolfsbosstraat 7.0 ,7905BZ,HOOGEVEEN,Drenthe,Active,Secondary Branch Location,23.5,2000s,,2001-08-01 to Present,2001-08-01,,52.71957020000001,6.4921538
23HC02,D,VSTZ,RSG Lingercollege,Rozenstraat 44.0 ,4001DW,TIEL,Gelderland,Active,Secondary Branch Location,23.5,2000s,,2001-08-01 to Present,2001-08-01,,51.8840379,5.4209416
23VL02,D,VSTS,Scholengemeenschap Pieter Zandt voor Lyceum Havo Mavo Vbo Lwoo,Nink 2.0 ,8321AG,URK,Flevoland,Active,Secondary Technical School,23.5,2000s,,2001-08-01 to Present,2001-08-01,,52.2304454,6.0957364
23VL02,D,VSTS,Scholengemeenschap Pieter Zandt voor Lyceum Havo Mavo Vbo Lwoo,Vlechttuinen 6.0 ,8322BA,URK,Flevoland,Active,Secondary Technical School,23.5,2000s,,2001-08-01 to Present,2001-08-01,,52.66283550000001,5.6277345
26JR01,D,VSTZ,Joannesschool voor Praktijkonderwijs,Dorpsstraat 10.0 ,6681BN,BEMMEL,Gelderland,Active,Secondary Branch Location,23.5,2000s,,2001-08-01 to Present,2001-08-01,,51.89387259999999,5.901542
26JR01,D,VSTZ,Joannesschool voor Praktijkonderwijs,Sportlaan 1.0 K,6681CD,BEMMEL,Gelderland,Active,Secondary Branch Location,23.5,2000s,,2001-08-01 to Present,2001-08-01,,51.8871584,5.906401499999999
27MD,U,VOS,Kennemer College,Bullerlaan 2.0 ,1945SR,BEVERWIJK,Noord-Holland,Active,Regular Secondary School,23.5,2000s,,2001-08-01 to Present,2001-08-01,,52.4937471,4.6608634
25CM09,D,VSTZ,Christelijke Scholengemeenschap Liudger voor Lyceum Havo Mavo Vbo Lwoo,De Ring 2.0 ,9202NW,DRACHTEN,Friesland,Closed,Secondary Branch Location,1.0,2000s,2000s,2000-08-01 to 2001-08-01,2000-08-01,2001-08-01,52.3783039,4.8545416
25GE05,D,VSTZ,Christelijke Scholengemeenschap Het Streek voor Lyceum Havo Mavo Vbo Lwoo,Oranjelaan 7.0 ,6717JH,EDE,Gelderland,Closed,Secondary Branch Location,2.0,2000s,2000s,2000-08-01 to 2002-08-01,2000-08-01,2002-08-01,52.02688029999999,5.6693484
26MD01,D,VSTZ,Pronova,Varsseveldseweg 47.0 ,7131BH,LICHTENVOORDE,Gelderland,Closed,Secondary Branch Location,2.0,2000s,2000s,2000-08-01 to 2002-08-01,2000-08-01,2002-08-01,51.9841978,6.55753
26MD01,D,VSTZ,Pronova,Frans ten Boschstraat 5.0 ,7131ZW,LICHTENVOORDE,Gelderland,Closed,Secondary Branch Location,2.0,2000s,2000s,2000-08-01 to 2002-08-01,2000-08-01,2002-08-01,51.9842378,6.5598545
05FJ04,D,VSTZ,Emmacollege Scholengemeenschap voor Havo Mavo Vbo Lwoo,De Insel 21.0 ,6442AJ,BRUNSSUM,Limburg,Closed,Secondary Branch Location,3.0,2000s,2000s,2000-08-01 to 2003-08-01,2000-08-01,2003-08-01,50.949851,5.9815065
26MD02,D,VSTZ,Pronova,Frankenstraat 1.0 ,7122ZS,AALTEN,Gelderland,Closed,Secondary Branch Location,4.0,2000s,2000s,2000-08-01 to 2004-08-01,2000-08-01,2004-08-01,51.93067809999999,6.5767596
02XJ04,D,VSTZ,Reggesteijn Christelijke Scholengemeenschap voor Atheneum Havo Mavo Vbo Lwoo,Wierdensestraat 64.0 ,7461BJ,RIJSSEN,Overijssel,Closed,Secondary Branch Location,5.0,2000s,2000s,2000-08-01 to 2005-08-01,2000-08-01,2005-08-01,52.3099065,6.5246175
02FO01,D,VSTZ,Christelijke Technische School voor Vbo en Lwoo Christiaan Huygens,Lijsterhof 1.0 ,3772AA,BARNEVELD,Gelderland,Closed,Secondary Branch Location,11.0,2000s,2010s,2000-08-01 to 2011-08-01,2000-08-01,2011-08-01,52.1331107,5.5854422
25LW42,D,VSTS,ROC Noorderpoortcollege,Engelandlaan 1.0 ,9501AR,STADSKANAAL,Groningen,Closed,Secondary Technical School,14.0,2000s,2010s,2000-08-01 to 2014-08-01,2000-08-01,2014-08-01,52.9907601,6.9540161
25LW43,D,VSTS,ROC Noorderpoortcollege,Nijverheidslaan 1.0 ,9581EJ,MUSSELKANAAL,Groningen,Closed,Secondary Technical School,15.0,2000s,2010s,2000-08-01 to 2015-08-01,2000-08-01,2015-08-01,52.9279514,7.0212254
19XH02,D,VSTS,Carmelcollege,Middingstraat 1.0 ,5371EJ,RAVENSTEIN,Noord-Brabant,Closed,Secondary Technical School,17.7,2000s,2010s,2000-08-01 to 2018-04-01,2000-08-01,2018-04-01,51.7916527,5.652542299999999
06XL03,D,VSTZ,Markland College Katholieke Scholengemeenschap voor Atheneum Havo Mavo Vbo Lwoo,Mauritsweg 20.0 ,4791JL,KLUNDERT,Noord-Brabant,Closed,Secondary Branch Location,19.0,2000s,2010s,2000-08-01 to 2019-08-01,2000-08-01,2019-08-01,51.6635723,4.5290392
06XL03,D,VSTZ,Markland College Katholieke Scholengemeenschap voor Atheneum Havo Mavo Vbo Lwoo,'t Ravelijn 40.0 A,4791KC,KLUNDERT,Noord-Brabant,Closed,Secondary Branch Location,19.0,2000s,2010s,2000-08-01 to 2019-08-01,2000-08-01,2019-08-01,51.6606892,4.5259217
00CB01,D,VSTS,Scholengemeenschap voor Voortgezet Vrije Schoolonderwijs,Socrateslaan 24.0 ,3707GL,ZEIST,Utrecht,Active,Secondary Technical School,24.5,2000s,,2000-08-01 to Present,2000-08-01,,52.0994342,5.259213799999999
00CB02,D,VSTS,Scholengemeenschap voor Voortgezet Vrije Schoolonderwijs,Woenselsestraat 316.0 ,5623EG,EINDHOVEN,Noord-Brabant,Active,Secondary Technical School,24.5,2000s,,2000-08-01 to Present,2000-08-01,,51.4632307,5.472798800000001
00CB02,D,VSTS,Scholengemeenschap voor Voortgezet Vrije Schoolonderwijs,Sterrenlaan 16.0 ,5631KA,EINDHOVEN,Noord-Brabant,Active,Secondary Technical School,24.5,2000s,,2000-08-01 to Present,2000-08-01,,51.4666029,5.4990111
00DI03,D,VSTS,Regionale Scholengemeenschap De Borgen,Kersenlaan 16.0 ,9861CR,GROOTEGAST,Groningen,Active,Secondary Technical School,24.5,2000s,,2000-08-01 to Present,2000-08-01,,53.2107422,6.2732964
02EA05,D,VSTZ,Chr SGM op Ref Grondsl v Lyc Havo Mavo Vbo Lwoo,Clematislaan 2.0 ,2803AG,GOUDA,Zuid-Holland,Active,Secondary Branch Location,24.5,2000s,,2000-08-01 to Present,2000-08-01,,52.0274301,4.7014124
02EA05,D,VSTZ,Chr SGM op Ref Grondsl v Lyc Havo Mavo Vbo Lwoo,Ronsseplein 4.0 ,2803ZV,GOUDA,Zuid-Holland,Active,Secondary Branch Location,24.5,2000s,,2000-08-01 to Present,2000-08-01,,52.0198933,4.700978699999999
02UV10,D,VSTZ,Gereformeerde Scholengemeenschap voor Lyceum Havo Mavo Vbo Lwoo,Koperstraat 4.0 ,9743RW,GRONINGEN,Groningen,Active,Secondary Branch Location,24.5,2000s,,2000-08-01 to Present,2000-08-01,,53.2217168,6.5293795
02UV10,D,VSTZ,Gereformeerde Scholengemeenschap voor Lyceum Havo Mavo Vbo Lwoo,Lavendelweg 7.0 ,9731HR,GRONINGEN,Groningen,Active,Secondary Branch Location,24.5,2000s,,2000-08-01 to Present,2000-08-01,,53.23488,6.6000328
03FO04,D,VSTZ,PC Voortgezet Ond Groep V Lyc Havo Mavo Vbo Lwoo,Graaf Florislaan 2.0 ,1405BT,BUSSUM,Noord-Holland,Active,Secondary Branch Location,24.5,2000s,,2000-08-01 to Present,2000-08-01,,52.2798682,5.1521281
05AV03,D,VSTS,Twents Carmel College voor Lyceum Atheneum Havo Mavo Vbo Lwoo,Oranjestraat 2.0 ,7581EX,LOSSER,Overijssel,Active,Secondary Technical School,24.5,2000s,,2000-08-01 to Present,2000-08-01,,52.258152,7.010274399999999
