NR_ADMINISTRATIE,CODE_FUNCTIE,CODE_SOORT,NAAM_VOLLEDIG,full_address,POSTCODE_VEST,NAAM_PLAATS_VEST,PROVINCIE_VEST,location_status,facility_type,years_of_operation,decade_opened,decade_closed,operation_period,DT_IN_BEDRIJF,DT_UIT_BEDRIJF,latitude,longitude
03KN,U,VOS,Rk Sgm Pius X Voor Ath Havo Mavo Vbo Ivbo,Tuinstraat 1.0 ,5531GK,BLADEL,Noord-Brabant,Active,Regular Secondary School,49.5,1970s,,1975-08-01 to Present,1975-08-01,,51.3720524,5.2303327
03KN,U,VOS,Rooms Katholieke Scholengemeenschap Pius X voor Atheneum Havo Mavo Vbo Pro Lwoo,Tuinstraat 3.0 ,5531GK,BLADEL,Noord-Brabant,Active,Regular Secondary School,49.5,1970s,,1975-08-01 to Present,1975-08-01,,51.3723308,5.2301163
03RU,U,VOS,Herbert Vissers College Christelijke Scholengemeenschap voor Lyceu Havo Mavo Vbo,Beurtschipper 200.0 ,2152LG,NIEUW-VENNEP,Noord-Holland,Active,Regular Secondary School,49.5,1970s,,1975-08-01 to Present,1975-08-01,,52.2718327,4.633655
03WO,U,VOS,Van Lodenstein Sgm V Lyc Havo Mavo Vbo Ivbo,Utrechtseweg 228.0 ,3818ET,AMERSFOORT,Utrecht,Active,Regular Secondary School,49.5,1970s,,1975-08-01 to Present,1975-08-01,,52.1367066,5.3510928
03WO01,D,VSTS,Van Lodenstein Sgm V Lyc Havo Mavo Vbo Ivbo,Zuiderinslag 1.0 ,3871MR,HOEVELAKEN,Gelderland,Active,Secondary Technical School,49.5,1970s,,1975-08-01 to Present,1975-08-01,,52.1694281,5.4482273
03XM,U,VOS,Christelijke Scholengemeenschap Dingstede voor Mavo Havo en Atheneum,Gerard Doustraat 13.0 ,7944HD,MEPPEL,Drenthe,Active,Regular Secondary School,49.5,1970s,,1975-08-01 to Present,1975-08-01,,52.68906339999999,6.1825777
04IX,U,VOS,F Kalsbeeksgm V Chr Ath Havo Mavo Vbo Ivbo,Jozef Israelslaan 56.0 ,3443CT,WOERDEN,Utrecht,Active,Regular Secondary School,49.5,1970s,,1975-08-01 to Present,1975-08-01,,52.09169470000001,4.8704917
04OY,U,VOS,Florens Radewyns Coll Sgs V Lyc En Havo,Hofstedelaan 4.0 ,8101AH,RAALTE,Overijssel,Active,Regular Secondary School,49.5,1970s,,1975-08-01 to Present,1975-08-01,,52.39083669999999,6.2661375
04OY,U,VOS,Carmel College Salland SGM voor Lyc Havo Mavo Vbo Lwoo Pro,Zwolsestraat 57.0 ,8101AB,RAALTE,Overijssel,Active,Regular Secondary School,49.5,1970s,,1975-08-01 to Present,1975-08-01,,52.3925056,6.2678864
04OY,U,VOS,Carmel College Salland Katholieke Scholengemeenschap,Florens Radewijnsstraat 6.0 ,8101BW,RAALTE,Overijssel,Active,Regular Secondary School,49.5,1970s,,1975-08-01 to Present,1975-08-01,,52.3916991,6.2664609
05FB,U,VOS,Sgm Het Assink Voor Ath Havo Mavo Vbo Ivbo,Van Brakelstraat 1.0 ,7482VV,HAAKSBERGEN,Overijssel,Active,Regular Secondary School,49.5,1970s,,1975-08-01 to Present,1975-08-01,,52.1612598,6.7412036
05FB,U,VOS,Het Assink Lyceum voor Lyceum Havo Mavo Vbo Lwoo,Bouwmeester 10.0 ,7481LP,HAAKSBERGEN,Overijssel,Active,Regular Secondary School,49.5,1970s,,1975-08-01 to Present,1975-08-01,,52.158555,6.740282
05FB01,D,VSTS,Sgm Het Assink Voor Ath Havo Mavo Vbo Ivbo,Rekkenseweg 1.0 ,7152AA,EIBERGEN,Gelderland,Active,Secondary Technical School,49.5,1970s,,1975-08-01 to Present,1975-08-01,,52.09777039999999,6.654870499999999
05FF,U,VOS,Olympuscollege PC RK SGM voor Lyceum Havo Mavo,Olympus 11.0 ,6832EL,ARNHEM,Gelderland,Active,Regular Secondary School,49.5,1970s,,1975-08-01 to Present,1975-08-01,,51.9634422,5.9029131
05PL,U,VOS,Ds. Pierson College voor Mavo Havo Atheneum,Geraert ter Borchstraat 1.0 ,5212CZ,'S-HERTOGENBOSCH,Noord-Brabant,Active,Regular Secondary School,49.5,1970s,,1975-08-01 to Present,1975-08-01,,51.6994543,5.3181615
07MU,U,VOS,Rodenborchcollege Rk Sgm V Ath Havo Mavo,T.M. Kortenhorstlaan 4.0 ,5244GD,ROSMALEN,Noord-Brabant,Active,Regular Secondary School,49.5,1970s,,1975-08-01 to Present,1975-08-01,,51.71472850000001,5.371827199999999
07MU,U,VOS,Rodenborch-College voor Atheneum Havo Mavo,Rietpad 4.0 ,5245PE,ROSMALEN,Noord-Brabant,Active,Regular Secondary School,49.5,1970s,,1975-08-01 to Present,1975-08-01,,52.4463996,5.8498055
08LP,U,VOS,Isendoorn College voor Mavo Havo en Atheneum,Lage Weide 1.0 ,7231NN,WARNSVELD,Gelderland,Active,Regular Secondary School,49.5,1970s,,1975-08-01 to Present,1975-08-01,,52.1354965,6.2238358
10AN,U,VOS,Scala College voor Atheneum Havo Mavo Vbo,Diamantstraat 31.0 ,2403AS,ALPHEN AAN DEN RIJN,Zuid-Holland,Active,Regular Secondary School,49.5,1970s,,1975-08-01 to Present,1975-08-01,,52.1424921,4.6789992
10AN,U,VOS,Scala College voor Atheneum Havo Vmbo-Loot,Kees Mustersstraat 6.0 ,2406LK,ALPHEN AAN DEN RIJN,Zuid-Holland,Active,Regular Secondary School,49.5,1970s,,1975-08-01 to Present,1975-08-01,,52.1390622,4.6718058
20BK,U,VOS,Opb Sted Coll Eindhoven V Ath Havo Mavo Vbo Ivbo,Henegouwenlaan 2.0 ,5628WK,EINDHOVEN,Noord-Brabant,Active,Regular Secondary School,49.5,1970s,,1975-08-01 to Present,1975-08-01,,51.4835788,5.4865296
20BK,U,VOS,Openbaar Stedelijk College Eindhoven voor Atheneum Havo Mavo Vbo Lwoo,Henegouwenlaan 2.0 -2A,5628WK,EINDHOVEN,Noord-Brabant,Active,Regular Secondary School,49.5,1970s,,1975-08-01 to Present,1975-08-01,,51.4835788,5.4865296
15JM,U,VOS,Stedelyk Gymnasium,Homeruslaan 40.0 ,3581MJ,UTRECHT,Utrecht,Active,Regular Secondary School,50.1,1970s,,1974-12-14 to Present,1974-12-14,,52.08621280000001,5.1360386
17UW,U,VOS,SGM DE WELLINGE,Kruisweg 2.0 ,4335CT,MIDDELBURG,Zeeland,Closed,Regular Secondary School,23.0,1970s,1990s,1974-08-01 to 1997-08-01,1974-08-01,1997-08-01,51.4915053,3.5952556
00ZV03,D,VSTS,Lauwers College Chr Sgm Voor Ath Havo Mavo Vbo,Prof Wiersmalaan 2.0 ,9843EH,GRIJPSKERK,Groningen,Closed,Secondary Technical School,24.3,1970s,1990s,1974-08-01 to 1998-11-01,1974-08-01,1998-11-01,53.2614707,6.305172799999999
14FL,U,VOS,Mavo Ten Strijen,Kruidenlaan 19.0 ,4907AA,OOSTERHOUT NB,Noord-Brabant,Closed,Regular Secondary School,25.0,1970s,1990s,1974-08-01 to 1999-08-01,1974-08-01,1999-08-01,51.6549667,4.8730122
14FL,U,VOS,Mavo Ten Strijen,Stadhouderslaan 14.0 ,4902AN,OOSTERHOUT NB,Noord-Brabant,Closed,Regular Secondary School,25.0,1970s,1990s,1974-08-01 to 1999-08-01,1974-08-01,1999-08-01,51.6405526,4.8527882
19IS,U,VOS,Samenw Scholengemeenschap Maascollege voor Ath Havo Mavo Vbo Lwoo,Kastanjedal 2.0 ,3142AP,MAASSLUIS,Zuid-Holland,Closed,Regular Secondary School,28.0,1970s,2000s,1974-08-01 to 2002-08-01,1974-08-01,2002-08-01,51.930443,4.2534868
00VY,U,VOS,Cals College Roomskatholiek Scholengemeenschap voor Lyceum Havo Mavo Vbo,Vreeswijksestraatweg 6.0 A,3432NA,NIEUWEGEIN,Utrecht,Active,Regular Secondary School,50.5,1970s,,1974-08-01 to Present,1974-08-01,,52.0278863,5.0943418
00WD,U,VOS,Sgm Panta Rhei V Mavo Lhno Ihno Leao Lto Ito,Duindoornlaan 1.0 ,1185ED,AMSTELVEEN,Noord-Holland,Active,Regular Secondary School,50.5,1970s,,1974-08-01 to Present,1974-08-01,,52.2948175,4.8581816
00WD,U,VOS,Scholengemeenschap Panta Rhei voor Mavo Vbo Lwoo,Pandora 1.0 ,1183KK,AMSTELVEEN,Noord-Holland,Active,Regular Secondary School,50.5,1970s,,1974-08-01 to Present,1974-08-01,,50.90235850000001,6.024568599999999
00WH,U,VOS,Gomarusschool voor Mavo Havo,Hoefslag 11.0 ,4205NK,GORINCHEM,Zuid-Holland,Active,Regular Secondary School,50.5,1970s,,1974-08-01 to Present,1974-08-01,,51.84814309999999,4.9688081
00WI,U,VOS,Fed Chr Vo Ermelo Voor Ath Havo Mavo Vbo,Paul Krugerweg 50.0 ,3851ZJ,ERMELO,Gelderland,Active,Regular Secondary School,50.5,1970s,,1974-08-01 to Present,1974-08-01,,52.2889042,5.6210051
00WI,U,VOS,Christelijk College Groevenbeek,Paul Krugerweg 44.0 -50,3851ZJ,ERMELO,Gelderland,Active,Regular Secondary School,50.5,1970s,,1974-08-01 to Present,1974-08-01,,52.28959159999999,5.621142
00ZV,U,VOS,Lauwers College Christelijk Scholengemeenschap voor Atheneum Havo Mavo Vbo,De Hoefslag 40.0 ,9285RV,BUITENPOST,Friesland,Active,Regular Secondary School,50.5,1970s,,1974-08-01 to Present,1974-08-01,,53.250041,6.1548988
00ZV05,D,VSTS,Lauwers College Christelijk Scholengemeenschap voor Atheneum Havo Mavo Vbo,Reitsema Burchtstraat 4.0 ,9843BG,GRIJPSKERK,Groningen,Active,Secondary Technical School,50.5,1970s,,1974-08-01 to Present,1974-08-01,,53.2612555,6.3073562
01XL,U,VOS,Strabrechtcollege Scholengemeenschap voor LYC HAVO MAVO,Grote Bos 2.0 ,5666AZ,GELDROP,Noord-Brabant,Active,Regular Secondary School,50.5,1970s,,1974-08-01 to Present,1974-08-01,,51.4270441,5.5759669
16OX,U,VOS,Rooms Katholieke Scholengemeenschap Durendael voor Vbo Mavo Havo Vwo,Van Kemenadelaan 5.0 ,5061EE,OISTERWIJK,Noord-Brabant,Active,Regular Secondary School,50.5,1970s,,1974-08-01 to Present,1974-08-01,,51.5766698,5.1857649
17VS,U,VOS,Prof Dr S Greijdanus Sgm V Lyc Havo Mavo Vbo Ivbo,Campus 5.0 ,8017CB,ZWOLLE,Overijssel,Active,Regular Secondary School,50.5,1970s,,1974-08-01 to Present,1974-08-01,,51.32436999999999,3.4852461
17VS02,D,VSTS,Prof dr S Greijdanus College voor Vwo Havo Mavo Vbo Lwoo,Deppenbroekstraat 4.0 ,7523PB,ENSCHEDE,Overijssel,Active,Secondary Technical School,50.5,1970s,,1974-08-01 to Present,1974-08-01,,52.23813579999999,6.8976565
17VS03,D,VSTS,Prof dr S Greijdanus College voor Vwo Havo Mavo Vbo Lwoo,Burg Schuitestraat 7.0 A,7772BS,HARDENBERG,Overijssel,Active,Secondary Technical School,50.5,1970s,,1974-08-01 to Present,1974-08-01,,52.5703942,6.6253344
17VS04,D,VSTS,Prof dr S Greijdanus College voor Vwo Havo Mavo Vbo Lwoo,Schoolstraat 5.0 ,7941CA,MEPPEL,Drenthe,Active,Secondary Technical School,50.5,1970s,,1974-08-01 to Present,1974-08-01,,52.70081649999999,6.188312799999999
18CV,U,VOS,Martinuscoll Alg Chr Sgm V Lyc Havo Mavo Vbo Ivbo,De Aanloop 6.0 ,1613KW,GROOTEBROEK,Noord-Holland,Active,Regular Secondary School,50.5,1970s,,1974-08-01 to Present,1974-08-01,,52.69220869999999,5.2174584
18TR,U,VOS,Opb Sgm Gemini College V Ath Havo Mavo Vbo Ivbo,Reijerweg 249.0 ,2983AS,RIDDERKERK,Zuid-Holland,Active,Regular Secondary School,50.5,1970s,,1974-08-01 to Present,1974-08-01,,51.8807774,4.5989856
18TR,U,VOS,"Onderwijsgr. Zuid-Hollandse Waarden gymnasium, atheneum, havo, mavo, vmbo, lwoo",Prinses Margrietstraat 163.0 ,2983ED,RIDDERKERK,Zuid-Holland,Active,Regular Secondary School,50.5,1970s,,1974-08-01 to Present,1974-08-01,,51.8807116,4.5991765
18TR01,D,VSTS,Opb Sgm Gemini College V Ath Havo Mavo Vbo Ivbo,Nicolaas Beetsstraat 401.0 ,2941TN,LEKKERKERK,Zuid-Holland,Active,Secondary Technical School,50.5,1970s,,1974-08-01 to Present,1974-08-01,,51.895855,4.6804005
19IW,U,VOS,Openbare Scholengemeenschap voor Mavo Havo en Athcholengemeenschap,Valkenlaan 1.0 ,7905AA,HOOGEVEEN,Drenthe,Active,Regular Secondary School,50.5,1970s,,1974-08-01 to Present,1974-08-01,,52.718461,6.493754
19RX,U,VOS,Merlet Coll Land V Cuyk Lyc Havo Mavo Vbo Ivbo,Grotestraat 144.0 ,5431DM,CUIJK,Noord-Brabant,Active,Regular Secondary School,50.5,1970s,,1974-08-01 to Present,1974-08-01,,51.7217187,5.8864794
19RX,U,VOS,Merletcollege Lyc Havo Mavo Vbo Lwoo,Katwijkseweg 2.0 ,5431RX,CUIJK,Noord-Brabant,Active,Regular Secondary School,50.5,1970s,,1974-08-01 to Present,1974-08-01,,51.7377191,5.8799892
19RX02,D,VSTS,Merlet Coll Land V Cuyk Havo Mavo Vbo En Ivbo,Langenboomseweg 3.0 ,5451JH,MILL,Noord-Brabant,Active,Secondary Technical School,50.5,1970s,,1974-08-01 to Present,1974-08-01,,51.68505889999999,5.7750146
20BC,U,VOS,Oranje Nassau College Scholengemeenschap Ath Havo Mavo Vbo Lwoo,Parkdreef 282.0 ,2724EZ,ZOETERMEER,Zuid-Holland,Active,Regular Secondary School,50.5,1970s,,1974-08-01 to Present,1974-08-01,,52.0660659,4.5129312
20BH,U,VOS,Ijsselcollege Voor Ath Havo Mavo Vbo En Ivbo,Alkenlaan 83.0 ,2903EB,CAPELLE AAN DEN IJSSEL,Zuid-Holland,Active,Regular Secondary School,50.5,1970s,,1974-08-01 to Present,1974-08-01,,51.9314572,4.5950486
20FR,U,VOS,Penta College voor Christelijk V0 Lyc Havo Mavo Vbo Lwoo,Curieweg 25.0 ,3208KJ,SPIJKENISSE,Zuid-Holland,Active,Regular Secondary School,50.5,1970s,,1974-08-01 to Present,1974-08-01,,51.847693,4.3109301
20FR07,D,VSTS,Penta College V Chr Vo Lyc Havo Mavo Vbo Lwoo,Sparregat 1.0 ,3181AZ,ROZENBURG ZH,Zuid-Holland,Active,Secondary Technical School,50.5,1970s,,1974-08-01 to Present,1974-08-01,,51.9024584,4.2555689
20FR08,D,VSTS,Penta College voor Christelijk VO Lyc Havo Mavo Vbo Lwoo,Mgr Smitstraat 3.0 ,3232BN,BRIELLE,Zuid-Holland,Active,Secondary Technical School,50.5,1970s,,1974-08-01 to Present,1974-08-01,,51.89613139999999,4.1562636
20GD,U,VOS,Sgm Quiryn,Gershwinstraat 10.0 ,5012AR,TILBURG,Noord-Brabant,Active,Regular Secondary School,50.5,1970s,,1974-08-01 to Present,1974-08-01,,51.57725569999999,5.100224499999999
20GD,U,VOS,"Campus 013, katholieke scholengemeenschap voor vbo en mavo, lwoo",Stappegoorweg 185.0 ,5022DD,TILBURG,Noord-Brabant,Active,Regular Secondary School,50.5,1970s,,1974-08-01 to Present,1974-08-01,,51.54022759999999,5.0813064
20IS,U,VOS,Stella Maris College voor LYC HAVO MAVO VBO,Veeweg 2.0 ,6231RW,MEERSSEN,Limburg,Active,Regular Secondary School,50.5,1970s,,1974-08-01 to Present,1974-08-01,,51.9723145,6.7257887
20IS,U,VOS,Stella Maris College voor LYC HAVO MAVO VBO,Parallelweg 56.0 ,6231CJ,MEERSSEN,Limburg,Active,Regular Secondary School,50.5,1970s,,1974-08-01 to Present,1974-08-01,,50.8813271,5.7571541
20LL,U,VOS,Bouwens Vd Boye College Ath Havo Mavo Vbo Ivbo,Min. Calsstraat 10.0 ,5981VT,PANNINGEN,Limburg,Active,Regular Secondary School,50.5,1970s,,1974-08-01 to Present,1974-08-01,,51.3204393,5.979569
01BZ,U,VOS,Rooms Katholieke Scholengemeenschap voor Hno en Leao De Brug,Paterserf 6.0 ,4904AR,OOSTERHOUT NB,Noord-Brabant,Closed,Regular Secondary School,24.4,1970s,1990s,1974-03-20 to 1998-08-01,1974-03-20,1998-08-01,51.630541,4.857229999999999
00VR,U,VOS,Sintt Jozefschool voor Mavo,Willem de Zwijgerlaan 240.0 ,3136AX,VLAARDINGEN,Zuid-Holland,Active,Regular Secondary School,51.1,1970s,,1974-01-01 to Present,1974-01-01,,51.9278612,4.3428984
20HB,U,VOS,Scholengemeenschap voor Lyceum Havo Mavo Sint Maartenscollege,Noormannensingel 50.0 ,6224BW,MAASTRICHT,Limburg,Closed,Regular Secondary School,32.0,1970s,2000s,1973-08-01 to 2005-08-01,1973-08-01,2005-08-01,50.8506989,5.7079613
00UM,U,VOS,Erfgooierscollege Atheneum Havo Mavo,Gooierserf 122.0 ,1276KV,HUIZEN,Noord-Holland,Active,Regular Secondary School,51.5,1970s,,1973-08-01 to Present,1973-08-01,,52.2980779,5.2457611
00UM,U,VOS,Erfgooierscollege Atheneum Havo Mavo,Graaf Wichman 175.0 ,1276KD,HUIZEN,Noord-Holland,Active,Regular Secondary School,51.5,1970s,,1973-08-01 to Present,1973-08-01,,52.29786679999999,5.2442294
00XA,U,VOS,Han Fortmanncollege Voor Atheneum En Havo,Bevelandseweg 1.0 ,1703AZ,HEERHUGOWAARD,Noord-Holland,Active,Regular Secondary School,51.5,1970s,,1973-08-01 to Present,1973-08-01,,52.6678268,4.822155599999999
00XA,U,VOS,"Trinitas College RK scholengemeenschap voor ATHENEUM, HAVO, MAVO, VBO, LWOO",Beukenlaan 1.0 ,1701DA,HEERHUGOWAARD,Noord-Holland,Active,Regular Secondary School,51.5,1970s,,1973-08-01 to Present,1973-08-01,,52.66421039999999,4.8503654
20AE,U,VOS,Willem De Zwyger College voor Ath Havo Mavo en Vbo,Van Der Palmstraat 2.0 ,3351HA,PAPENDRECHT,Zuid-Holland,Active,Regular Secondary School,51.5,1970s,,1973-08-01 to Present,1973-08-01,,51.8327716,4.6840934
20AE01,D,VSTS,Willem De Zwyger College V Ath Havo Mavo En Vbo,Talmastraat 6.0 ,3371VG,HARDINXVELD-GIESSENDAM,Zuid-Holland,Active,Secondary Technical School,51.5,1970s,,1973-08-01 to Present,1973-08-01,,51.82581709999999,4.8337375
20AE01,D,VSTS,Willem De Zwyger College V Ath Havo Mavo En Vbo,Bellefleur 4.0 ,3371NA,HARDINXVELD-GIESSENDAM,Zuid-Holland,Active,Secondary Technical School,51.5,1970s,,1973-08-01 to Present,1973-08-01,,51.8275394,4.8163653
20AM,U,VOS,Farel College Christelijke Scholengemeenschap voor Ath Havo Mavo Vbo Lwoo,Kastanjelaan 50.0 ,2982CM,RIDDERKERK,Zuid-Holland,Active,Regular Secondary School,51.5,1970s,,1973-08-01 to Present,1973-08-01,,51.8770882,4.5881178
20KA,U,VOS,Groenewald Proosdyveld Sgm V Ath Havo Mavo Vbo,Kinskystraat 15.0 ,6171LX,STEIN,Limburg,Active,Regular Secondary School,52.1,1970s,,1973-01-01 to Present,1973-01-01,,50.9603304,5.777667999999999
00SF,U,VOS,BEATRIXSCH VR LHNO,Ruitenborghstraat 56.0 ,7721BE,DALFSEN,Overijssel,Closed,Regular Secondary School,16.6,1970s,1980s,1972-01-01 to 1988-08-01,1972-01-01,1988-08-01,52.5060458,6.2519376
02EA,U,VOS,Chr SGM op Ref Grondsl v Lyc Havo Mavo Vbo Lwoo,Ronsseplein 1.0 ,2803ZV,GOUDA,Zuid-Holland,Active,Regular Secondary School,53.1,1970s,,1972-01-01 to Present,1972-01-01,,52.0194448,4.7005777
02EA02,D,VSTS,Chr SGM op Ref Grondsl v Lyc Havo Mavo Vbo Lwoo,Berlagestraat 2.0 ,2941GC,LEKKERKERK,Zuid-Holland,Active,Secondary Technical School,53.1,1970s,,1972-01-01 to Present,1972-01-01,,51.9003069,4.6827089
19ET,U,VOS,Gemeentelijke Scholengemeenschap voor Mavo En Lhno T Schylger Jouw,Zuid Midslandweg 8.0 ,8891GH,MIDSLAND,Friesland,Active,Regular Secondary School,53.1,1970s,,1972-01-01 to Present,1972-01-01,,53.3810756,5.286730299999999
19ZX,U,VOS,Gemeentelijke Scholengemeenschaps voor Ath Havo Mavo Huygenwaard,Middenweg 76.0 ,1703RD,HEERHUGOWAARD,Noord-Holland,Active,Regular Secondary School,53.1,1970s,,1971-12-13 to Present,1971-12-13,,52.6628152,4.831065199999999
19ZX,U,VOS,Gemeentelijke Scholengemeenschaps voor Ath Havo Mavo Huygenwaard,Bergmolen 13.0 ,1703NX,HEERHUGOWAARD,Noord-Holland,Active,Regular Secondary School,53.1,1970s,,1971-12-13 to Present,1971-12-13,,52.6617037,4.8315825
19ZX,U,VOS,Huygens College Heerhugowaard voor vwo havo mavo en vbo,Middenweg 68.0 ,1703RD,HEERHUGOWAARD,Noord-Holland,Active,Regular Secondary School,53.1,1970s,,1971-12-13 to Present,1971-12-13,,52.66211029999999,4.832505299999999
17WR,U,VOS,Meander College Christelijke Scholengemeenschap voor Ath Havo En Mavo,Dobbe 60.0 ,8032JX,ZWOLLE,Overijssel,Closed,Regular Secondary School,27.0,1970s,1990s,1971-08-01 to 1998-08-01,1971-08-01,1998-08-01,52.5298847,6.1022123
03AQ,U,VOS,Open Sgm Bylmer Vath Havo Mavo Lhno Lto Leao,Gulden Kruis 5.0 ,1103BE,AMSTERDAM,Noord-Holland,Active,Regular Secondary School,53.5,1970s,,1971-08-01 to Present,1971-08-01,,52.3186399,4.9654341
17KF,U,VOS,Rk Sgm Hertog Jan V Mavo Leao Lavo Lmo,Edisonstraat 11.0 ,5223CD,'S-HERTOGENBOSCH,Noord-Brabant,Active,Regular Secondary School,53.5,1970s,,1971-08-01 to Present,1971-08-01,,51.6937053,5.2925832
20EY,U,VOS,Bertrand Russell College voor ATH HAVO MAVO VBO LWOO,Erasmusstraat 28.0 ,1561KD,KROMMENIE,Noord-Holland,Active,Regular Secondary School,53.5,1970s,,1971-08-01 to Present,1971-08-01,,52.4977807,4.7569836
00PJ,U,VOS,Erasmuscollege voor Vwo Havo en Mavo,Van Doornenplantsoen 31.0 ,2722ZA,ZOETERMEER,Zuid-Holland,Active,Regular Secondary School,53.8,1970s,,1971-03-23 to Present,1971-03-23,,52.06051960000001,4.5043266
00PG,U,VOS,Wartburg College Gereformeerde Scholengemeenschap voor Lyceum Havo Mavo Vbo Lwoo,Haastrechtstraat 25.0 ,3079DC,ROTTERDAM,Zuid-Holland,Active,Regular Secondary School,54.5,1970s,,1970-08-01 to Present,1970-08-01,,51.8805372,4.5371822
00PG,U,VOS,Wartburg College Gereformeerde Scholengemeenschap voor Lyceum Havo Mavo Vbo Lwoo,Smeetslandseweg 127.0 ,3079CR,ROTTERDAM,Zuid-Holland,Active,Regular Secondary School,54.5,1970s,,1970-08-01 to Present,1970-08-01,,51.8813356,4.5329481
00PG03,D,VSTS,Wartburg College Gereformeerde Scholengemeenschap voor Lyceum Havo Mavo Vbo Lwoo,Piccolo 50.0 ,3068HR,ROTTERDAM,Zuid-Holland,Active,Secondary Technical School,54.5,1970s,,1970-08-01 to Present,1970-08-01,,51.9614922,4.5604021
00PG03,D,VSTS,Wartburg College Gereformeerde Scholengemeenschap voor Lyceum Havo Mavo Vbo Lwoo,President Rooseveltweg 11.0 ,3068TR,ROTTERDAM,Zuid-Holland,Active,Secondary Technical School,54.5,1970s,,1970-08-01 to Present,1970-08-01,,51.961365,4.560570999999999
00PG04,D,VSTS,Wartburg College Gereformeerde Scholengemeenschap voor Lyceum Havo Mavo Vbo Lwoo,Maria Montessorilaan 3.0 ,3312KJ,DORDRECHT,Zuid-Holland,Active,Secondary Technical School,54.5,1970s,,1970-08-01 to Present,1970-08-01,,51.798992,4.678336499999999
00PG04,D,VSTS,Wartburg College Gereformeerde Scholengemeenschap voor Lyceum Havo Mavo Vbo Lwoo,Prof. Waterinklaan 41.0 ,3312KM,DORDRECHT,Zuid-Holland,Active,Secondary Technical School,54.5,1970s,,1970-08-01 to Present,1970-08-01,,51.80120059999999,4.6795845
00XK,U,VOS,Veurs College Scholengemeenschap voor Atheneum Havo Mavo Vbo Lwoo,Burg Kolfschotenlaan 5.0 ,2262EZ,LEIDSCHENDAM,Zuid-Holland,Active,Regular Secondary School,54.5,1970s,,1970-08-01 to Present,1970-08-01,,52.09271140000001,4.3935586
16PE,U,VOS,Bisschoppelijk College Echt,Populierlaan 1.0 ,6101BA,ECHT,Limburg,Active,Regular Secondary School,54.5,1970s,,1970-08-01 to Present,1970-08-01,,51.1125751,5.870843799999999
02KM,U,VOS,Damiate College Protestants Christelijke Scholengemeenschap voor Mavo Vbo Lwoo,Berlagelaan 1.0 ,2033XS,HAARLEM,Noord-Holland,Active,Regular Secondary School,55.1,1970s,,1970-01-01 to Present,1970-01-01,,52.380882,4.6621467
02KM,U,VOS,Damiate College Protestants Christelijke Scholengemeenschap voor Mavo Vbo Lwoo,Floris van Adrichemlaan 1.0 ,2035VB,HAARLEM,Noord-Holland,Active,Regular Secondary School,55.1,1970s,,1970-01-01 to Present,1970-01-01,,52.3648707,4.656020499999999
16SK,U,VOS,Liemers College SGM voor LYC HAVO MAVO VBO LWOO,Heerenmaten 6.0 ,6904GZ,ZEVENAAR,Gelderland,Active,Regular Secondary School,55.5,1960s,,1969-08-01 to Present,1969-08-01,,51.93596340000001,6.0567445
16SK01,D,VSTS,Liemers College Scholengemeenschap voor LYC HAVO MAVO VBO LWOO,Dijksestraat 12.0 ,6942GC,DIDAM,Gelderland,Active,Secondary Technical School,55.5,1960s,,1969-08-01 to Present,1969-08-01,,51.9316407,6.1307806
18DQ,U,VOS,Sgm Lelystad V Ath Havo Mavo Lhno Ihno Lto Ito,Kofschip 1.0 ,8223EZ,LELYSTAD,Flevoland,Active,Regular Secondary School,55.5,1960s,,1969-08-01 to Present,1969-08-01,,52.5227351,5.4746983
18DQ,U,VOS,PORTEUM 1 voor Atheneum havo mavo vbo en lwoo,De Campus 11.0 ,8233GA,LELYSTAD,Flevoland,Active,Regular Secondary School,55.5,1960s,,1969-08-01 to Present,1969-08-01,,52.495584,5.479541999999999
15HX,U,VOS,Opb Sgm Thorbecke Voor Ath Havo Mavo Vbo,Romanohof 11.0 ,3066NT,ROTTERDAM,Zuid-Holland,Active,Regular Secondary School,56.1,1960s,,1969-01-01 to Present,1969-01-01,,51.9371192,4.555015399999999
15HX,U,VOS,Thorbecke Lyceum Vwo/Havo,Prinsenlaan 82.0 ,3066KA,ROTTERDAM,Zuid-Holland,Active,Regular Secondary School,56.1,1960s,,1969-01-01 to Present,1969-01-01,,51.93978569999999,4.5556225
00ND,U,VOS,EAO ST JORIS,Ruusbroeclaan 149.0 ,5702AW,HELMOND,Noord-Brabant,Closed,Regular Secondary School,29.0,1960s,1990s,1968-08-01 to 1997-08-01,1968-08-01,1997-08-01,51.4920256,5.670958400000001
00NR,U,VOS,RK MAVO SCH SALLAND,Monumentstraat 55.0 ,8102AK,RAALTE,Overijssel,Closed,Regular Secondary School,29.0,1960s,1990s,1968-08-01 to 1997-08-01,1968-08-01,1997-08-01,52.3901804,6.2716394
00RQ,U,VOS,Katholiek Mavo Amstelhoven,Olmenlaan 4.0 ,1185KH,AMSTELVEEN,Noord-Holland,Closed,Regular Secondary School,34.0,1960s,2000s,1968-08-01 to 2002-08-01,1968-08-01,2002-08-01,52.2950992,4.851036199999999
16TZ,U,VOS,Sgs V Ath Havo En Mavo St Ant Doctor College,Mgr.van Gilsstraat 2.0 ,6461VG,KERKRADE,Limburg,Closed,Regular Secondary School,40.0,1960s,2000s,1968-08-01 to 2008-08-01,1968-08-01,2008-08-01,50.8668455,6.0738672
