NR_ADMINISTRATIE,CODE_FUNCTIE,CODE_SOORT,NAAM_VOLLEDIG,full_address,postcode_cleaned,house_number,latitude,longitude,POSTCODE_VEST,NAAM_PLAATS_VEST,PROVINCIE_VEST,location_status,facility_type,years_of_operation,decade_opened,decade_closed,operation_period,DT_IN_BEDRIJF,DT_UIT_BEDRIJF,CODE_STAND_RECORD
20AJ,U,VOS,Stedelijk Gymnasium,Kooikersweg 7.0 ,5223ke,7,51.6929506,5.2774945,5223KE,'S-HERTOGENBOSCH,Noord-Brabant,Active,Regular Secondary School,125.0,1900s,,1900-01-01 to Present,1900-01-01,,H
23FY,U,VOS,Frederik Hendrik College voor ATH HAVO MAVO VBO LWOO,Kooikersweg 9.0 ,5223ke,9,51.69309399999999,5.2772291,5223KE,'S-HERTOGENBOSCH,Noord-Brabant,Active,Regular Secondary School,35.5,1980s,,1989-08-01 to Present,1989-08-01,,H
17MA,U,PROS,Rooms Katholieke School voor Voortgezet Speciaal Onderwijs Mlk De Ryzert,Rijzertlaan 244.0 ,5223jr,244,51.6931259,5.2665479,5223JR,'S-HERTOGENBOSCH,Noord-Brabant,Active,Practical Education,38.5,1980s,,1986-08-01 to Present,1986-08-01,,H
17KF,U,VOS,Rk Sgm Hertog Jan V Mavo Leao Lavo Lmo,Edisonstraat 11.0 ,5223cd,11,51.6937053,5.2925832,5223CD,'S-HERTOGENBOSCH,Noord-Brabant,Active,Regular Secondary School,53.5,1970s,,1971-08-01 to Present,1971-08-01,,H
16OE,U,VOS,JULIANASCH VR MAVO,Meidoornstraat 5.0 ,4941kx,5,51.6966967,4.8814142,4941KX,RAAMSDONKSVEER,Noord-Brabant,Closed,Regular Secondary School,95.6,1900s,1990s,1900-01-01 to 1995-08-01,1900-01-01,1995-08-01,H
31TU,U,VOS,Democratisch Onderwijs De Tijd en Ruimte,Jan Olieslagersstraat 3.0 ,5224bd,3,51.6976622,5.2648464,5224BD,'S-HERTOGENBOSCH,Noord-Brabant,Active,Regular Secondary School,5.0,2020s,,2020-02-01 to Present,2020-02-01,,H
05PL,U,VOS,Ds. Pierson College voor Mavo Havo Atheneum,Geraert ter Borchstraat 1.0 ,5212cz,1,51.6994543,5.3181615,5212CZ,'S-HERTOGENBOSCH,Noord-Brabant,Active,Regular Secondary School,49.5,1970s,,1975-08-01 to Present,1975-08-01,,H
01GV,U,VOS,Mavoschool Sancta Maria,Aartshertogenlaan 108.0 ,5212cm,108,51.6995248,5.308233,5212CM,'S-HERTOGENBOSCH,Noord-Brabant,Closed,Regular Secondary School,124.6,1900s,2020s,1900-01-01 to 2024-08-01,1900-01-01,2024-08-01,H
17MA,U,PROS,"De Rijzert, school voor Praktijkonderwijs",Hedikhuizerweg 3.0 ,5222bc,3,51.7009347,5.268878099999999,5222BC,'S-HERTOGENBOSCH,Noord-Brabant,Active,Practical Education,38.5,1980s,,1986-08-01 to Present,1986-08-01,,H
17KF,U,VOS,Hervion College voor MAVO VBO,Hervensebaan 5.0 ,5232jl,5,51.7021837,5.3231245,5232JL,'S-HERTOGENBOSCH,Noord-Brabant,Active,Regular Secondary School,53.5,1970s,,1971-08-01 to Present,1971-08-01,,H
01IW,U,VOS,Dongemond College voor Atheneum Havo Mavo Vbo,Collegeweg 1.0 ,4942vc,1,51.7036308,4.8709261,4942VC,RAAMSDONKSVEER,Noord-Brabant,Active,Regular Secondary School,48.5,1970s,,1976-08-01 to Present,1976-08-01,,H
20SY,U,VOS,Jeroen Bosch College Scholengemeenschap voor Vwo Havo en Mavo,Rompertsebaan 63.0 ,5231gt,63,51.7092767,5.3141567,5231GT,'S-HERTOGENBOSCH,Noord-Brabant,Closed,Regular Secondary School,104.6,1910s,2020s,1918-01-09 to 2022-08-01,1918-01-09,2022-08-01,H
07MU,U,VOS,Rodenborchcollege Rk Sgm V Ath Havo Mavo,T.M. Kortenhorstlaan 4.0 ,5244gd,4,51.71472850000001,5.371827199999999,5244GD,ROSMALEN,Noord-Brabant,Active,Regular Secondary School,49.5,1970s,,1975-08-01 to Present,1975-08-01,,H
19RX,U,VOS,Merlet Coll Land V Cuyk Lyc Havo Mavo Vbo Ivbo,Grotestraat 144.0 ,5431dm,144,51.7217187,5.8864794,5431DM,CUIJK,Noord-Brabant,Active,Regular Secondary School,50.5,1970s,,1974-08-01 to Present,1974-08-01,,H
07MU,U,VOS,Rodenborch-College voor Atheneum Havo Mavo,Rietpad 4.0 ,5245pe,4,51.72523,5.351993999999999,5245PE,ROSMALEN,Noord-Brabant,Active,Regular Secondary School,49.5,1970s,,1975-08-01 to Present,1975-08-01,,A
17UT,U,VOS,Carmelcollege Heesch,Schoonstraat 34.0 ,5384ap,34,51.7313286,5.527408800000001,5384AP,HEESCH,Noord-Brabant,Closed,Regular Secondary School,100.6,1900s,2000s,1900-01-01 to 2000-08-01,1900-01-01,2000-08-01,H
15XV02,D,VSTS,Reg Sgm Hoeksche Waard Lyc Havo Mavo Vbo Ivbo,Buttervliet 2.0 ,3281lk,2,51.7374103,4.4375769,3281LK,NUMANSDORP,Zuid-Holland,Closed,Secondary Technical School,102.6,1900s,2000s,1900-01-01 to 2002-08-01,1900-01-01,2002-08-01,H
02XH,U,VOS,Christelijke School voor Mavo Over De Brug,Buttervliet 4.0 ,3281lk,4,51.7374575,4.4378654,3281LK,NUMANSDORP,Zuid-Holland,Closed,Regular Secondary School,98.6,1900s,1990s,1900-01-01 to 1998-08-01,1900-01-01,1998-08-01,H
19RX,U,VOS,Merletcollege Lyc Havo Mavo Vbo Lwoo,Katwijkseweg 2.0 ,5431rx,2,51.7377191,5.8799892,5431RX,CUIJK,Noord-Brabant,Active,Regular Secondary School,50.5,1970s,,1974-08-01 to Present,1974-08-01,,H
19XH07,D,VSTZ,Hooghuis Lyceum voor Lyceum Havo Mavo Vbo Lwoo,Staringstraat 4.0 ,5343gh,4,51.7497336,5.5150768,5343GH,OSS,Noord-Brabant,Closed,Secondary Branch Location,19.0,2000s,2020s,2002-08-01 to 2021-08-01,2002-08-01,2021-08-01,H
02IC,U,VOS,"Regionale s.g. Goeree-Overflakkee, afdeling vmbo, locatie Schoolstraat",Langeweg 111.0 ,3245kg,111,51.7515413,4.1591645,3245KG,SOMMELSDIJK,Zuid-Holland,Active,Regular Secondary School,125.0,1900s,,1900-01-01 to Present,1900-01-01,,H
04XK,U,VOS,Rk Sgm Trias College V Vbo En Ivbo,De Ruivert 5.0 ,5342cm,5,51.7530736,5.5305711,5342CM,OSS,Noord-Brabant,Closed,Regular Secondary School,24.0,1970s,2000s,1976-08-01 to 2000-08-01,1976-08-01,2000-08-01,H
23FX,U,VOS,Mondriaan College Openbare Scholengemeenschap voor Mavo Havo en Atheneum,Mondriaanlaan 1.0 ,5342cn,1,51.754209,5.5297,5342CN,OSS,Noord-Brabant,Closed,Regular Secondary School,26.0,1980s,2010s,1989-08-01 to 2015-08-01,1989-08-01,2015-08-01,H
03RB,U,VOS,Chr Sgm V Ath Havo Mavo Vbo Ivbo Prins Maurits,Koningin Julianaweg 57.0 ,3241xb,57,51.7544645,4.158752499999999,3241XB,MIDDELHARNIS,Zuid-Holland,Active,Regular Secondary School,46.5,1970s,,1978-08-01 to Present,1978-08-01,,H
15QW,U,VOS,Scholen Gemeenschap Goeree Overflakkee voor Mavo Havo Vwo Lhno,Burgemeester Mijslaan 5.0 ,3241xa,5,51.7561452,4.1624865,3241XA,MIDDELHARNIS,Zuid-Holland,Active,Regular Secondary School,125.0,1900s,,1900-01-01 to Present,1900-01-01,,H
15QW,U,VOS,Scholen Gemeenschap Goeree Overflakkee voor Mavo Havo Vwo Lhno,Koningin Julianaweg 54.0 ,3241xc,54,51.756181,4.1604547,3241XC,MIDDELHARNIS,Zuid-Holland,Active,Regular Secondary School,125.0,1900s,,1900-01-01 to Present,1900-01-01,,H
02IC,U,VOS,Lts W C Van As,Schoolstraat 11.0 ,3241ct,11,51.7593313,4.1612797,3241CT,MIDDELHARNIS,Zuid-Holland,Active,Regular Secondary School,125.0,1900s,,1900-01-01 to Present,1900-01-01,,H
19XH08,D,VSTZ,Het Hooghuis locatie De Singel,Euterpehof 20.0 ,5342cw,20,51.7606017,5.5174601,5342CW,OSS,Noord-Brabant,Active,Secondary Branch Location,21.5,2000s,,2003-08-01 to Present,2003-08-01,,H
20WI,U,VOS,Maaslandcollege Scholengemeenschap voor Mavo Havo Vwo,Vianenstraat 1.0 ,5342aj,1,51.7622653,5.5225928,5342AJ,OSS,Noord-Brabant,Active,Regular Secondary School,78.0,1940s,,1947-01-09 to Present,1947-01-09,,H
01GH01,D,VSTS,W v Oranje Coll Chr SGM v Ath Havo Mavo Vbo Lwoo,Perzikstraat 7.0 ,4261kc,7,51.76354749999999,5.120974899999999,4261KC,WIJK EN AALBURG,Noord-Brabant,Active,Secondary Technical School,125.0,1900s,,1900-01-01 to Present,1900-01-01,,H
31XH,U,VOS,School de Brink,Leerlooierstraat 57.0 ,5345pk,57,51.7639104,5.4942645,5345PK,OSS,Noord-Brabant,Active,Regular Secondary School,2.9,2020s,,2022-03-07 to Present,2022-03-07,,H
01GH01,D,VSTS,W V Oranje Coll Chr Sgm V Ath Havo Mavo Vbo Ivbo,Engelsestoof 1.0 A,4261ra,1,51.7664797,5.119695699999999,4261RA,WIJK EN AALBURG,Noord-Brabant,Active,Secondary Technical School,125.0,1900s,,1900-01-01 to Present,1900-01-01,,H
19XH,U,VOS,Carmelcollege Vestiging Titus Brandsmalyceum,Molenstraat 30.0 ,5341gd,30,51.7670928,5.526298700000001,5341GD,OSS,Noord-Brabant,Active,Regular Secondary School,125.0,1900s,,1900-01-01 to Present,1900-01-01,,H
01PG,U,VOS,Carmelcollege Vestiging Mavo Sint Jan,Koornstraat 12.0 ,5341br,12,51.7709425,5.523397399999999,5341BR,OSS,Noord-Brabant,Closed,Regular Secondary School,100.6,1900s,2000s,1900-01-01 to 2000-08-01,1900-01-01,2000-08-01,H
19XH08,D,VSTZ,Hooghuis Lyceum,Kapelaan Nausstraat 2.0 ,5348th,2,51.771794,5.542504999999999,5348TH,OSS,Noord-Brabant,Active,Secondary Branch Location,21.5,2000s,,2003-08-01 to Present,2003-08-01,,H
23FY02,D,VSTS,Frederik Hendrik College voor ATH HAVO MAVO VBO LWOO,De Hohorst 4.0 ,5331am,4,51.7723373,5.3383615,5331AM,KERKDRIEL,Gelderland,Closed,Secondary Technical School,14.0,1980s,2000s,1989-08-01 to 2003-08-01,1989-08-01,2003-08-01,H
00RZ01,D,VSTS,Montessori College voor Atheneum Havo Mavo Vbo Lwoo,Spoorlaan 16.0 ,6562am,16,51.7768948,5.936228799999999,6562AM,GROESBEEK,Gelderland,Active,Secondary Technical School,125.0,1900s,,1900-01-01 to Present,1900-01-01,,H
16QQ,U,VOS,Titus Brandsma College Rooms Katholieke Scholengemeenschapvoor Ath Havo Mavo,Kapteynweg 3.0 ,3318ec,3,51.7904985,4.6763463,3318EC,DORDRECHT,Zuid-Holland,Closed,Regular Secondary School,103.6,1900s,2000s,1900-01-01 to 2003-08-01,1900-01-01,2003-08-01,H
24PY,U,VOS,Sgm Dordtwyck Voor Lyc Havo Mavo Vbo Ivbo,Overkampweg 125.0 ,3318an,125,51.7907805,4.686055,3318AN,DORDRECHT,Zuid-Holland,Active,Regular Secondary School,32.5,1990s,,1992-08-01 to Present,1992-08-01,,H
19XH02,D,VSTS,Carmelcollege,Middingstraat 1.0 ,5371ej,1,51.7916527,5.652542299999999,5371EJ,RAVENSTEIN,Noord-Brabant,Closed,Secondary Technical School,17.7,2000s,2010s,2000-08-01 to 2018-04-01,2000-08-01,2018-04-01,H
20MS,U,PROS,Praktijkschool Dordt,S.M. Hugo van Gijnweg 10.0 ,3317jm,10,51.7943121,4.6688408,3317JM,DORDRECHT,Zuid-Holland,Closed,Practical Education,27.0,1970s,2000s,1977-08-01 to 2004-08-01,1977-08-01,2004-08-01,H
14TE,U,VOS,Mavo Stek,Maria Montessorilaan 5.0 ,3312kj,5,51.79790939999999,4.678831199999999,3312KJ,DORDRECHT,Zuid-Holland,Closed,Regular Secondary School,100.6,1900s,2000s,1900-01-01 to 2000-08-01,1900-01-01,2000-08-01,H
27VF,U,PROS,Hans Petri School,Willem de Zwijgerlaan 49.0 ,3314nx,49,51.7979506,4.6678621,3314NX,DORDRECHT,Zuid-Holland,Active,Practical Education,20.5,2000s,,2004-08-01 to Present,2004-08-01,,H
26HM,U,PROS,G. Buntschool voor Praktijkonderwijs,Willem de Zwijgerlaan 2.0 ,3314nx,2,51.7983092,4.6723089,3314NX,DORDRECHT,Zuid-Holland,Closed,Practical Education,6.0,1990s,2000s,1998-08-01 to 2004-08-01,1998-08-01,2004-08-01,H
27VF,U,PROS,Hans Petri School,Anna van Saksenstraat 11.0 ,3314nc,11,51.7984498,4.667953,3314NC,DORDRECHT,Zuid-Holland,Active,Practical Education,20.5,2000s,,2004-08-01 to Present,2004-08-01,,H
00PG04,D,VSTS,Wartburg College Gereformeerde Scholengemeenschap voor Lyceum Havo Mavo Vbo Lwoo,Maria Montessorilaan 3.0 ,3312kj,3,51.798992,4.678336499999999,3312KJ,DORDRECHT,Zuid-Holland,Active,Secondary Technical School,54.5,1970s,,1970-08-01 to Present,1970-08-01,,H
00PG04,D,VSTS,Wartburg College Gereformeerde Scholengemeenschap voor Lyceum Havo Mavo Vbo Lwoo,Prof. Waterinklaan 41.0 ,3312km,41,51.80120059999999,4.6795845,3312KM,DORDRECHT,Zuid-Holland,Active,Secondary Technical School,54.5,1970s,,1970-08-01 to Present,1970-08-01,,H
