NR_ADMINISTRATIE,CODE_FUNCTIE,CODE_SOORT,education_sector,institution_type,NAAM_VOLLEDIG,full_address,POSTCODE_VEST,NAAM_PLAATS_VEST,PROVINCIE_VEST,DT_IN_BEDRIJF,DT_UIT_BEDRIJF,is_active,CODE_STAND_RECORD,location_type,function_type,education_type,temporal_status,years_of_operation
25LR10,D,LOC,higher,locations,Regionaal Opleidingen Centrum Flevoland,De Rede 80.0 -82,8251EX,DRONTEN,Flevoland,2001-08-01,2012-09-04,False,H,LOC,D,Higher Education Location,Historical,11.1
25LR11,D,LOC,higher,locations,Regionaal Opleidingen Centrum Flevoland,Zwolleweg 1.0 A,1324EL,ALMERE,Flevoland,2001-08-01,2012-09-04,False,H,LOC,D,Higher Education Location,Historical,11.1
25LR12,D,LOC,higher,locations,Regionaal Opleidingen Centrum Flevoland,Marktmeesterstraat 18.0 ,1315GE,ALMERE,Flevoland,2001-08-01,2012-09-04,False,H,LOC,D,Higher Education Location,Historical,11.1
25LR13,D,ILOC,higher,international,ROC Flevoland Almere Buiten (hoofdvestiging),Straat van Florida 1.0 ,1334PA,ALMERE,Flevoland,1996-03-01,2012-09-04,False,H,ILOC,D,International Location,Historical,16.5
25LR14,D,ILOC,higher,international,ROC Flevoland Almere Stad (sector Educatie),Louis Armstrongweg 36.0 -42,1311RK,ALMERE,Flevoland,1996-03-01,2012-09-04,False,H,ILOC,D,International Location,Historical,16.5
25LR15,D,ILOC,higher,international,ROC Flevoland Dronten contractonderwijs,Jupiterweg 20.0 ,8251AX,DRONTEN,Flevoland,1996-03-01,2012-09-04,False,H,ILOC,D,International Location,Historical,16.5
25LR16,D,LOC,higher,locations,Regionaal Opleidingen Centrum van Flevoland,De Noord 63.0 A,8251GM,DRONTEN,Flevoland,2007-01-01,2015-09-01,False,H,LOC,D,Higher Education Location,Historical,8.7
25LR16,D,LOC,higher,locations,Regionaal Opleidingen Centrum van Flevoland,De Noord 63.0 A,8251GM,DRONTEN,Flevoland,2007-01-01,2015-09-01,False,A,LOC,D,Higher Education Location,Historical,8.7
25LR17,D,LOC,higher,locations,Regionaal Opleidingen Centrum Flevoland,Vaartweg 67.0 ,8243PD,LELYSTAD,Flevoland,2007-01-01,2015-09-01,False,H,LOC,D,Higher Education Location,Historical,8.7
25LR17,D,LOC,higher,locations,Regionaal Opleidingen Centrum van Flevoland,Vaartweg 67.0 ,8243PD,LELYSTAD,Flevoland,2007-01-01,2015-09-01,False,A,LOC,D,Higher Education Location,Historical,8.7
25LR18,D,LOC,higher,locations,ROC van Flevoland,Winterspelenplein 25.0 ,1362LE,ALMERE,Flevoland,2018-08-01,,True,A,LOC,D,Higher Education Location,Active,6.5
25LT01,D,LOC,higher,locations,Lokatie SCHUTTEBEEMD,Schuttebeemd 132.0 ,6004GV,WEERT,Limburg,1996-08-01,1999-12-21,False,H,LOC,D,Higher Education Location,Historical,3.4
25LT01,D,LOC,higher,locations,Regionaal Opleidingen Centrum Gilde Opleidingen Beroepsonderwijs en Educatie,Schuttebeemd 132.0 ,6004GV,WEERT,Limburg,1996-08-01,1999-12-21,False,H,LOC,D,Higher Education Location,Historical,3.4
25LT03,D,LOC,higher,locations,Lokatie SCHUTTEBEEMD,Schuttebeemd 132.0 ,6004GV,WEERT,Limburg,1996-08-01,2003-08-01,False,H,LOC,D,Higher Education Location,Historical,7.0
25LT03,D,LOC,higher,locations,Lokatie SCHUTTEBEEMD,Schuttebeemd 139.0 ,6004GS,WEERT,Limburg,1996-08-01,2003-08-01,False,H,LOC,D,Higher Education Location,Historical,7.0
25LT03,D,LOC,higher,locations,Regionaal Opleidingen Centrum Gilde Opleidingen Beroepsonderwijs en Educatie,Schuttebeemd 139.0 ,6004GS,WEERT,Limburg,1996-08-01,2003-08-01,False,H,LOC,D,Higher Education Location,Historical,7.0
25LT04,D,LOC,higher,locations,Lokatie LEUNSEWG,Leunseweg 2.0 ,5802CH,VENRAY,Limburg,1996-08-01,1999-08-01,False,H,LOC,D,Higher Education Location,Historical,3.0
25LT04,D,LOC,higher,locations,Regionaal Opleidingen Centrum Gilde Opleidingen Beroepsonderwijs en Educatie,Leunseweg 2.0 ,5802CH,VENRAY,Limburg,1996-08-01,1999-08-01,False,H,LOC,D,Higher Education Location,Historical,3.0
25LT07,D,LOC,higher,locations,Lokatie DRAKESTEYN,Drakesteyn 5.0 ,6006AG,WEERT,Limburg,1996-08-01,,True,H,LOC,D,Higher Education Location,Active,28.5
25LT07,D,LOC,higher,locations,Regionaal Opleidingen Centrum Gilde Opleidingen Beroepsonderwijs en Educatie,Drakesteyn 5.0 ,6006AG,WEERT,Limburg,1996-08-01,,True,A,LOC,D,Higher Education Location,Active,28.5
25LT08,D,LOC,higher,locations,Lokatie LOMMERSTR,Lommerstraat 10.0 ,6043CT,ROERMOND,Limburg,1996-08-01,2003-08-01,False,H,LOC,D,Higher Education Location,Historical,7.0
25LT08,D,LOC,higher,locations,Regionaal Opleidingen Centrum Gilde Opleidingen Beroepsonderwijs en Educatie,Lommerstraat 10.0 ,6043CT,ROERMOND,Limburg,1996-08-01,2003-08-01,False,H,LOC,D,Higher Education Location,Historical,7.0
25LT09,D,LOC,higher,locations,Lokatie HOLLEWG,Holleweg 34.0 ,6131AB,SITTARD,Limburg,1996-08-01,2003-09-01,False,H,LOC,D,Higher Education Location,Historical,7.1
25LT09,D,LOC,higher,locations,Regionaal Opleidingen Centrum Gilde Opleidingen Beroepsonderwijs en Educatie,Holleweg 34.0 ,6131AB,SITTARD,Limburg,1996-08-01,2003-09-01,False,H,LOC,D,Higher Education Location,Historical,7.1
25LT10,D,LOC,higher,locations,Lokatie KAST HILLENR STR,Kasteel Hillenraedtstr 1.0 ,6043HA,ROERMOND,Limburg,1996-08-01,,True,H,LOC,D,Higher Education Location,Active,28.5
25LT10,D,LOC,higher,locations,Regionaal Opleidingen Centrum Gilde Opleidingen Beroepsonderwijs en Educatie,Kasteel Hillenraedtstr 1.0 ,6043HA,ROERMOND,Limburg,1996-08-01,,True,A,LOC,D,Higher Education Location,Active,28.5
25LT11,D,LOC,higher,locations,Lokatie BREDEWG,Bredeweg 235.0 ,6042GE,ROERMOND,Limburg,1996-08-01,,True,H,LOC,D,Higher Education Location,Active,28.5
25LT11,D,LOC,higher,locations,ROC Noord- en Midden- Limburg,Bredeweg 235.0 ,6042GE,ROERMOND,Limburg,1996-08-01,,True,H,LOC,D,Higher Education Location,Active,28.5
25LT11,D,LOC,higher,locations,Regionaal Opleidingen Centrum Gilde Opleidingen Beroepsonderwijs en Educatie,Bredeweg 235.0 ,6042GE,ROERMOND,Limburg,1996-08-01,,True,A,LOC,D,Higher Education Location,Active,28.5
25LT12,D,LOC,higher,locations,Lokatie GROENVELDSNGL,Groenveldsingel 40.0 ,5913SB,VENLO,Limburg,1996-08-01,,True,H,LOC,D,Higher Education Location,Active,28.5
25LT12,D,LOC,higher,locations,Regionaal Opleidingen Centrum Gilde Opleidingen Beroepsonderwijs en Educatie,Groenveldsingel 40.0 ,5913SB,VENLO,Limburg,1996-08-01,,True,A,LOC,D,Higher Education Location,Active,28.5
25LT13,D,LOC,higher,locations,Lokatie KERKEVELDLN,Kerkeveldlaan 1.0 ,6042JW,ROERMOND,Limburg,1996-08-01,,True,H,LOC,D,Higher Education Location,Active,28.5
25LT13,D,LOC,higher,locations,Regionaal Opleidingen Centrum Gilde Opleidingen Beroepsonderwijs en Educatie,Kerkeveldlaan 1.0 ,6042JW,ROERMOND,Limburg,1996-08-01,,True,A,LOC,D,Higher Education Location,Active,28.5
25LT14,D,LOC,higher,locations,Lokatie LAAGHUISSNGL,Laaghuissingel 4.0 ,5913ES,VENLO,Limburg,1996-08-01,,True,H,LOC,D,Higher Education Location,Active,28.5
25LT14,D,LOC,higher,locations,Regionaal Opleidingen Centrum Gilde Opleidingen Beroepsonderwijs en Educatie,Laaghuissingel 4.0 ,5913ES,VENLO,Limburg,1996-08-01,,True,A,LOC,D,Higher Education Location,Active,28.5
25LT15,D,LOC,higher,locations,Regionaal Opleidingen Centrum Gilde Opleidingen Beroepsonderwijs en Educatie,Waterhoenstraat 38.0 ,5912XV,VENLO,Limburg,1999-08-01,2007-10-01,False,H,LOC,D,Higher Education Location,Historical,8.2
25LT16,D,LOC,higher,locations,Regionaal Opleidingen Centrum Gilde Opleidingen Beroepsonderwijs en Educatie,Gouv van Hovellstraat 2.0 ,6131KD,SITTARD,Limburg,1999-08-01,2003-09-01,False,H,LOC,D,Higher Education Location,Historical,4.1
25LT17,D,LOC,higher,locations,Regionaal Opleidingen Centrum Gilde Opleidingen Beroepsonderwijs en Educatie,Westsingel 1.0 ,5801TT,VENRAY,Limburg,1999-08-01,,True,H,LOC,D,Higher Education Location,Active,25.5
25LT17,D,LOC,higher,locations,Regionaal Opleidingen Centrum Gilde Opleidingen Beroepsonderwijs en Educatie,Henri Dunantstraat 40.0 ,5807ES,OOSTRUM,Limburg,1999-08-01,,True,A,LOC,D,Higher Education Location,Active,25.5
25LT18,D,LOC,higher,locations,Regionaal Opleidingen Centrum Gilde Opleidingen Beroepsonderwijs,Drie Decembersingel 36.0 ,5922BD,VENLO,Limburg,2000-08-01,2007-10-01,False,H,LOC,D,Higher Education Location,Historical,7.2
25LT19,D,LOC,higher,locations,Regionaal Opleidingen Centrum Gilde Opleidingen Beroepsonderwijs en Educatie,Parklaan 4.0 ,6131KG,SITTARD,Limburg,2003-08-01,2009-01-01,False,H,LOC,D,Higher Education Location,Historical,5.4
25LT19,D,LOC,higher,locations,Regionaal Opleidingen Centrum Gilde Opleidingen Beroepsonderwijs en Educatie,Rijksweg Noord 200.0 ,6162AR,GELEEN,Limburg,2003-08-01,2009-01-01,False,H,LOC,D,Higher Education Location,Historical,5.4
25LT20,D,LOC,higher,locations,Regionaal Opleidingen Centrum Gilde Opleidingen Beroepsonderwijs en Educatie,Kruitweg 12.0 ,5801XT,VENRAY,Limburg,2003-08-01,2011-01-01,False,H,LOC,D,Higher Education Location,Historical,7.4
25LT21,D,LOC,higher,locations,Regionaal Opleidingen Centrum Gilde Opleidingen Beroepsonderwijs en Educatie,Laaghuissingel 11.0 ,5913EK,VENLO,Limburg,2003-08-01,,True,H,LOC,D,Higher Education Location,Active,21.5
25LT21,D,LOC,higher,locations,Regionaal Opleidingen Centrum Gilde Opleidingen Beroepsonderwijs en Educatie,Laaghuissingel 2.0 ,5913ES,VENLO,Limburg,2003-08-01,,True,A,LOC,D,Higher Education Location,Active,21.5
25LT22,D,LOC,higher,locations,Regionaal Opleidingen Centrum Gilde Opleidingen Beroepsonderwijs en Educatie,Sint Annastraat 83.0 ,5932BV,TEGELEN,Limburg,2003-08-01,2007-10-01,False,H,LOC,D,Higher Education Location,Historical,4.2
25LT23,D,LOC,higher,locations,Regionaal Opleidingen Centrum Gilde Opleidingen Beroepsonderwijs en Educatie,Ruijsstraat 20.0 ,5981CM,PANNINGEN,Limburg,2003-08-01,,True,H,LOC,D,Higher Education Location,Active,21.5
25LT23,D,LOC,higher,locations,Regionaal Opleidingen Centrum Gilde Opleidingen Beroepsonderwijs en Educatie,Schoutenring 32.0 ,5981DS,PANNINGEN,Limburg,2003-08-01,,True,A,LOC,D,Higher Education Location,Active,21.5
25LT24,D,LOC,higher,locations,Regionaal Opleidingen Centrum Gilde Opleidingen Beroepsonderwijs en Educatie,Europaplein 21.0 ,6591AV,GENNEP,Limburg,2003-08-01,,True,A,LOC,D,Higher Education Location,Active,21.5
25LT25,D,LOC,higher,locations,Regionaal Opleidingen Centrum Gilde Opleidingen Beroepsonderwijs en Educatie,Houtstraat 48.0 ,6102BK,ECHT,Limburg,2003-08-01,,True,A,LOC,D,Higher Education Location,Active,21.5
25LT26,D,LOC,higher,locations,Regionaal Opleidingen Centrum Gilde Opleidingen Beroepsonderwijs en Educatie,Doolgaardstraat 8.0 ,5961TS,HORST,Limburg,2003-08-01,2007-10-01,False,H,LOC,D,Higher Education Location,Historical,4.2
25LT27,D,LOC,higher,locations,Regionaal Opleidingen Centrum Gilde Opleidingen Beroepsonderwijs en Educatie,Gebr. van Doornelaan 63.0 ,5961BB,HORST,Limburg,2007-08-01,,True,A,LOC,D,Higher Education Location,Active,17.5
25LT28,D,LOC,higher,locations,Regionaal Opleidingen Centrum Gilde Opleidingen Beroepsonderwijs en Educatie,Hagerhofweg 15.0 ,5912PN,VENLO,Limburg,2007-08-01,,True,A,LOC,D,Higher Education Location,Active,17.5
25LT29,D,LOC,higher,locations,Regionaal Opleidingen Centrum Gilde Opleidingen Beroepsonderwijs en Educatie,Marathonlaan 4.0 ,6042JN,ROERMOND,Limburg,2007-08-01,,True,A,LOC,D,Higher Education Location,Active,17.5
25LT30,D,LOC,higher,locations,Regionaal Opleidingen Centrum Gilde Opleidingen Beroepsonderwijs en Educatie,Kazernestraat 20.0 ,5928NL,VENLO,Limburg,2007-08-01,,True,A,LOC,D,Higher Education Location,Active,17.5
25LT31,D,LOC,higher,locations,Regionaal Opleidingen Centrum Gilde Opleidingen Beroepsonderwijs en Educatie,Dr. H. van der Hoffplein 1.0 ,6162BG,GELEEN,Limburg,2012-07-13,,True,A,LOC,D,Higher Education Location,Active,12.5
25LT32,D,LOC,higher,locations,Regionaal Opleidingen Centrum Gilde Opleidingen Beroepsonderwijs en Educatie,Olympialaan 4.0 ,6042JZ,ROERMOND,Limburg,2012-07-13,,True,A,LOC,D,Higher Education Location,Active,12.5
25LT33,D,LOC,higher,locations,ROC Gilde opleidingen,Kerkeveldlaan 4.0 ,6042JX,ROERMOND,Limburg,2018-02-01,,True,A,LOC,D,Higher Education Location,Active,7.0
25LT34,D,LOC,higher,locations,Leerlab ROC Gilde opleidingen,Wilhelminasingel 10.0 B,6001GT,WEERT,Limburg,2020-11-01,,True,A,LOC,D,Higher Education Location,Active,4.2
25LU00,D,LOC,higher,locations,Chr Roc Noord En Oost Nederland,Hora Siccamasingel 312.0 ,9721HZ,GRONINGEN,Groningen,1996-03-01,,True,H,LOC,D,Higher Education Location,Active,28.9
25LU00,D,LOC,higher,locations,Alfa College,Hora Siccamasingel 312.0 ,9721HZ,GRONINGEN,Groningen,1996-03-01,,True,H,LOC,D,Higher Education Location,Active,28.9
25LU00,D,LOC,higher,locations,Regionaal Opleidingen Centrum Alfa College,Hora Siccamasingel 312.0 ,9721HZ,GRONINGEN,Groningen,1996-03-01,,True,H,LOC,D,Higher Education Location,Active,28.9
25LU00,D,LOC,higher,locations,Regionaal Opleidingen Centrum Alfa College,Travertijnstraat 12.0 ,9743SZ,GRONINGEN,Groningen,1996-03-01,,True,H,LOC,D,Higher Education Location,Active,28.9
25LU00,D,LOC,higher,locations,Regionaal Opleidingen Centrum Alfa-college,Boumaboulevard 573.0 ,9723ZS,GRONINGEN,Groningen,1996-03-01,,True,A,LOC,D,Higher Education Location,Active,28.9
25LU01,D,LOC,higher,locations,Lokatie KLUIVERBOOM,Kluiverboom 3.0 ,9732KZ,GRONINGEN,Groningen,1996-08-01,,True,H,LOC,D,Higher Education Location,Active,28.5
25LU01,D,LOC,higher,locations,Regionaal Opleidingen Centrum Alfa-college,Kluiverboom 3.0 ,9732KZ,GRONINGEN,Groningen,1996-08-01,,True,A,LOC,D,Higher Education Location,Active,28.5
25LU04,D,LOC,higher,locations,Lokatie V L STIRUMSTR,Van Limburg Stirumstraat 18.0 ,7901AR,HOOGEVEEN,Drenthe,1996-08-01,,True,H,LOC,D,Higher Education Location,Active,28.5
25LU04,D,LOC,higher,locations,Regionaal Opleidingen Centrum Alfa-college,Van Limburg Stirumstraat 18.0 ,7901AR,HOOGEVEEN,Drenthe,1996-08-01,,True,H,LOC,D,Higher Education Location,Active,28.5
25LU04,D,LOC,higher,locations,Regionaal Opleidingen Centrum Alfa-college,Voltastraat 33.0 ,7903AA,HOOGEVEEN,Drenthe,1996-08-01,,True,A,LOC,D,Higher Education Location,Active,28.5
25LU05,D,LOC,higher,locations,Lokatie H SICCAMASNGL,Hora Siccamasingel 312.0 ,9721HZ,GRONINGEN,Groningen,1996-08-01,2014-01-01,False,H,LOC,D,Higher Education Location,Historical,17.4
25LU05,D,LOC,higher,locations,Regionaal Opleidingen Centrum Alfa College,Hora Siccamasingel 312.0 ,9721HZ,GRONINGEN,Groningen,1996-08-01,2014-01-01,False,H,LOC,D,Higher Education Location,Historical,17.4
25LU06,D,LOC,higher,locations,Lokatie A G BELLSTR,A G Bellstraat 6.0 ,7903AD,HOOGEVEEN,Drenthe,1996-08-01,2001-08-01,False,H,LOC,D,Higher Education Location,Historical,5.0
25LU06,D,LOC,higher,locations,Regionaal Opleidingen Centrum Alfa College,A G Bellstraat 6.0 ,7903AD,HOOGEVEEN,Drenthe,1996-08-01,2001-08-01,False,H,LOC,D,Higher Education Location,Historical,5.0
25LU06,D,LOC,higher,locations,Regionaal Opleidingen Centrum Alfa College,Voltastraat 33.0 ,7903AA,HOOGEVEEN,Drenthe,1996-08-01,2001-08-01,False,H,LOC,D,Higher Education Location,Historical,5.0
25LU07,D,LOC,higher,locations,Lokatie MARSLN,Marslaan 40.0 ,7772XE,HARDENBERG,Overijssel,1996-08-01,2007-08-01,False,H,LOC,D,Higher Education Location,Historical,11.0
25LU07,D,LOC,higher,locations,Regionaal Opleidingen Centrum Alfa College,Marslaan 40.0 ,7772XE,HARDENBERG,Overijssel,1996-08-01,2007-08-01,False,H,LOC,D,Higher Education Location,Historical,11.0
25LU08,D,LOC,higher,locations,Lokatie SALLAND,Salland 2.0 ,9405GM,ASSEN,Drenthe,1996-08-01,2001-08-01,False,H,LOC,D,Higher Education Location,Historical,5.0
25LU08,D,LOC,higher,locations,Regionaal Opleidingen Centrum Alfa College,Salland 2.0 ,9405GM,ASSEN,Drenthe,1996-08-01,2001-08-01,False,H,LOC,D,Higher Education Location,Historical,5.0
25LU09,D,LOC,higher,locations,Lokatie EMMALN,Emmalaan 25.0 ,7822JB,EMMEN,Drenthe,1996-08-01,2014-01-01,False,H,LOC,D,Higher Education Location,Historical,17.4
25LU09,D,LOC,higher,locations,Regionaal Opleidingen Centrum Alfa College,Emmalaan 25.0 ,7822JB,EMMEN,Drenthe,1996-08-01,2014-01-01,False,H,LOC,D,Higher Education Location,Historical,17.4
25LU10,D,LOC,higher,locations,Lokatie OLDENOERT,Oldenoert 23.0 A,9351KN,LEEK,Groningen,1996-08-01,2014-01-01,False,H,LOC,D,Higher Education Location,Historical,17.4
25LU10,D,LOC,higher,locations,Regionaal Opleidingen Centrum Alfa College,Oldenoert 23.0 A,9351KN,LEEK,Groningen,1996-08-01,2014-01-01,False,H,LOC,D,Higher Education Location,Historical,17.4
25LU11,D,LOC,higher,locations,Regionaal Opleidingen Centrum Alfa-college,Admiraal de Ruyterlaan 2.0 ,9726GR,GRONINGEN,Groningen,1998-08-01,,True,A,LOC,D,Higher Education Location,Active,26.5
25LU12,D,LOC,higher,locations,Regionaal Opleidingen Centrum Alfa College,Voltastraat 33.0 ,7903AA,HOOGEVEEN,Drenthe,1998-08-01,2001-08-01,False,H,LOC,D,Higher Education Location,Historical,3.0
25LU13,D,LOC,higher,locations,Regionaal Opleidingen Centrum Alfa College,Travertijnstraat 6.0 ,9743SZ,GRONINGEN,Groningen,1998-08-01,2014-01-01,False,H,LOC,D,Higher Education Location,Historical,15.4
25LU14,D,LOC,higher,locations,Regionaal Opleidingen Centrum Alfa College,Dokterspad 2.0 ,8025AW,ZWOLLE,Overijssel,1998-08-01,2001-08-01,False,H,LOC,D,Higher Education Location,Historical,3.0
25LU14,D,LOC,higher,locations,Regionaal Opleidingen Centrum Alfa College,Assendorperdijk 55.0 ,8012EG,ZWOLLE,Overijssel,1998-08-01,2001-08-01,False,H,LOC,D,Higher Education Location,Historical,3.0
25LU15,D,LOC,higher,locations,Regionaal Opleidingen Centrum Alfa College,Gorecht-Oost 2.0 ,9603AA,HOOGEZAND,Groningen,1998-08-01,2001-08-01,False,H,LOC,D,Higher Education Location,Historical,3.0
25LU16,D,LOC,higher,locations,Regionaal Opleidingen Centrum Alfa College,Warfstraat 1.0 ,9951BS,WINSUM GN,Groningen,1998-08-01,2001-08-01,False,H,LOC,D,Higher Education Location,Historical,3.0
25LU17,D,LOC,higher,locations,Regionaal Opleidingen Centrum Alfa College,Mr. D.U. Stikkerlaan 41.0 ,9675AA,WINSCHOTEN,Groningen,1998-08-01,2001-08-01,False,H,LOC,D,Higher Education Location,Historical,3.0
25LU19,D,LOC,higher,locations,Regionaal Opleidingen Centrum Alfa College,Bocht Oosterdiep 15.0 ,9641JH,VEENDAM,Groningen,1998-08-01,2012-01-01,False,H,LOC,D,Higher Education Location,Historical,13.4
25LU20,D,LOC,higher,locations,Regionaal Opleidingen Centrum Alfa College,Maarsdreef 23.0 ,9501AM,STADSKANAAL,Groningen,1998-08-01,2001-08-01,False,H,LOC,D,Higher Education Location,Historical,3.0
25LU21,D,LOC,higher,locations,Regionaal Opleidingen Centrum Alfa College,Kampstraat 2.0 ,9411KS,BEILEN,Drenthe,1998-08-01,2001-08-01,False,H,LOC,D,Higher Education Location,Historical,3.0
25LU22,D,LOC,higher,locations,Regionaal Opleidingen Centrum Alfa College,Marktstraat 27.0 ,7941KP,MEPPEL,Drenthe,1998-08-01,2001-08-01,False,H,LOC,D,Higher Education Location,Historical,3.0
25LU23,D,LOC,higher,locations,Regionaal Opleidingen Centrum Alfa College,Oude Schans 23.0 ,9934CM,DELFZIJL,Groningen,1998-08-01,2001-08-01,False,H,LOC,D,Higher Education Location,Historical,3.0
25LU24,D,LOC,higher,locations,Regionaal Opleidingen Centrum Alfa College,Dierenriemstraat 1.0 ,9742AA,GRONINGEN,Groningen,1999-08-01,2002-08-01,False,H,LOC,D,Higher Education Location,Historical,3.0
25LU25,D,LOC,higher,locations,Regionaal Opleidingen Centrum Alfa College,Dirk Huizingastraat 5.0 ,9713GL,GRONINGEN,Groningen,1999-08-01,2004-08-01,False,H,LOC,D,Higher Education Location,Historical,5.0
25LU26,D,LOC,higher,locations,Regionaal Opleidingen Centrum Alfa College,Gramsbergerweg 34.0 ,7772CX,HARDENBERG,Overijssel,2003-08-01,2007-08-01,False,H,LOC,D,Higher Education Location,Historical,4.0
25LU27,D,LOC,higher,locations,Regionaal Opleidingen Centrum Alfa College,Travertijnstraat 12.0 ,9743SZ,GRONINGEN,Groningen,2002-08-01,2006-08-01,False,H,LOC,D,Higher Education Location,Historical,4.0
25LU28,D,LOC,higher,locations,Regionaal Opleidingen Centrum Alfa-college,Kardingerweg 48.0 ,9735AH,GRONINGEN,Groningen,2008-01-01,,True,A,LOC,D,Higher Education Location,Active,17.1
25LU29,D,LOC,higher,locations,Regionaal Opleidingen Centrum Alfa-college,Salland 4.0 ,9405GM,ASSEN,Drenthe,2008-01-01,,True,A,LOC,D,Higher Education Location,Active,17.1
25LU30,D,LOC,higher,locations,Regionaal Opleidingen Centrum Alfa-college,Dierenriemstraat 1.0 ,9742AA,GRONINGEN,Groningen,2008-01-01,2014-01-01,False,H,LOC,D,Higher Education Location,Historical,6.0
25LU30,D,LOC,higher,locations,Regionaal Opleidingen Centrum Alfa-college,Travertijnstraat 12.0 ,9743SZ,GRONINGEN,Groningen,2008-01-01,2014-01-01,False,H,LOC,D,Higher Education Location,Historical,6.0
25LU31,D,LOC,higher,locations,Regionaal Opleidingen Centrum Alfa-college,Parkweg 1.0 -1,7772XP,HARDENBERG,Overijssel,2009-05-01,,True,H,LOC,D,Higher Education Location,Active,15.7
25LU31,D,LOC,higher,locations,Regionaal Opleidingen Centrum Alfa-college,Parkweg 1.0 -A1,7772XP,HARDENBERG,Overijssel,2009-05-01,,True,A,LOC,D,Higher Education Location,Active,15.7
25LU32,D,LOC,higher,locations,Regionaal Opleidingen Centrum Alfa College,Dierenriemstraat 100.0 ,9742AK,GRONINGEN,Groningen,2009-05-01,2014-01-01,False,H,LOC,D,Higher Education Location,Historical,4.7
25LU34,D,LOC,higher,locations,Regionaal Opleidingen Centrum Alfa-college,Parkweg 3.0 ,7772XP,HARDENBERG,Overijssel,2015-08-01,,True,A,LOC,D,Higher Education Location,Active,9.5
25LU35,D,LOC,higher,locations,Regionaal Opleidingen Centrum Alfa-college,Sunckemalaan 2.0 ,9351NK,LEEK,Groningen,2015-08-01,,True,H,LOC,D,Higher Education Location,Active,9.5
25LU35,D,LOC,higher,locations,Regionaal Opleidingen Centrum Alfa-college,Sunckemalaan 2.0 ,9351NK,LEEK,Groningen,2015-08-01,,True,A,LOC,D,Higher Education Location,Active,9.5
25LU36,D,LOC,higher,locations,Regionaal Opleidingen Centrum Alfa-college,De Stroom 3.0 ,7901TG,HOOGEVEEN,Drenthe,2015-08-01,,True,A,LOC,D,Higher Education Location,Active,9.5
25LU37,D,LOC,higher,locations,Regionaal Opleidingen Centrum Alfa-college,Kardingerplein 1.0 ,9735AA,GRONINGEN,Groningen,2015-08-01,,True,A,LOC,D,Higher Education Location,Active,9.5
25LU38,D,LOC,higher,locations,Regionaal Opleidingen Centrum Alfa-college,Atoomweg 6.0 b,9743AK,GRONINGEN,Groningen,2016-08-01,,True,A,LOC,D,Higher Education Location,Active,8.5
25LV01,D,LOC,higher,locations,Lokatie MUNTELAAR,Muntelaar 10.0 ,5467HA,VEGHEL,Noord-Brabant,1996-08-01,2006-08-01,False,H,LOC,D,Higher Education Location,Historical,10.0
25LV01,D,LOC,higher,locations,Regionaal Opleidingen Centrum de Leygraaf,Muntelaar 10.0 ,5467HA,VEGHEL,Noord-Brabant,1996-08-01,2006-08-01,False,H,LOC,D,Higher Education Location,Historical,10.0
25LV02,D,LOC,higher,locations,Lokatie NW MARKT,Nieuwe Markt 3.0 ,5401HB,UDEN,Noord-Brabant,1996-08-01,2006-08-01,False,H,LOC,D,Higher Education Location,Historical,10.0
25LV02,D,LOC,higher,locations,Regionaal Opleidingen Centrum de Leygraaf,Nieuwe Markt 3.0 ,5401HB,UDEN,Noord-Brabant,1996-08-01,2006-08-01,False,H,LOC,D,Higher Education Location,Historical,10.0
25LV03,D,LOC,higher,locations,Lokatie LYSTERLN,Lijsterlaan 4.0 ,5348HL,OSS,Noord-Brabant,1996-08-01,2006-08-01,False,H,LOC,D,Higher Education Location,Historical,10.0
25LV03,D,LOC,higher,locations,Regionaal Opleidingen Centrum de Leygraaf,Lijsterlaan 4.0 ,5348HL,OSS,Noord-Brabant,1996-08-01,2006-08-01,False,H,LOC,D,Higher Education Location,Historical,10.0
25LV03,D,LOC,higher,locations,Regionaal Opleidingen Centrum de Leygraaf,Verdistraat 87.0 ,5343VD,OSS,Noord-Brabant,1996-08-01,2006-08-01,False,H,LOC,D,Higher Education Location,Historical,10.0
25LV04,D,LOC,higher,locations,Lokatie J V CUYKSTR,Jan van Cuijkstraat 64.0 ,5431GC,CUIJK,Noord-Brabant,1996-08-01,2006-08-01,False,H,LOC,D,Higher Education Location,Historical,10.0
25LV04,D,LOC,higher,locations,Regionaal Opleidingen Centrum de Leygraaf,Jan van Cuijkstraat 64.0 ,5431GC,CUIJK,Noord-Brabant,1996-08-01,2006-08-01,False,H,LOC,D,Higher Education Location,Historical,10.0
25LV05,D,LOC,higher,locations,Lokatie W DE WITHSTR,Witte de Withstraat 24.0 ,5463ET,VEGHEL,Noord-Brabant,1996-08-01,2006-08-01,False,H,LOC,D,Higher Education Location,Historical,10.0
25LV05,D,LOC,higher,locations,Regionaal Opleidingen Centrum de Leygraaf,Witte de Withstraat 24.0 ,5463ET,VEGHEL,Noord-Brabant,1996-08-01,2006-08-01,False,H,LOC,D,Higher Education Location,Historical,10.0
25LV06,D,LOC,higher,locations,Lokatie BEETHOVENGAARDE,Beethovengaarde 1.0 ,5344CB,OSS,Noord-Brabant,1996-08-01,2006-08-01,False,H,LOC,D,Higher Education Location,Historical,10.0
