NR_ADMINISTRATIE,CODE_FUNCTIE,CODE_SOORT,education_sector,institution_type,NAAM_VOLLEDIG,full_address,POSTCODE_VEST,NAAM_PLAATS_VEST,PROVINCIE_VEST,DT_IN_BEDRIJF,DT_UIT_BEDRIJF,is_active,CODE_STAND_RECORD,location_type,function_type,education_type,temporal_status,years_of_operation
17HB07,D,VSTZ,secondary,locations,Scholengemeenschap Nieuw West voor Lyceum Havo Mavo Vbo Lwoo,Johan Braakensiekhof 31.0 ,1068KK,AMSTERDAM,Noord-Holland,2002-08-01,,True,H,VSTZ,D,Secondary Care Location,Active,22.5
17HB07,D,VSTZ,secondary,locations,Scholengemeenschap Nieuw-West voor Lyceum Havo Mavo Vbo Lwoo,Johan Braakensiekhof 31.0 ,1068KK,AMSTERDAM,Noord-Holland,2002-08-01,,True,H,VSTZ,D,Secondary Care Location,Active,22.5
17HB07,D,VSTZ,secondary,locations,Scholengemeenschap Nieuw-West voor Lyceum Havo Mavo Vbo Lwoo,Dr Jan van Breemenstraat 1.0 ,1056AB,AMSTERDAM,Noord-Holland,2002-08-01,,True,H,VSTZ,D,Secondary Care Location,Active,22.5
17HH,U,VOS,secondary,main,Haemstede Barger Mavo,Koediefslaan 73.0 ,2101BT,HEEMSTEDE,Noord-Holland,1900-01-01,,True,H,VOS,U,Regular Secondary School,Active,125.1
17HH,U,VOS,secondary,main,Haemstede Barger MAVO,Koediefslaan 73.0 ,2101BT,HEEMSTEDE,Noord-Holland,1900-01-01,,True,H,VOS,U,Regular Secondary School,Active,125.1
17HH,U,VOS,secondary,main,Haemstede Barger MAVO,Koediefslaan 73.0 ,2101BT,HEEMSTEDE,Noord-Holland,1900-01-01,,True,A,VOS,U,Regular Secondary School,Active,125.1
17HL,U,VOS,secondary,main,Julianaschool voor Christelijke Mavo,Talingstraat 6.0 ,3082MH,ROTTERDAM,Zuid-Holland,1900-01-01,2000-08-01,False,H,VOS,U,Regular Secondary School,Historical,100.6
17HN,U,VOS,secondary,main,Elzendaalcollege Rooms Katholieke Scholengemeenschap voor Lyc Havo Mavo,Bilderbeekstraat 27.0 ,5831CW,BOXMEER,Noord-Brabant,1949-09-01,,True,H,VOS,U,Regular Secondary School,Active,75.4
17HN,U,VOS,secondary,main,"Mezzo Scholen voor vwo, havo en vmbo",Bilderbeekstraat 27.0 ,5831CW,BOXMEER,Noord-Brabant,1949-09-01,,True,A,VOS,U,Regular Secondary School,Active,75.4
17HR,U,VOS,secondary,main,Interconf Hofstadcollege voor LYC HAVO MAVO VBO LWOO,Albardastraat 25.0 ,2555XP,'S-GRAVENHAGE,Zuid-Holland,1900-01-01,,True,H,VOS,U,Regular Secondary School,Active,125.1
17HR,U,VOS,secondary,main,"Hofstad VO voor bijzonder vwo, havo, mavo, vmbo",Albardastraat 25.0 ,2555XP,'S-GRAVENHAGE,Zuid-Holland,1900-01-01,,True,H,VOS,U,Regular Secondary School,Active,125.1
17HR,U,VOS,secondary,main,"Hofstad VO voor bijzonder vwo, havo, mavo, vmbo",Albardastraat 13.0 s,2555XP,'S-GRAVENHAGE,Zuid-Holland,1900-01-01,,True,H,VOS,U,Regular Secondary School,Active,125.1
17HR,U,VOS,secondary,main,"Hofstad VO voor bijzonder vwo, havo, mavo, vmbo",Albardastraat 13.0 s,2555XP,'S-GRAVENHAGE,Zuid-Holland,1900-01-01,,True,A,VOS,U,Regular Secondary School,Active,125.1
17HS,U,VOS,secondary,main,St Thomas Mavo Sch,Buurtweg 39.0 ,4661LB,HALSTEREN,Noord-Brabant,1964-08-01,1999-08-01,False,H,VOS,U,Regular Secondary School,Historical,35.0
17HS,U,VOS,secondary,main,St Thomas Mavo School,Buurtweg 39.0 ,4661LB,HALSTEREN,Noord-Brabant,1964-08-01,1999-08-01,False,H,VOS,U,Regular Secondary School,Historical,35.0
17HX,U,VOS,secondary,main,Mgr A E Rientjes Mavo,Valkenkamp 551.0 ,3607MJ,MAARSSEN,Utrecht,1900-01-01,,True,H,VOS,U,Regular Secondary School,Active,125.1
17HX,U,VOS,secondary,main,Mgr A E Rientjes Mavo,Valkenkamp 551.0 ,3607MJ,MAARSSEN,Utrecht,1900-01-01,,True,A,VOS,U,Regular Secondary School,Active,125.1
17IB,U,VOS,secondary,main,Christelyke Sgm Calvyn Voor Mavo Vbo Ivbo,Schipluidenlaan 18.0 ,1062HE,AMSTERDAM,Noord-Holland,1967-08-17,1999-08-01,False,H,VOS,U,Regular Secondary School,Historical,32.0
17IB,U,VOS,secondary,main,Christelijke Scholengemeenschap Calvijn voor MAVO VBO LWOO,Schipluidenlaan 18.0 ,1062HE,AMSTERDAM,Noord-Holland,1967-08-17,1999-08-01,False,H,VOS,U,Regular Secondary School,Historical,32.0
17IM,U,VOS,secondary,main,Over Betuwe College voor Ath Havo Mavo Vbo Lwoo,De Heister 1.0 ,6681CV,BEMMEL,Gelderland,1900-01-01,,True,H,VOS,U,Regular Secondary School,Active,125.1
17IM,U,VOS,secondary,main,Over Betuwe College voor Ath Havo Mavo Vbo Lwoo,De Heister 1.0 ,6681CV,BEMMEL,Gelderland,1900-01-01,,True,A,VOS,U,Regular Secondary School,Active,125.1
17IR,U,VOS,secondary,main,Pax Christi College RK SGM voor Lyceum Havo Mavo Vbo Lwoo,Mr. van Coothstraat 34.0 ,6651ZJ,DRUTEN,Gelderland,1900-01-01,,True,H,VOS,U,Regular Secondary School,Active,125.1
17IR,U,VOS,secondary,main,Pax Christi College RK SGM voor Lyceum Havo Mavo Vbo Lwoo,Heemradenstraat 42.0 ,6651DP,DRUTEN,Gelderland,1900-01-01,,True,H,VOS,U,Regular Secondary School,Active,125.1
17IR,U,VOS,secondary,main,Pax Christi College - scholengemeenschap voor vwo havo vmbo lwoo,Mr. van Coothstraat 34.0 ,6651ZJ,DRUTEN,Gelderland,1900-01-01,,True,H,VOS,U,Regular Secondary School,Active,125.1
17IR,U,VOS,secondary,main,Pax Christi College - scholengemeenschap voor vwo havo vmbo lwoo,Mr. van Coothstraat 34.0 ,6651ZJ,DRUTEN,Gelderland,1900-01-01,,True,A,VOS,U,Regular Secondary School,Active,125.1
17IR05,D,VSTZ,secondary,locations,Pax Christi College RK SGM voor Lyc Havo Mavo Vbo Lwoo,Heemradenstraat 42.0 ,6651DP,DRUTEN,Gelderland,2002-08-01,2010-08-01,False,H,VSTZ,D,Secondary Care Location,Historical,8.0
17IS,U,VOS,secondary,main,College De Klop Rooms Katholieke Scholengemeenschap voor Vwo en Havo,Orinocodreef 7.0 ,3563ST,UTRECHT,Utrecht,1900-01-01,2007-08-01,False,H,VOS,U,Regular Secondary School,Historical,107.6
17IX,U,VOS,secondary,main,Min Parksch voor Christelijke Mavo,Cort van der Lindenlaan 5.0 ,1412BW,NAARDEN,Noord-Holland,1900-01-01,2001-08-01,False,H,VOS,U,Regular Secondary School,Historical,101.6
17JB,U,VOS,secondary,main,Eykhagencollege Scholengemeenschap voor Ath Havo En Mavo,Eijkhagenlaan 31.0 ,6371XA,LANDGRAAF,Limburg,1960-01-01,,True,H,VOS,U,Regular Secondary School,Active,65.1
17JB,U,VOS,secondary,main,Eijkhagencollege Scholengemeenschap voor Ath Havo Vmbo Lwoo,Eijkhagenlaan 31.0 ,6371XA,LANDGRAAF,Limburg,1960-01-01,,True,H,VOS,U,Regular Secondary School,Active,65.1
17JB,U,VOS,secondary,main,"Charlemagne College voor VWO (ath.-gymn.), havo, vmbo, vmbo-t, lwoo",Eijkhagenlaan 31.0 ,6371XA,LANDGRAAF,Limburg,1960-01-01,,True,H,VOS,U,Regular Secondary School,Active,65.1
17JB,U,VOS,secondary,main,"Charlemagne College voor VWO (ath.-gymn.), havo, vmbo, vmbo-t, lwoo",Dormansberg 19.0 ,6371XE,LANDGRAAF,Limburg,1960-01-01,,True,A,VOS,U,Regular Secondary School,Active,65.1
17JI,U,PROS,secondary,specialized,Voortgezet Speciaal Onderwijs Het Veer,J.S. Bachweg 7.0 ,1323BA,ALMERE,Flevoland,1985-08-01,,True,H,PROS,U,Practical Education,Active,39.5
17JI,U,PROS,secondary,specialized,Praktijkonderwijs Almere-Bachweg,J.S. Bachweg 7.0 ,1323BA,ALMERE,Flevoland,1985-08-01,,True,H,PROS,U,Practical Education,Active,39.5
17JI,U,PROS,secondary,specialized,Praktijkonderwijs Almere-Bachweg,J.S. Bachweg 7.0 ,1323BA,ALMERE,Flevoland,1985-08-01,,True,A,PROS,U,Practical Education,Active,39.5
17JY,U,VOS,secondary,main,Rooms katholiek Gymnasium Beekvliet,Beekvlietstraat 4.0 ,5271SM,SINT-MICHIELSGESTEL,Noord-Brabant,1956-01-01,,True,H,VOS,U,Regular Secondary School,Active,69.1
17JY,U,VOS,secondary,main,Gymnasium Beekvliet,Beekvlietstraat 4.0 ,5271SM,SINT-MICHIELSGESTEL,Noord-Brabant,1956-01-01,,True,H,VOS,U,Regular Secondary School,Active,69.1
17JY,U,VOS,secondary,main,Gymnasium Beekvliet,Beekvlietstraat 4.0 ,5271SM,SINT-MICHIELSGESTEL,Noord-Brabant,1956-01-01,,True,A,VOS,U,Regular Secondary School,Active,69.1
17KA,U,VOS,secondary,main,RK SGM DR CUYPERS,Sint Odgerusstraat 1.0 ,6045ET,ROERMOND,Limburg,1984-08-01,1997-08-01,False,H,VOS,U,Regular Secondary School,Historical,13.0
17KF,U,VOS,secondary,main,Rk Sgm Hertog Jan V Mavo Leao Lavo Lmo,Edisonstraat 11.0 ,5223CD,'S-HERTOGENBOSCH,Noord-Brabant,1971-08-01,,True,H,VOS,U,Regular Secondary School,Active,53.5
17KF,U,VOS,secondary,main,Hervion College voor MAVO VBO,Hervensebaan 5.0 ,5232JL,'S-HERTOGENBOSCH,Noord-Brabant,1971-08-01,,True,H,VOS,U,Regular Secondary School,Active,53.5
17KF,U,VOS,secondary,main,Hervion College voor Mavo Vbo Lwoo,Hervensebaan 5.0 ,5232JL,'S-HERTOGENBOSCH,Noord-Brabant,1971-08-01,,True,H,VOS,U,Regular Secondary School,Active,53.5
17KF,U,VOS,secondary,main,Bossche Vakschool Hervion voor Mavo Vbo Lwoo,Hervensebaan 5.0 ,5232JL,'S-HERTOGENBOSCH,Noord-Brabant,1971-08-01,,True,H,VOS,U,Regular Secondary School,Active,53.5
17KF,U,VOS,secondary,main,Van Maerlant voor Mavo Vbo Lwoo,Onderwijsboulevard 1.0 ,5223DE,'S-HERTOGENBOSCH,Noord-Brabant,1971-08-01,,True,H,VOS,U,Regular Secondary School,Active,53.5
17KF,U,VOS,secondary,main,Van Maerlant voor Mavo Vbo Lwoo,Onderwijsboulevard 1.0 ,5223DE,'S-HERTOGENBOSCH,Noord-Brabant,1971-08-01,,True,A,VOS,U,Regular Secondary School,Active,53.5
17KF02,D,VSTZ,secondary,locations,Hervion College voor Mavo Vbo Lwoo,Jacob van Maerlantstraat 4.0 ,5216JL,'S-HERTOGENBOSCH,Noord-Brabant,2002-08-01,2020-08-01,False,H,VSTZ,D,Secondary Care Location,Historical,18.0
17KY,U,VOS,secondary,main,Rooms Katholieke Mavo School Roncalli,Tattistraat 3.0 ,3066CE,ROTTERDAM,Zuid-Holland,1900-01-01,,True,H,VOS,U,Regular Secondary School,Active,125.1
17KY,U,VOS,secondary,main,Roncalli MAVO,Tattistraat 3.0 ,3066CE,ROTTERDAM,Zuid-Holland,1900-01-01,,True,H,VOS,U,Regular Secondary School,Active,125.1
17KY,U,VOS,secondary,main,Roncalli MAVO,Tattistraat 3.0 ,3066CE,ROTTERDAM,Zuid-Holland,1900-01-01,,True,A,VOS,U,Regular Secondary School,Active,125.1
17MA,U,PROS,secondary,specialized,Rooms Katholieke School voor Voortgezet Speciaal Onderwijs Mlk De Ryzert,Rijzertlaan 244.0 ,5223JR,'S-HERTOGENBOSCH,Noord-Brabant,1986-08-01,,True,H,PROS,U,Practical Education,Active,38.5
17MA,U,PROS,secondary,specialized,"De Rijzert, school voor Praktijkonderwijs",Rijzertlaan 244.0 ,5223JR,'S-HERTOGENBOSCH,Noord-Brabant,1986-08-01,,True,H,PROS,U,Practical Education,Active,38.5
17MA,U,PROS,secondary,specialized,"De Rijzert, school voor Praktijkonderwijs",Hedikhuizerweg 3.0 ,5222BC,'S-HERTOGENBOSCH,Noord-Brabant,1986-08-01,,True,H,PROS,U,Practical Education,Active,38.5
17MA,U,PROS,secondary,specialized,"De Rijzert, school voor Praktijkonderwijs",Hedikhuizerweg 3.0 ,5222BC,'S-HERTOGENBOSCH,Noord-Brabant,1986-08-01,,True,A,PROS,U,Practical Education,Active,38.5
17OL,U,VOS,secondary,main,UITRECHT ZUID COLLEGE,Europalaan 89.0 ,3526KP,UTRECHT,Utrecht,1900-01-01,1997-08-01,False,H,VOS,U,Regular Secondary School,Historical,97.6
17SG,U,PROS,secondary,specialized,Star Numanschool voor Praktijkonderwijs,Star Numanstraat 52.0 ,9714JS,GRONINGEN,Groningen,1984-08-01,,True,H,PROS,U,Practical Education,Active,40.5
17SG,U,PROS,secondary,specialized,Star Numanschool voor Praktijkonderwijs,Kluiverboom 1.0 b,9732KZ,GRONINGEN,Groningen,1984-08-01,,True,H,PROS,U,Practical Education,Active,40.5
17SG,U,PROS,secondary,specialized,Heyerdahl College Openbare School voor Praktijkonderwijs,Kluiverboom 1.0 b,9732KZ,GRONINGEN,Groningen,1984-08-01,,True,H,PROS,U,Practical Education,Active,40.5
17SG,U,PROS,secondary,specialized,Heyerdahl College Openbare School voor Praktijkonderwijs,Kluiverboom 1.0 b,9732KZ,GRONINGEN,Groningen,1984-08-01,,True,A,PROS,U,Practical Education,Active,40.5
17UT,U,VOS,secondary,main,Carmelcollege Heesch,Schoonstraat 34.0 ,5384AP,HEESCH,Noord-Brabant,1900-01-01,2000-08-01,False,H,VOS,U,Regular Secondary School,Historical,100.6
17UW,U,VOS,secondary,main,SGM DE WELLINGE,Kruisweg 2.0 ,4335CT,MIDDELBURG,Zeeland,1974-08-01,1997-08-01,False,H,VOS,U,Regular Secondary School,Historical,23.0
17UX,U,PROS,secondary,specialized,Sch vr Practische Vorming T WILDVELD,Van Nijvenheimstraat 25.0 ,5912BM,VENLO,Limburg,1983-08-01,,True,H,PROS,U,Practical Education,Active,41.5
17UX,U,PROS,secondary,specialized,School voor Praktijk onderwijs t Wildveld,Van Nijvenheimstraat 25.0 ,5912BM,VENLO,Limburg,1983-08-01,,True,H,PROS,U,Practical Education,Active,41.5
17UX,U,PROS,secondary,specialized,School voor Praktijk onderwijs t Wildveld,Roerdompstraat 5.0 ,5912BR,VENLO,Limburg,1983-08-01,,True,H,PROS,U,Practical Education,Active,41.5
17UX,U,PROS,secondary,specialized,Wildveld,Roerdompstraat 5.0 ,5912BR,VENLO,Limburg,1983-08-01,,True,A,PROS,U,Practical Education,Active,41.5
17VC,U,VOS,secondary,main,Christelijke Scholengemeenschap Maarten Luther voor Ath Havo En Mavo,Roerdomplaan 42.0 ,3084NM,ROTTERDAM,Zuid-Holland,1900-01-01,2004-08-01,False,H,VOS,U,Regular Secondary School,Historical,104.6
17VC,U,VOS,secondary,main,Christelijke Scholengemeenschap Maarten Luther voor Ath Havo En Mavo,Roerdomplaan 42.0 ,3084NM,ROTTERDAM,Zuid-Holland,1900-01-01,2004-08-01,False,A,VOS,U,Regular Secondary School,Historical,104.6
17VF,U,VOS,secondary,main,Inst V Chr Vo A'Dam N V Lyc Havo Mavo Vbo Ivbo,Rode Kruisstraat 83.0 ,1025KM,AMSTERDAM,Noord-Holland,1900-01-01,,True,H,VOS,U,Regular Secondary School,Active,125.1
17VF,U,VOS,secondary,main,Bernard Nieuwentijt College,Rode Kruisstraat 83.0 ,1025KM,AMSTERDAM,Noord-Holland,1900-01-01,,True,H,VOS,U,Regular Secondary School,Active,125.1
17VF,U,VOS,secondary,main,Bernard Nieuwentijt College Chr SGM voor Lyceum Havo Mavo Vbo Lwoo,Rode Kruisstraat 83.0 ,1025KM,AMSTERDAM,Noord-Holland,1900-01-01,,True,H,VOS,U,Regular Secondary School,Active,125.1
17VF,U,VOS,secondary,main,Scholengemeenschap ZAAM Noord voor Vwo Havo Mavo Vbo Lwoo,Rode Kruisstraat 83.0 ,1025KM,AMSTERDAM,Noord-Holland,1900-01-01,,True,H,VOS,U,Regular Secondary School,Active,125.1
17VF,U,VOS,secondary,main,Scholengemeenschap ZAAM Noord voor Vwo Havo Mavo Vbo,Rode Kruisstraat 83.0 ,1025KM,AMSTERDAM,Noord-Holland,1900-01-01,,True,A,VOS,U,Regular Secondary School,Active,125.1
17VF04,D,VSTS,secondary,locations,Inst V Chr Ond A'Dam N V Ath Havo Mavo Vbo Ivbo,Pierebaan 5.0 ,1141GV,MONNICKENDAM,Noord-Holland,1900-01-01,,True,H,VSTS,D,Secondary Branch Location,Active,125.1
17VF04,D,VSTS,secondary,locations,B Nieuwentijt Coll Csg Lyc Havo Mavo Vbo Lwoo,Pierebaan 5.0 ,1141GV,MONNICKENDAM,Noord-Holland,1900-01-01,,True,H,VSTS,D,Secondary Branch Location,Active,125.1
17VF04,D,VSTS,secondary,locations,Bernard Nieuwentijt College Chr SGM voor Lyceum Havo Mavo Vbo Lwoo,Pierebaan 5.0 ,1141GV,MONNICKENDAM,Noord-Holland,1900-01-01,,True,H,VSTS,D,Secondary Branch Location,Active,125.1
17VF04,D,VSTS,secondary,locations,Scholengemeenschap ZAAM Noord voor Vwo Havo Mavo Vbo Lwoo,Pierebaan 5.0 ,1141GV,MONNICKENDAM,Noord-Holland,1900-01-01,,True,H,VSTS,D,Secondary Branch Location,Active,125.1
17VF04,D,VSTS,secondary,locations,Scholengemeenschap ZAAM Noord voor Vwo Havo Mavo Vbo,Pierebaan 5.0 ,1141GV,MONNICKENDAM,Noord-Holland,1900-01-01,,True,A,VSTS,D,Secondary Branch Location,Active,125.1
17VF06,D,VSTZ,secondary,locations,Bernard Nieuwentijt College Chr SGM voor Lyceum Havo Mavo Vbo Lwoo,Schoenerstraat 7.0 A,1034XZ,AMSTERDAM,Noord-Holland,2002-08-01,,True,H,VSTZ,D,Secondary Care Location,Active,22.5
17VF06,D,VSTZ,secondary,locations,Scholengemeenschap Zaam Noord Vwo  Havo Mavo Vbo Lwoo,Schoenerstraat 7.0 A,1034XZ,AMSTERDAM,Noord-Holland,2002-08-01,,True,H,VSTZ,D,Secondary Care Location,Active,22.5
17VF06,D,VSTZ,secondary,locations,Scholengemeenschap Zaam Noord Vwo  Havo Mavo Vbo Lwoo,Duinluststraat 20.0 ,1024VK,AMSTERDAM,Noord-Holland,2002-08-01,,True,H,VSTZ,D,Secondary Care Location,Active,22.5
17VF06,D,VSTZ,secondary,locations,Scholengemeenschap ZAAM Noord voor Vwo Havo Mavo Vbo,Duinluststraat 20.0 ,1024VK,AMSTERDAM,Noord-Holland,2002-08-01,,True,A,VSTZ,D,Secondary Care Location,Active,22.5
17VH,U,VOS,secondary,main,Algemene Bijzondere Scholenengemeenschap voor Mavo Lmo En Lto,Prinsessenweg 2.0 ,8931EG,LEEUWARDEN,Friesland,1900-01-01,1998-08-01,False,H,VOS,U,Regular Secondary School,Historical,98.6
17VN,U,VOS,secondary,main,Jacobus College Scholengemeenschap voor LYC HAVO MAVO VBO LWOO,Van der Waalslaan 35.0 ,7535CN,ENSCHEDE,Overijssel,1900-01-01,,True,H,VOS,U,Regular Secondary School,Active,125.1
17VN,U,VOS,secondary,main,Bonhoeffer College voor Lyceum Havo Vmbo Lwoo,Wethouder Beversstraat 165.0 ,7543BK,ENSCHEDE,Overijssel,1900-01-01,,True,H,VOS,U,Regular Secondary School,Active,125.1
17VN,U,VOS,secondary,main,Bonhoeffer College voor Lyceum Havo Mavo Vmbo Lwoo,Wethouder Beversstraat 165.0 ,7543BK,ENSCHEDE,Overijssel,1900-01-01,,True,H,VOS,U,Regular Secondary School,Active,125.1
17VN,U,VOS,secondary,main,Bonhoeffer College voor Lyceum Havo Mavo Vmbo Lwoo,Kuipersdijk 268.0 ,7541WL,ENSCHEDE,Overijssel,1900-01-01,,True,H,VOS,U,Regular Secondary School,Active,125.1
17VN,U,VOS,secondary,main,"Bonhoeffer College voor Gymnasium, Atheneum, Havo, VMBO, LWOO en PrO",Kuipersdijk 268.0 ,7541WL,ENSCHEDE,Overijssel,1900-01-01,,True,H,VOS,U,Regular Secondary School,Active,125.1
17VN,U,VOS,secondary,main,"Bonhoeffer College voor Gymnasium, Atheneum, Havo, VMBO, LWOO en PrO",Vlierstraat 77.0 ,7544GG,ENSCHEDE,Overijssel,1900-01-01,,True,H,VOS,U,Regular Secondary School,Active,125.1
17VN,U,VOS,secondary,main,"Bonhoeffer College voor Gymnasium, Atheneum, Havo, VMBO, LWOO en PrO",Vlierstraat 75.0 ,7544GG,ENSCHEDE,Overijssel,1900-01-01,,True,A,VOS,U,Regular Secondary School,Active,125.1
17VN04,D,VSTS,secondary,locations,Jacobus College SGM voor LYC HAVO MAVO VBO LWOO,Oranjestraat 2.0 ,7581EX,LOSSER,Overijssel,1900-01-01,2000-08-01,False,H,VSTS,D,Secondary Branch Location,Historical,100.6
17VN07,D,VSTZ,secondary,locations,Bonhoeffer College voor Lyceum Havo Mavo Vmbo Lwoo,Lijsterstraat 117.0 ,7523ES,ENSCHEDE,Overijssel,2002-08-01,,True,H,VSTZ,D,Secondary Care Location,Active,22.5
17VP,U,VOS,secondary,main,Peellandcollege Sgs V Ath En Havo,Burgemeester Roefslaan 9.0 ,5753GX,DEURNE,Noord-Brabant,1959-09-01,,True,H,VOS,U,Regular Secondary School,Active,65.4
17VP,U,VOS,secondary,main,Instelling voor Voortgezet Onderwijs Deurne,Burgemeester Roefslaan 9.0 ,5753GX,DEURNE,Noord-Brabant,1959-09-01,,True,H,VOS,U,Regular Secondary School,Active,65.4
17VP,U,VOS,secondary,main,Instelling voor ATH HAVO MAVO VBO LWOO Deurne,Burgemeester Roefslaan 9.0 ,5753GX,DEURNE,Noord-Brabant,1959-09-01,,True,H,VOS,U,Regular Secondary School,Active,65.4
17VP,U,VOS,secondary,main,Instelling voor ATH HAVO MAVO VBO LWOO Deurne,Vloeieindsedreef 5.0 ,5753SM,DEURNE,Noord-Brabant,1959-09-01,,True,H,VOS,U,Regular Secondary School,Active,65.4
17VP,U,VOS,secondary,main,Instelling Voortgezet Onderwijs Deurne voor ATH HAVO MAVO VBO LWOO PRO,Vloeieindsedreef 5.0 ,5753SM,DEURNE,Noord-Brabant,1959-09-01,,True,H,VOS,U,Regular Secondary School,Active,65.4
17VP,U,VOS,secondary,main,Instelling Voortgezet Onderwijs Deurne voor ATH GYM HAVO MAVO VBO LWOO PRO,Vloeieindsedreef 5.0 ,5753SM,DEURNE,Noord-Brabant,1959-09-01,,True,A,VOS,U,Regular Secondary School,Active,65.4
17VP01,D,VSTZ,secondary,locations,Instelling voor Voortgezet Onderwijs Deurne voor ATH HAVO MAVO VBO IVBO,Sint Jozefstraat 72.0 ,5753SK,DEURNE,Noord-Brabant,1997-08-01,,True,H,VSTZ,D,Secondary Care Location,Active,27.5
17VP01,D,VSTZ,secondary,locations,Peelland College voor ATH HAVO MAVO VBO LWOO,Sint Jozefstraat 72.0 ,5753SK,DEURNE,Noord-Brabant,1997-08-01,,True,H,VSTZ,D,Secondary Care Location,Active,27.5
17VP02,D,VSTZ,secondary,locations,Instelling voor Voortgezet Onderwijs Deurne voor ATH HAVO MAVO VBO IVBO,Haspelweg 11.0 ,5751JH,DEURNE,Noord-Brabant,1997-08-01,,True,H,VSTZ,D,Secondary Care Location,Active,27.5
17VP02,D,VSTZ,secondary,locations,Peelland College voor ATH HAVO MAVO VBO LWOO,Haspelweg 11.0 ,5751JH,DEURNE,Noord-Brabant,1997-08-01,,True,H,VSTZ,D,Secondary Care Location,Active,27.5
17VS,U,VOS,secondary,main,Prof Dr S Greijdanus Sgm V Lyc Havo Mavo Vbo Ivbo,Campus 5.0 ,8017CB,ZWOLLE,Overijssel,1974-08-01,,True,H,VOS,U,Regular Secondary School,Active,50.5
17VS,U,VOS,secondary,main,Greijdanus college v LYC HAVO MAVO VBO IVBO,Campus 5.0 ,8017CB,ZWOLLE,Overijssel,1974-08-01,,True,H,VOS,U,Regular Secondary School,Active,50.5
17VS,U,VOS,secondary,main,Prof dr S Greijdanus College voor Vwo Havo Mavo Vbo Lwoo,Campus 5.0 ,8017CB,ZWOLLE,Overijssel,1974-08-01,,True,H,VOS,U,Regular Secondary School,Active,50.5
17VS,U,VOS,secondary,main,Greijdanus School voor LWOO VMBO HAVO VWO,Campus 5.0 ,8017CB,ZWOLLE,Overijssel,1974-08-01,,True,H,VOS,U,Regular Secondary School,Active,50.5
17VS,U,VOS,secondary,main,Greijdanus School voor LWOO PRO VMBO HAVO VWO,Campus 5.0 ,8017CB,ZWOLLE,Overijssel,1974-08-01,,True,A,VOS,U,Regular Secondary School,Active,50.5
17VS02,D,VSTS,secondary,locations,Prof dr S Greijdanus College voor Vwo Havo Mavo Vbo Lwoo,Deppenbroekstraat 4.0 ,7523PB,ENSCHEDE,Overijssel,1974-08-01,,True,H,VSTS,D,Secondary Branch Location,Active,50.5
17VS02,D,VSTS,secondary,locations,Greijdanus School voor LWOO VMBO HAVO VWO,Deppenbroekstraat 4.0 ,7523PB,ENSCHEDE,Overijssel,1974-08-01,,True,H,VSTS,D,Secondary Branch Location,Active,50.5
17VS02,D,VSTS,secondary,locations,Greijdanus School voor LWOO VMBO HAVO VWO,Deppenbroekstraat 4.0 ,7523PB,ENSCHEDE,Overijssel,1974-08-01,,True,A,VSTS,D,Secondary Branch Location,Active,50.5
17VS03,D,VSTS,secondary,locations,Prof dr S Greijdanus College voor Vwo Havo Mavo Vbo Lwoo,Burg Schuitestraat 7.0 A,7772BS,HARDENBERG,Overijssel,1974-08-01,,True,H,VSTS,D,Secondary Branch Location,Active,50.5
17VS03,D,VSTS,secondary,locations,Greijdanus School voor LWOO VMBO HAVO VWO,Burg Schuitestraat 7.0 A,7772BS,HARDENBERG,Overijssel,1974-08-01,,True,H,VSTS,D,Secondary Branch Location,Active,50.5
17VS03,D,VSTS,secondary,locations,Greijdanus School voor LWOO VMBO HAVO VWO,Burg Schuitestraat 7.0 A,7772BS,HARDENBERG,Overijssel,1974-08-01,,True,A,VSTS,D,Secondary Branch Location,Active,50.5
17VS04,D,VSTS,secondary,locations,Prof dr S Greijdanus College voor Vwo Havo Mavo Vbo Lwoo,Schoolstraat 5.0 ,7941CA,MEPPEL,Drenthe,1974-08-01,,True,H,VSTS,D,Secondary Branch Location,Active,50.5
17VS04,D,VSTS,secondary,locations,Greijdanus School voor LWOO VMBO HAVO VWO,Schoolstraat 5.0 ,7941CA,MEPPEL,Drenthe,1974-08-01,,True,H,VSTS,D,Secondary Branch Location,Active,50.5
17VS04,D,VSTS,secondary,locations,Greijdanus School voor LWOO VMBO HAVO VWO,Schoolstraat 5.0 ,7941CA,MEPPEL,Drenthe,1974-08-01,,True,A,VSTS,D,Secondary Branch Location,Active,50.5
17WG,U,VOS,secondary,main,Tooropschool voor Rooms katholieke Mavo,Tooroplaan 8.0 ,3055VG,ROTTERDAM,Zuid-Holland,1900-01-01,2001-08-01,False,H,VOS,U,Regular Secondary School,Historical,101.6
17WI,U,VOS,secondary,main,Jeanne D Arc Coll Rk Sgm V Lyc Havo Mavo Vbo Ivbo,Oude Molenweg 130.0 ,6228XW,MAASTRICHT,Limburg,1900-01-01,2004-08-01,False,H,VOS,U,Regular Secondary School,Historical,104.6
17WI,U,VOS,secondary,main,Jeanne d Arc College SGM voor Lyc Havo Mavo Vbo Lwoo,Oude Molenweg 130.0 ,6228XW,MAASTRICHT,Limburg,1900-01-01,2004-08-01,False,H,VOS,U,Regular Secondary School,Historical,104.6
