NR_ADMINISTRATIE,CODE_FUNCTIE,CODE_SOORT,education_sector,institution_type,NAAM_VOLLEDIG,full_address,POSTCODE_VEST,NAAM_PLAATS_VEST,PROVINCIE_VEST,DT_IN_BEDRIJF,DT_UIT_BEDRIJF,is_active,CODE_STAND_RECORD,location_type,function_type,education_type,temporal_status,years_of_operation
05FL,U,PROS,secondary,specialized,Praktijkschool Sint Marcus,Enk 130.0 ,3075VC,ROTTERDAM,Zuid-Holland,1978-08-28,2001-08-01,False,H,PROS,U,Practical Education,Historical,22.9
05GV,U,PROS,secondary,specialized,Guus Klinkersschool voor Voortgezet Speciaal Onderwijs,Einighauserweg 25.0 ,6163AK,GELEEN,Limburg,1978-05-01,,True,H,PROS,U,Practical Education,Active,46.7
05GV,U,PROS,secondary,specialized,DaCapo-College Einighauserweg,Einighauserweg 25.0 ,6163AK,GELEEN,Limburg,1978-05-01,,True,H,PROS,U,Practical Education,Active,46.7
05GV,U,PROS,secondary,specialized,DaCapo-College Einighauserweg,Einighauserweg 25.0 ,6163AK,GELEEN,Limburg,1978-05-01,,True,A,PROS,U,Practical Education,Active,46.7
05GX,U,PROS,secondary,specialized,VSO MLK Deken van de Heuvel,Ptr van den Elsenstraat 1.0 ,5421HZ,GEMERT,Noord-Brabant,1978-08-01,2002-08-01,False,H,PROS,U,Practical Education,Historical,24.0
05HI,U,VOS,secondary,main,RK VBO WAARDSE KIL,Hectorlaan 7.0 ,1702CL,HEERHUGOWAARD,Noord-Holland,1978-01-01,1997-08-01,False,H,VOS,U,Regular Secondary School,Historical,19.6
05JD,U,VOS,secondary,main,BERNARDUS ALFRINK COLL,Langestraat 3.0 ,1741HB,SCHAGEN,Noord-Holland,1976-08-01,1997-08-01,False,H,VOS,U,Regular Secondary School,Historical,21.0
05LF,U,VOS,secondary,main,Marnix College School voor Gymnasium,Gildestraat 1.0 ,6711DM,EDE GLD,Gelderland,1937-03-13,2007-08-01,False,H,VOS,U,Regular Secondary School,Historical,70.4
05LF,U,VOS,secondary,main,Marnix College School voor Gymnasium,Prins Bernhardlaan 30.0 ,6713MC,EDE,Gelderland,1937-03-13,2007-08-01,False,H,VOS,U,Regular Secondary School,Historical,70.4
05NE,U,PROS,secondary,specialized,Christelijke School voor Basisonderwijs J J Boumanschool,Hantumerweg 30.0 ,9101AB,DOKKUM,Friesland,1981-09-01,,True,H,PROS,U,Practical Education,Active,43.4
05NE,U,PROS,secondary,specialized,Christelijke School voor Praktijkonderwijs J J Boumaschool,Hantumerweg 30.0 ,9101AB,DOKKUM,Friesland,1981-09-01,,True,H,PROS,U,Practical Education,Active,43.4
05NE,U,PROS,secondary,specialized,Christelijke School voor Praktijkonderwijs J J Boumanschool,Hantumerweg 30.0 ,9101AB,DOKKUM,Friesland,1981-09-01,,True,H,PROS,U,Practical Education,Active,43.4
05NE,U,PROS,secondary,specialized,Christelijke School voor Praktijkonderwijs J J Boumanschool,Birdaarderstraatweg 82.0 ,9101PK,DOKKUM,Friesland,1981-09-01,,True,H,PROS,U,Practical Education,Active,43.4
05NE,U,PROS,secondary,specialized,PRO Dokkum,Birdaarderstraatweg 82.0 ,9101PK,DOKKUM,Friesland,1981-09-01,,True,H,PROS,U,Practical Education,Active,43.4
05NE,U,PROS,secondary,specialized,PRO Dokkum,Birdaarderstraatweg 82.0 ,9101PK,DOKKUM,Friesland,1981-09-01,,True,A,PROS,U,Practical Education,Active,43.4
05NV,U,PROS,secondary,specialized,De Rotonde school voor praktijkonderwijs,Mercuriusstraat 19.0 ,8303BG,EMMELOORD,Flevoland,1979-08-01,,True,H,PROS,U,Practical Education,Active,45.5
05NV,U,PROS,secondary,specialized,Groenhorst College voor Praktijkonderwijs,Scandinavielaan 33.0 A,8303GN,EMMELOORD,Flevoland,1979-08-01,,True,H,PROS,U,Practical Education,Active,45.5
05NV,U,PROS,secondary,specialized,Aeres Praktijkonderwijs Emmeloord,Scandinavielaan 33.0 A,8303GN,EMMELOORD,Flevoland,1979-08-01,,True,H,PROS,U,Practical Education,Active,45.5
05NV,U,PROS,secondary,specialized,Aeres Praktijkonderwijs Emmeloord,Scandinavielaan 33.0 A,8303GN,EMMELOORD,Flevoland,1979-08-01,,True,A,PROS,U,Practical Education,Active,45.5
05OH,U,VOS,secondary,main,Buys Ballot College Scholengemeenschap voor Lyceum Havo Mavo Vbo Lwoo,Bergweg 4.0 ,4461NB,GOES,Zeeland,1968-08-01,,True,H,VOS,U,Regular Secondary School,Active,56.5
05OH,U,VOS,secondary,main,Ostrea Lyceum voor Lyceum Havo Mavo Vbo Lwoo,Bergweg 4.0 ,4461NB,GOES,Zeeland,1968-08-01,,True,H,VOS,U,Regular Secondary School,Active,56.5
05OH,U,VOS,secondary,main,Ostrea Lyceum voor Lyceum Havo Mavo Vbo Lwoo,Bergweg 4.0 ,4461NB,GOES,Zeeland,1968-08-01,,True,A,VOS,U,Regular Secondary School,Active,56.5
05OP,U,PROS,secondary,specialized,Christelijkeschool voor praktijkonderwijs De Bolster,Multatulistraat 91.0 ,9721NH,GRONINGEN,Groningen,1979-11-01,,True,H,PROS,U,Practical Education,Active,45.2
05OP,U,PROS,secondary,specialized,Christelijkeschool voor praktijkonderwijs De Bolster,Multatulistraat 91.0 ,9721NH,GRONINGEN,Groningen,1979-11-01,,True,A,PROS,U,Practical Education,Active,45.2
05PL,U,VOS,secondary,main,Ds. Pierson College voor Mavo Havo Atheneum,Geraert ter Borchstraat 1.0 ,5212CZ,'S-HERTOGENBOSCH,Noord-Brabant,1975-08-01,,True,H,VOS,U,Regular Secondary School,Active,49.5
05PL,U,VOS,secondary,main,Ds. Pierson College voor Mavo Havo Atheneum,Geraert ter Borchstraat 1.0 ,5212CZ,'S-HERTOGENBOSCH,Noord-Brabant,1975-08-01,,True,A,VOS,U,Regular Secondary School,Active,49.5
05RA,U,VOS,secondary,main,Veenlanden College PC SGM v Mavo Havo Atheneum,Diamant 9.0 ,3641XR,MIJDRECHT,Utrecht,1979-08-01,,True,H,VOS,U,Regular Secondary School,Active,45.5
05RA,U,VOS,secondary,main,Veenlanden College PC SGM v Mavo Havo Atheneum,Diamant 9.0 ,3641XR,MIJDRECHT,Utrecht,1979-08-01,,True,A,VOS,U,Regular Secondary School,Active,45.5
05SU,U,PROS,secondary,specialized,Jac Juchschool,Talingstraat 170.0 ,3082MH,ROTTERDAM,Zuid-Holland,1977-08-01,2001-08-01,False,H,PROS,U,Practical Education,Historical,24.0
05TA,U,VOS,secondary,main,Christelijke Scholengemeenschap voor Atheneum Havo Mavo Willem De Zwijger,Willem de Zwijgerstraat 1.0 -3,2871TJ,SCHOONHOVEN,Zuid-Holland,1981-08-01,,True,H,VOS,U,Regular Secondary School,Active,43.5
05TA,U,VOS,secondary,main,Christelijke Scholengemeenschap voor Atheneum Havo Mavo Willem De Zwijger,Kamerlingh Onnesdreef 4.0 ,2871JN,SCHOONHOVEN,Zuid-Holland,1981-08-01,,True,H,VOS,U,Regular Secondary School,Active,43.5
05TA,U,VOS,secondary,main,Christelijke Scholengemeenschap voor Atheneum Havo Mavo Willem De Zwijger,Kamerlingh Onnesdreef 4.0 ,2871JN,SCHOONHOVEN,Zuid-Holland,1981-08-01,,True,A,VOS,U,Regular Secondary School,Active,43.5
05VN,U,PROS,secondary,specialized,Christelijke School voor Voorbereidend Beroepsonderwijs,Sleedoornstraat 1.0 ,8013XE,ZWOLLE,Overijssel,1981-09-10,,True,H,PROS,U,Practical Education,Active,43.4
05VN,U,PROS,secondary,specialized,De Boog Christelijke School voor Praktijkonderwijs,Sleedoornstraat 1.0 ,8013XE,ZWOLLE,Overijssel,1981-09-10,,True,H,PROS,U,Practical Education,Active,43.4
05VN,U,PROS,secondary,specialized,De Boog Christelijke School voor Praktijkonderwijs,Blaloweg 1.0 ,8041AH,ZWOLLE,Overijssel,1981-09-10,,True,H,PROS,U,Practical Education,Active,43.4
05VN,U,PROS,secondary,specialized,De Boog Christelijke School voor Praktijkonderwijs,Blaloweg 1.0 a,8041AH,ZWOLLE,Overijssel,1981-09-10,,True,H,PROS,U,Practical Education,Active,43.4
05VN,U,PROS,secondary,specialized,Talentstad Praktijkonderwijs,Blaloweg 1.0 a,8041AH,ZWOLLE,Overijssel,1981-09-10,,True,A,PROS,U,Practical Education,Active,43.4
05XJ,U,VOS,secondary,main,Citycollege Sint Franciscus voor Vwo en Havo,Beukelsdijk 91.0 ,3021AE,ROTTERDAM,Zuid-Holland,1976-08-01,,True,H,VOS,U,Regular Secondary School,Active,48.5
05XJ,U,VOS,secondary,main,Het Lyceum Rotterdam voor Vwo en Havo,Beukelsdijk 91.0 ,3021AE,ROTTERDAM,Zuid-Holland,1976-08-01,,True,H,VOS,U,Regular Secondary School,Active,48.5
05XJ,U,VOS,secondary,main,Het Lyceum Rotterdam voor Vwo en Havo,Beukelsdijk 91.0 ,3021AE,ROTTERDAM,Zuid-Holland,1976-08-01,,True,A,VOS,U,Regular Secondary School,Active,48.5
06DT,U,PROS,secondary,specialized,School voor Practische Vorming,Jacob Catsstraat 37.0 -39,7901JK,HOOGEVEEN,Drenthe,1978-01-01,,True,H,PROS,U,Practical Education,Active,47.1
06DT,U,PROS,secondary,specialized,School voor Praktijkonderwijs,Jacob Catsstraat 37.0 -39,7901JK,HOOGEVEEN,Drenthe,1978-01-01,,True,H,PROS,U,Practical Education,Active,47.1
06DT,U,PROS,secondary,specialized,School voor Praktijkonderwijs De Meander,Jacob Catsstraat 37.0 -39,7901JK,HOOGEVEEN,Drenthe,1978-01-01,,True,H,PROS,U,Practical Education,Active,47.1
06DT,U,PROS,secondary,specialized,School voor Praktijkonderwijs De Meander,Wolfsbosstraat 7.0 A,7905BZ,HOOGEVEEN,Drenthe,1978-01-01,,True,H,PROS,U,Practical Education,Active,47.1
06DT,U,PROS,secondary,specialized,School voor Praktijkonderwijs De Meander,Wolfsbosstraat 7.0 A,7905BZ,HOOGEVEEN,Drenthe,1978-01-01,,True,A,PROS,U,Practical Education,Active,47.1
06HF,U,VOS,secondary,main,Comeniuscollege Sgm Voor Ath Havo Mavo,Kleinveld 25.0 ,5401ZW,UDEN,Noord-Brabant,1978-08-01,,True,H,VOS,U,Regular Secondary School,Active,46.5
06HF,U,VOS,secondary,main,Udens College voor Lyceum Havo Mavo Vbo Lwoo,Maatsestraat 2.0 ,5402VR,UDEN,Noord-Brabant,1978-08-01,,True,H,VOS,U,Regular Secondary School,Active,46.5
06HF,U,VOS,secondary,main,Udens College voor Lyceum Havo Mavo Vbo Lwoo,Schepenhoek 101.0 ,5403GA,UDEN,Noord-Brabant,1978-08-01,,True,H,VOS,U,Regular Secondary School,Active,46.5
06HF,U,VOS,secondary,main,Udens College voor Lyceum Havo Mavo Vbo Lwoo,President Kennedylaan 22.0 b,5402KD,UDEN,Noord-Brabant,1978-08-01,,True,H,VOS,U,Regular Secondary School,Active,46.5
06HF,U,VOS,secondary,main,Udens College voor Lyceum Havo Mavo Vbo Lwoo,President Kennedylaan 22.0 b,5402KD,UDEN,Noord-Brabant,1978-08-01,,True,A,VOS,U,Regular Secondary School,Active,46.5
06NA,U,VOS,secondary,main,Vrije School Brabant voor Voortgezet Onderwijs,Woenselsestraat 316.0 ,5623EG,EINDHOVEN,Noord-Brabant,1984-08-01,2000-08-01,False,H,VOS,U,Regular Secondary School,Historical,16.0
06NV,U,VOS,secondary,main,SGS WALTERUS DE BEECKE,Wijnkelderweg 5.0 ,5741ND,BEEK EN DONK,Noord-Brabant,1977-08-01,1997-08-01,False,H,VOS,U,Regular Secondary School,Historical,20.0
06SU,U,VOS,secondary,main,Ichthus College Scholengemeenschap voor Atheneum Havo Mavo,Vondellaan 4.0 ,3906EA,VEENENDAAL,Utrecht,1977-08-01,,True,H,VOS,U,Regular Secondary School,Active,47.5
06SU,U,VOS,secondary,main,Ichthus College Scholengemeenschap voor Atheneum Havo Mavo,Vondellaan 4.0 ,3906EA,VEENENDAAL,Utrecht,1977-08-01,,True,A,VOS,U,Regular Secondary School,Active,47.5
06VT,U,VOS,secondary,main,Sch Gem Nuenen Mavo Lhno,Sportlaan 8.0 ,5671GR,NUENEN,Noord-Brabant,1978-08-01,1998-08-01,False,H,VOS,U,Regular Secondary School,Historical,20.0
06VT,U,VOS,secondary,main,Pleincollege Nuenen,Sportlaan 8.0 ,5671GR,NUENEN,Noord-Brabant,1978-08-01,1998-08-01,False,H,VOS,U,Regular Secondary School,Historical,20.0
06WY,U,VOS,secondary,main,Scholengemeenschap De Grienden voor Mavo en Vbo,Prof Kamerlingh Onnesln 109.0 ,3362VE,SLIEDRECHT,Zuid-Holland,1980-08-01,,True,H,VOS,U,Regular Secondary School,Active,44.5
06WY,U,VOS,secondary,main,Griendencollege,Prof Kamerlingh Onnesln 109.0 ,3362VE,SLIEDRECHT,Zuid-Holland,1980-08-01,,True,H,VOS,U,Regular Secondary School,Active,44.5
06WY,U,VOS,secondary,main,De Grienden Scholengemeenschap voor Mavo Vbo Lwoo,Prof Kamerlingh Onnesln 109.0 ,3362VE,SLIEDRECHT,Zuid-Holland,1980-08-01,,True,H,VOS,U,Regular Secondary School,Active,44.5
06WY,U,VOS,secondary,main,Griendencollege voor VMBO,Prof Kamerlingh Onnesln 109.0 ,3362VE,SLIEDRECHT,Zuid-Holland,1980-08-01,,True,H,VOS,U,Regular Secondary School,Active,44.5
06WY,U,VOS,secondary,main,Griendencollege voor VMBO,Prof Kamerlingh Onnesln 109.0 ,3362VE,SLIEDRECHT,Zuid-Holland,1980-08-01,,True,A,VOS,U,Regular Secondary School,Active,44.5
06WY02,D,VSTZ,secondary,locations,De Grienden Scholengemeenschap voor Mavo Vbo Lwoo,Van Der Palmpad 2.0 ,3351GZ,PAPENDRECHT,Zuid-Holland,2002-08-01,2005-08-01,False,H,VSTZ,D,Secondary Care Location,Historical,3.0
06WY02,D,VSTZ,secondary,locations,Grienden College voor VMBO,Van Der Palmpad 2.0 ,3351GZ,PAPENDRECHT,Zuid-Holland,2002-08-01,2005-08-01,False,H,VSTZ,D,Secondary Care Location,Historical,3.0
06XL,U,VOS,secondary,main,Thomas More Col Sgm Kath Ath Havo Mavo Vbo Ivbo,Eikenlaan 18.0 ,4731CR,OUDENBOSCH,Noord-Brabant,1900-01-01,,True,H,VOS,U,Regular Secondary School,Active,125.1
06XL,U,VOS,secondary,main,Markland College Katholieke Scholengemeenschap voor Atheneum Havo Mavo Vbo Lwoo,Beukenlaan 1.0 ,4731CD,OUDENBOSCH,Noord-Brabant,1900-01-01,,True,H,VOS,U,Regular Secondary School,Active,125.1
06XL,U,VOS,secondary,main,Markland College Katholieke Scholengemeenschap voor Atheneum Havo Mavo Vbo Lwoo,Pagnevaartweg 7.0 ,4731AA,OUDENBOSCH,Noord-Brabant,1900-01-01,,True,H,VOS,U,Regular Secondary School,Active,125.1
06XL,U,VOS,secondary,main,Markland College Katholieke Scholengem. voor Gymn. Ath. Havo Mavo Vmbo Pro,Pagnevaartweg 7.0 ,4731AA,OUDENBOSCH,Noord-Brabant,1900-01-01,,True,H,VOS,U,Regular Secondary School,Active,125.1
06XL,U,VOS,secondary,main,Markland College Oudenbosch Katholieke SGM voor Gymn Ath Havo Mavo Vmbo Pro,Pagnevaartweg 7.0 ,4731AA,OUDENBOSCH,Noord-Brabant,1900-01-01,,True,H,VOS,U,Regular Secondary School,Active,125.1
06XL,U,VOS,secondary,main,Markland College Oudenbosch Katholieke SGM voor Gymn Ath Havo Mavo Vmbo Pro,Pagnevaartweg 5.0 ,4731AA,OUDENBOSCH,Noord-Brabant,1900-01-01,,True,H,VOS,U,Regular Secondary School,Active,125.1
06XL,U,VOS,secondary,main,Markland College Oudenbosch Katholieke SGM voor Gymn Ath Havo Mavo Vmbo,Pagnevaartweg 5.0 ,4731AA,OUDENBOSCH,Noord-Brabant,1900-01-01,,True,H,VOS,U,Regular Secondary School,Active,125.1
06XL,U,VOS,secondary,main,Markland College Oudenbosch Katholieke SGM voor Gymn Ath Havo Mavo Vmbo,Eikenlaan 18.0 ,4731CR,OUDENBOSCH,Noord-Brabant,1900-01-01,,True,A,VOS,U,Regular Secondary School,Active,125.1
06XL01,D,VSTS,secondary,locations,Thomas More Col Sgm Kath Ath Havo Mavo Vbo Ivbo,Burgemeester Vranckenstr 6.0 ,4761AD,ZEVENBERGEN,Noord-Brabant,1900-01-01,2010-08-01,False,H,VSTS,D,Secondary Branch Location,Historical,110.6
06XL01,D,VSTS,secondary,locations,Markland College Katholieke Scholengemeenschap voor Atheneum Havo Mavo Vbo Lwoo,Burgemeester Vranckenstr 6.0 ,4761AD,ZEVENBERGEN,Noord-Brabant,1900-01-01,2010-08-01,False,H,VSTS,D,Secondary Branch Location,Historical,110.6
06XL01,D,VSTS,secondary,locations,Markland College Katholieke Scholengemeenschap voor Atheneum Havo Mavo Vbo Lwoo,Gildelaan 82.0 ,4761BA,ZEVENBERGEN,Noord-Brabant,1900-01-01,2010-08-01,False,H,VSTS,D,Secondary Branch Location,Historical,110.6
06XL01,D,VSTS,secondary,locations,Markland College Katholieke Scholengem. voor Gymn. Ath. Havo Mavo Vmbo Pro,Gildelaan 82.0 ,4761BA,ZEVENBERGEN,Noord-Brabant,1900-01-01,2010-08-01,False,H,VSTS,D,Secondary Branch Location,Historical,110.6
06XL03,D,VSTZ,secondary,locations,Markland College Katholieke Scholengemeenschap voor Atheneum Havo Mavo Vbo Lwoo,Mauritsweg 20.0 ,4791JL,KLUNDERT,Noord-Brabant,2000-08-01,2019-08-01,False,H,VSTZ,D,Secondary Care Location,Historical,19.0
06XL03,D,VSTZ,secondary,locations,Markland College Katholieke Scholengemeenschap voor Atheneum Havo Mavo Vbo Lwoo,'t Ravelijn 40.0 A,4791KC,KLUNDERT,Noord-Brabant,2000-08-01,2019-08-01,False,H,VSTZ,D,Secondary Care Location,Historical,19.0
06XL03,D,VSTZ,secondary,locations,Markland College Katholieke Scholengem. voor Gymn. Ath. Havo Mavo Vmbo Pro,'t Ravelijn 40.0 A,4791KC,KLUNDERT,Noord-Brabant,2000-08-01,2019-08-01,False,H,VSTZ,D,Secondary Care Location,Historical,19.0
06XL03,D,VSTZ,secondary,locations,Markland College Katholieke Scholengem. voor Gymn. Ath. Havo Mavo Vmbo Pro,'t Ravelijn 40.0 A,4791KC,KLUNDERT,Noord-Brabant,2000-08-01,2019-08-01,False,A,VSTZ,D,Secondary Care Location,Historical,19.0
07BM,U,PROS,secondary,specialized,Praktijkschool De Baanbreker,Baden Powellweg 1.0 ,3401RR,IJSSELSTEIN,Utrecht,1980-08-01,,True,H,PROS,U,Practical Education,Active,44.5
07BM,U,PROS,secondary,specialized,"De Baanbreker, school voor praktijkonderwijs",Baden Powellweg 1.0 ,3401RR,IJSSELSTEIN,Utrecht,1980-08-01,,True,H,PROS,U,Practical Education,Active,44.5
07BM,U,PROS,secondary,specialized,"De Baanbreker, school voor praktijkonderwijs",Baden Powellweg 1.0 ,3401RR,IJSSELSTEIN,Utrecht,1980-08-01,,True,A,PROS,U,Practical Education,Active,44.5
07BQ,U,VOS,secondary,main,Havo Vh Coll Sittard,Bradleystraat 25.0 ,6135CV,SITTARD,Limburg,1968-08-01,,True,H,VOS,U,Regular Secondary School,Active,56.5
07BQ,U,VOS,secondary,main,Serviam College voor HAVO,Bradleystraat 25.0 ,6135CV,SITTARD,Limburg,1968-08-01,,True,H,VOS,U,Regular Secondary School,Active,56.5
07BQ,U,VOS,secondary,main,HAVO van de Trevianum Scholengroep,Bradleystraat 25.0 ,6135CV,SITTARD,Limburg,1968-08-01,,True,H,VOS,U,Regular Secondary School,Active,56.5
07BQ,U,VOS,secondary,main,HAVO van de Trevianum Scholengroep,Bradleystraat 25.0 ,6135CV,SITTARD,Limburg,1968-08-01,,True,A,VOS,U,Regular Secondary School,Active,56.5
07DR,U,VOS,secondary,main,SGM ALKEMADE,Opaalstraat 5.0 ,2332TA,LEIDEN,Zuid-Holland,1984-08-01,1990-08-01,False,H,VOS,U,Regular Secondary School,Historical,6.0
07FB,U,VOS,secondary,main,Chr Inst Stimulans,Bloemhof 83.0 ,1403NB,BUSSUM,Noord-Holland,1981-08-01,2000-08-01,False,H,VOS,U,Regular Secondary School,Historical,19.0
07FB,U,VOS,secondary,main,Chr Inst Stimulans,Graaf Florislaan 2.0 ,1405BT,BUSSUM,Noord-Holland,1981-08-01,2000-08-01,False,H,VOS,U,Regular Secondary School,Historical,19.0
07FH,U,VOS,secondary,main,Mendel College Interconfessionele Scholengemeenschap Voor Mavo Havo Vwo,Pim Mulierlaan 4.0 -6,2024BT,HAARLEM,Noord-Holland,1900-01-01,,True,H,VOS,U,Regular Secondary School,Active,125.1
07FH,U,VOS,secondary,main,Mendel College Interconfessionele Scholengemeenschap Voor Mavo Havo Vwo,Pim Mulierlaan 4.0 -6,2024BT,HAARLEM,Noord-Holland,1900-01-01,,True,A,VOS,U,Regular Secondary School,Active,125.1
07FO,U,PROS,secondary,specialized,Praktijkschool Westfriesland,Gording 124.0 ,1628JG,HOORN NH,Noord-Holland,1981-09-01,,True,H,PROS,U,Practical Education,Active,43.4
07FO,U,PROS,secondary,specialized,Praktijkschool Westfriesland locatie Hoorn,Gording 124.0 ,1628JG,HOORN NH,Noord-Holland,1981-09-01,,True,H,PROS,U,Practical Education,Active,43.4
07FO,U,PROS,secondary,specialized,Praktijkschool Westfriesland locatie Hoorn,Gording 124.0 ,1628JG,HOORN NH,Noord-Holland,1981-09-01,,True,A,PROS,U,Practical Education,Active,43.4
07HF,U,PROS,secondary,specialized,Rotterdam West Sch V Chr Vso Aan Mlk,Roemer Visscherstraat 32.0 ,3027EE,ROTTERDAM,Zuid-Holland,1985-08-01,,True,H,PROS,U,Practical Education,Active,39.5
07HF,U,PROS,secondary,specialized,Rotterdam West School v Christelijk VSO aan MLK,Roemer Visscherstraat 32.0 ,3027EE,ROTTERDAM,Zuid-Holland,1985-08-01,,True,H,PROS,U,Practical Education,Active,39.5
07HF,U,PROS,secondary,specialized,Accent praktijkonderwijs RV,Roemer Visscherstraat 32.0 ,3027EE,ROTTERDAM,Zuid-Holland,1985-08-01,,True,H,PROS,U,Practical Education,Active,39.5
07HF,U,PROS,secondary,specialized,Accent Praktijkonderwijs Delfshaven,Roemer Visscherstraat 32.0 ,3027EE,ROTTERDAM,Zuid-Holland,1985-08-01,,True,H,PROS,U,Practical Education,Active,39.5
07HF,U,PROS,secondary,specialized,Accent Praktijkonderwijs Delfshaven,Japarastraat 4.0 ,3029NA,ROTTERDAM,Zuid-Holland,1985-08-01,,True,H,PROS,U,Practical Education,Active,39.5
07HF,U,PROS,secondary,specialized,Accent Praktijkonderwijs Delfshaven,Japarastraat 4.0 ,3029NA,ROTTERDAM,Zuid-Holland,1985-08-01,,True,A,PROS,U,Practical Education,Active,39.5
07IN,U,VOS,secondary,main,Lucia Petrus Mavo,Stationssingel 70.0 ,3033HJ,ROTTERDAM,Zuid-Holland,1900-01-01,1999-08-01,False,H,VOS,U,Regular Secondary School,Historical,99.6
07IN,U,VOS,secondary,main,Lucia Petrus MAVO,Stationssingel 70.0 ,3033HJ,ROTTERDAM,Zuid-Holland,1900-01-01,1999-08-01,False,H,VOS,U,Regular Secondary School,Historical,99.6
07KP,U,VOS,secondary,main,Scholengemeenschap Maarsbergen voor Mavo Vbo,Woudenbergseweg 22.0 A,3953MG,MAARSBERGEN,Utrecht,1986-08-01,2024-08-01,False,H,VOS,U,Regular Secondary School,Historical,38.0
07KP,U,VOS,secondary,main,Vakcollege Maarsbergen voor Mavo Vbo,Woudenbergseweg 22.0 A,3953MG,MAARSBERGEN,Utrecht,1986-08-01,2024-08-01,False,H,VOS,U,Regular Secondary School,Historical,38.0
07KP,U,VOS,secondary,main,"NXT Maarsbergen voor vmbo, mavo",Woudenbergseweg 22.0 A,3953MG,MAARSBERGEN,Utrecht,1986-08-01,2024-08-01,False,H,VOS,U,Regular Secondary School,Historical,38.0
07KP,U,VOS,secondary,main,"NXT Maarsbergen voor openbaar mavo, vmbo",Woudenbergseweg 22.0 A,3953MG,MAARSBERGEN,Utrecht,1986-08-01,2024-08-01,False,A,VOS,U,Regular Secondary School,Historical,38.0
07LG,U,VOS,secondary,main,Thijcollege Scholengemeenschap voor Atheneum Havo en Mavo,Thijlaan 30.0 ,7576ZB,OLDENZAAL,Overijssel,1975-08-01,2000-08-01,False,H,VOS,U,Regular Secondary School,Historical,25.0
07MU,U,VOS,secondary,main,Rodenborchcollege Rk Sgm V Ath Havo Mavo,T.M. Kortenhorstlaan 4.0 ,5244GD,ROSMALEN,Noord-Brabant,1975-08-01,,True,H,VOS,U,Regular Secondary School,Active,49.5
07MU,U,VOS,secondary,main,Rodenborchcollege Rooms Katholieke Scholengemeenschap voor Atheneum Havo Mavo,T.M. Kortenhorstlaan 4.0 ,5244GD,ROSMALEN,Noord-Brabant,1975-08-01,,True,H,VOS,U,Regular Secondary School,Active,49.5
07MU,U,VOS,secondary,main,Rodenborch-College voor Atheneum Havo Mavo,T.M. Kortenhorstlaan 4.0 ,5244GD,ROSMALEN,Noord-Brabant,1975-08-01,,True,H,VOS,U,Regular Secondary School,Active,49.5
07MU,U,VOS,secondary,main,Rodenborch-College voor Atheneum Havo Mavo,Rietpad 4.0 ,5245PE,ROSMALEN,Noord-Brabant,1975-08-01,,True,A,VOS,U,Regular Secondary School,Active,49.5
07MZ,U,PROS,secondary,specialized,Voortgezet Speciaal Onderwijs De Poort,Duinstraat 55.0 ,2584AW,'S-GRAVENHAGE,Zuid-Holland,1978-01-01,,True,H,PROS,U,Practical Education,Active,47.1
07MZ,U,PROS,secondary,specialized,Protestants Christelijke School voor Praktijkonderwijs De Poort,Duinstraat 55.0 ,2584AW,'S-GRAVENHAGE,Zuid-Holland,1978-01-01,,True,H,PROS,U,Practical Education,Active,47.1
07MZ,U,PROS,secondary,specialized,Protestants Christelijke School voor Praktijkonderwijs De Poort,2e Sweelinckstraat 160.0 ,2517HB,'S-GRAVENHAGE,Zuid-Holland,1978-01-01,,True,H,PROS,U,Practical Education,Active,47.1
07MZ,U,PROS,secondary,specialized,Protestants Christelijke School voor Praktijkonderwijs De Poort,2e Sweelinckstraat 160.0 ,2517HB,'S-GRAVENHAGE,Zuid-Holland,1978-01-01,,True,A,PROS,U,Practical Education,Active,47.1
07MZ01,D,VSTZ,secondary,locations,Protestants Christelijke School voor Praktijkonderwijs De Poort,Landrepad 7.0 ,2551CT,'S-GRAVENHAGE,Zuid-Holland,2001-08-01,2023-08-01,False,H,VSTZ,D,Secondary Care Location,Historical,22.0
07MZ01,D,VSTZ,secondary,locations,Protestants Christelijke School voor Praktijkonderwijs De Poort,Landrepad 7.0 ,2551CT,'S-GRAVENHAGE,Zuid-Holland,2001-08-01,2023-08-01,False,A,VSTZ,D,Secondary Care Location,Historical,22.0
07PK,U,VOS,secondary,main,Pc Rk Sgm Arnhem Oost V Lyc Havo Mavo Vbo Ivbo,IJssellaan 89.0 ,6826DM,ARNHEM,Gelderland,1980-08-01,,True,H,VOS,U,Regular Secondary School,Active,44.5
07PK,U,VOS,secondary,main,PC RK SGM Arnhem Oost v Lyc Havo Mavo Vbo Lwoo,IJssellaan 89.0 ,6826DM,ARNHEM,Gelderland,1980-08-01,,True,H,VOS,U,Regular Secondary School,Active,44.5
07PK,U,VOS,secondary,main,Arentheem College interconf. school,IJssellaan 89.0 ,6826DM,ARNHEM,Gelderland,1980-08-01,,True,H,VOS,U,Regular Secondary School,Active,44.5
07PK,U,VOS,secondary,main,Arentheem College Interconfessionele School voor Lyceum Havo Mavo Vbo Lwoo,IJssellaan 89.0 ,6826DM,ARNHEM,Gelderland,1980-08-01,,True,H,VOS,U,Regular Secondary School,Active,44.5
