NR_ADMINISTRATIE,CODE_FUNCTIE,CODE_SOORT,NAAM_VOLLEDIG,full_address,POSTCODE_VEST,NAAM_PLAATS_VEST,PROVINCIE_VEST,location_status,facility_type,years_of_operation,decade_opened,decade_closed,operation_period,DT_IN_BEDRIJF,DT_UIT_BEDRIJF,latitude,longitude
32GA00,D,LOC,In Service voor ZorgOnderwijs B.V.,  ,,,,Active,Higher Education Branch,-0.0,2020s,,2025-02-01 to Present,2025-02-01,,,
32FW00,D,LOC,Stichting Heads Academy,Achter de Broederen 9.0 ,7411PS,DEVENTER,Overijssel,Active,Higher Education Branch,0.1,2020s,,2024-12-01 to Present,2024-12-01,,52.2547979,6.157085299999999
01AA85,D,LOC,Landstede MBO,Marsweg 3.0 ,8013PD,ZWOLLE,Overijssel,Active,Higher Education Branch,0.5,2020s,,2024-08-01 to Present,2024-08-01,,51.9353962,4.562234399999999
05EA17,D,LOC,Locatie Maasbracht,Havenstraat 12.0 ,6051CR,MAASBRACHT,Limburg,Active,Higher Education Branch,0.5,2020s,,2024-08-01 to Present,2024-08-01,,51.1468598,5.8863094
25LJ14,D,LOC,Brainport Human Campus,Vlamovenweg 2.0 ,5708JV,HELMOND,Noord-Brabant,Active,Higher Education Branch,0.5,2020s,,2024-08-01 to Present,2024-08-01,,51.4767091,5.6249145
25PT14,D,LOC,Talland College,Cypressehout 97.0 ,1507EK,ZAANDAM,Noord-Holland,Active,Higher Education Branch,0.5,2020s,,2024-08-01 to Present,2024-08-01,,52.4370607,4.8075844
25PT15,D,LOC,Talland College,Nijverheidstraat 2.0 ,1135GE,EDAM,Noord-Holland,Active,Higher Education Branch,0.5,2020s,,2024-08-01 to Present,2024-08-01,,52.513496,5.043809599999999
25PT16,D,LOC,Talland College,Jufferstraat 3.0 ,1508GE,ZAANDAM,Noord-Holland,Active,Higher Education Branch,0.5,2020s,,2024-08-01 to Present,2024-08-01,,52.4593447,4.8166316
25PT17,D,LOC,Talland College,Wezelstraat 7.0 b,1541LZ,KOOG AAN DE ZAAN,Noord-Holland,Active,Higher Education Branch,0.5,2020s,,2024-08-01 to Present,2024-08-01,,52.4672797,4.8016662
25PT18,D,LOC,Talland College,Stationsplein 129.0 ,1703WE,HEERHUGOWAARD,Noord-Holland,Active,Higher Education Branch,0.5,2020s,,2024-08-01 to Present,2024-08-01,,52.6676375,4.8196707
25PT19,D,LOC,Talland College,W.M. Dudokweg 66.0 ,1703DC,HEERHUGOWAARD,Noord-Holland,Active,Higher Education Branch,0.5,2020s,,2024-08-01 to Present,2024-08-01,,52.66609649999999,4.8181819
25PT20,D,LOC,Talland College,Drechterwaard 10.0 ,1824EX,ALKMAAR,Noord-Holland,Active,Higher Education Branch,0.5,2020s,,2024-08-01 to Present,2024-08-01,,52.6406618,4.753172699999999
25PT21,D,LOC,Talland College,Koelmalaan 350.0 ,1812PS,ALKMAAR,Noord-Holland,Active,Higher Education Branch,0.5,2020s,,2024-08-01 to Present,2024-08-01,,52.617233,4.7666495
25PT22,D,LOC,Talland College,Jonkerplantsoen 2.0 C,1508EE,ZAANDAM,Noord-Holland,Active,Higher Education Branch,0.5,2020s,,2024-08-01 to Present,2024-08-01,,52.4600956,4.816611099999999
25PW48,D,LOC,Stg. Regionaal Opleid. Centrum Drenthe,Huizingsbrinkweg 9.0 ,7812BK,EMMEN,Drenthe,Active,Higher Education Branch,0.5,2020s,,2024-08-01 to Present,2024-08-01,,52.7724986,6.887332199999999
25PW49,D,LOC,Drenthe College Terra,Hereweg 99.0 ,9721AA,GRONINGEN,Groningen,Active,Higher Education Branch,0.5,2020s,,2024-08-01 to Present,2024-08-01,,53.203242,6.5740051
25PW50,D,LOC,Drenthe College Terra,Werkhorst 56.0 ,7944AV,MEPPEL,Drenthe,Active,Higher Education Branch,0.5,2020s,,2024-08-01 to Present,2024-08-01,,52.6818476,6.1910357
25PW59,D,LOC,Drenthe College Terra,Burg. J.G. Legroweg 33.0 ,9761TA,EELDE,Drenthe,Active,Higher Education Branch,0.5,2020s,,2024-08-01 to Present,2024-08-01,,53.1397822,6.5696176
25PX54,D,LOC,Regionaal Opleidingen Centrum Nova College,De Parelvisserslaan 1.0 ,1183RH,AMSTELVEEN,Noord-Holland,Active,Higher Education Branch,0.8,2020s,,2024-04-01 to Present,2024-04-01,,52.30238989999999,4.8730702
27GZ65,D,LOC,ROC Mondriaan,Europa 1.0 ,2672ZX,NAALDWIJK,Zuid-Holland,Active,Higher Education Branch,1.0,2020s,,2024-02-01 to Present,2024-02-01,,52.1238004,5.2341856
27GZ66,D,LOC,ROC Mondriaan,Meppelweg 339.0 ,2544AH,'S-GRAVENHAGE,Zuid-Holland,Active,Higher Education Branch,1.0,2020s,,2024-02-01 to Present,2024-02-01,,52.0531426,4.2685906
27GZ67,D,LOC,ROC Mondriaan,Waldorpstraat 120.0 ,2521CD,'S-GRAVENHAGE,Zuid-Holland,Active,Higher Education Branch,1.0,2020s,,2024-02-01 to Present,2024-02-01,,52.0678765,4.3214124
27GZ68,D,LOC,ROC Mondriaan,Theresiastraat 8.0 ,2593AN,'S-GRAVENHAGE,Zuid-Holland,Active,Higher Education Branch,1.0,2020s,,2024-02-01 to Present,2024-02-01,,52.08381379999999,4.3292964
27GZ69,D,LOC,ROC Mondriaan,Rotterdamseweg 141.0 ,2628AL,DELFT,Zuid-Holland,Active,Higher Education Branch,1.0,2020s,,2024-02-01 to Present,2024-02-01,,52.0001952,4.3689374
27GZ70,D,LOC,ROC Mondriaan,Rijnweg 10.0 ,2627BK,DELFT,Zuid-Holland,Active,Higher Education Branch,1.0,2020s,,2024-02-01 to Present,2024-02-01,,51.99659219999999,4.363331899999999
27GZ71,D,LOC,ROC Mondriaan,Mr P D Fortuynwg 22.0 ,2533SR,'S-GRAVENHAGE,Zuid-Holland,Active,Higher Education Branch,1.0,2020s,,2024-02-01 to Present,2024-02-01,,52.0557591,4.290556599999999
27GZ72,D,LOC,ROC Mondriaan,Neckar 1.0 ,2491BE,'S-GRAVENHAGE,Zuid-Holland,Active,Higher Education Branch,1.0,2020s,,2024-02-01 to Present,2024-02-01,,52.1238004,5.2341856
27GZ73,D,LOC,ROC Mondriaan,Vaz Diasdreef 5.0 ,2492JL,'S-GRAVENHAGE,Zuid-Holland,Active,Higher Education Branch,1.0,2020s,,2024-02-01 to Present,2024-02-01,,52.0675031,4.3983663
32DF,U,HBOS,International University of Applied Sciences  Amsterdam,Jan Rebelstraat 8.0 ,1069CB,AMSTERDAM,Noord-Holland,Active,University of Applied Sciences,1.0,2020s,,2024-02-01 to Present,2024-02-01,,52.0876728,4.8850649
25MB47,D,LOC,Summa Fashion,Professor Dr Dorgelolaan 2.0 ,5611BA,EINDHOVEN,Noord-Brabant,Active,Higher Education Branch,1.1,2020s,,2024-01-01 to Present,2024-01-01,,51.44455689999999,5.4824442
25PX53,D,LOC,Regionaal Opleidingen Centrum Nova College,Stadsplein 100.0 A,1181ZM,AMSTELVEEN,Noord-Holland,Active,Higher Education Branch,1.1,2020s,,2024-01-01 to Present,2024-01-01,,52.302778,4.8586982
32CZ,U,HBOS,Stichting BV/BmS opleidingen,Tielweg 3.0 ,2803PK,GOUDA,Zuid-Holland,Active,University of Applied Sciences,1.1,2020s,,2023-12-01 to Present,2023-12-01,,51.9353962,4.562234399999999
01AA83,D,LOC,mbo Menso Alting Zwolle,Rondweg 2.0 ,8064PA,ZWARTSLUIS,Overijssel,Active,Higher Education Branch,1.5,2020s,,2023-08-01 to Present,2023-08-01,,51.8938802,4.5263202
01AA84,D,LOC,Landstede MBO,Linderflier 24.0 ,7681ZM,VROOMSHOOP,Overijssel,Active,Higher Education Branch,1.5,2020s,,2023-08-01 to Present,2023-08-01,,52.45734950000001,6.5639294
08PG14,D,LOC,Firda,Splitting 23.0 ,9202LC,DRACHTEN,Friesland,Active,Higher Education Branch,1.5,2020s,,2023-08-01 to Present,2023-08-01,,53.10439419999999,6.114912500000001
08PG15,D,LOC,Firda,Eeltjebaasweg 6.0 ,8606KA,SNEEK,Friesland,Active,Higher Education Branch,1.5,2020s,,2023-08-01 to Present,2023-08-01,,53.0221265,5.6949364
08PG16,D,LOC,Firda,Splitting 21.0 ,9202LC,DRACHTEN,Friesland,Active,Higher Education Branch,1.5,2020s,,2023-08-01 to Present,2023-08-01,,53.1049333,6.1137665
08PG17,D,LOC,Firda,Lange Riet 2.0 ,8321XA,URK,Flevoland,Active,Higher Education Branch,1.5,2020s,,2023-08-01 to Present,2023-08-01,,52.6619306,5.604676599999999
08PG18,D,LOC,Firda,Splitting 21.0 b,9202LC,DRACHTEN,Friesland,Active,Higher Education Branch,1.5,2020s,,2023-08-01 to Present,2023-08-01,,53.1049333,6.1137665
08PG19,D,LOC,Firda,Egelantierstraat 70.0 ,8924EP,LEEUWARDEN,Friesland,Active,Higher Education Branch,1.5,2020s,,2023-08-01 to Present,2023-08-01,,53.20960299999999,5.8250417
08PG20,D,LOC,Firda,Burgemeester Wuiteweg 22.0 ,9203KK,DRACHTEN,Friesland,Active,Higher Education Branch,1.5,2020s,,2023-08-01 to Present,2023-08-01,,53.1032927,6.0977695
08PG21,D,LOC,Firda,Martiniplein 1.0 ,8601EG,SNEEK,Friesland,Active,Higher Education Branch,1.5,2020s,,2023-08-01 to Present,2023-08-01,,53.0310957,5.6584651
08PG22,D,LOC,Firda,Compagnonsplein 1.0 ,9202NN,DRACHTEN,Friesland,Active,Higher Education Branch,1.5,2020s,,2023-08-01 to Present,2023-08-01,,53.09969049999999,6.1112551
08PG23,D,LOC,Firda,Jansoniusstraat 2.0 ,8934BM,LEEUWARDEN,Friesland,Active,Higher Education Branch,1.5,2020s,,2023-08-01 to Present,2023-08-01,,53.1940667,5.8069317
08PG24,D,LOC,Firda,Middelzeelaan 18.0 a,8931AK,LEEUWARDEN,Friesland,Active,Higher Education Branch,1.5,2020s,,2023-08-01 to Present,2023-08-01,,53.1899712,5.777355
08PG25,D,LOC,Firda,Julianalaan 97.0 ,8931AH,LEEUWARDEN,Friesland,Active,Higher Education Branch,1.5,2020s,,2023-08-01 to Present,2023-08-01,,53.1899238,5.7827232
08PG26,D,LOC,Firda,Saturnus 7.0 ,8448CC,HEERENVEEN,Friesland,Active,Higher Education Branch,1.5,2020s,,2023-08-01 to Present,2023-08-01,,52.9725763,5.9311048
08PG27,D,LOC,Firda,Anne Wadmanwei 2.0 ,8914BD,LEEUWARDEN,Friesland,Active,Higher Education Branch,1.5,2020s,,2023-08-01 to Present,2023-08-01,,53.2019634,5.7626557
08PG28,D,LOC,Firda,Abe Lenstra boulevard 29.0 ,8448JA,HEERENVEEN,Friesland,Active,Higher Education Branch,1.5,2020s,,2023-08-01 to Present,2023-08-01,,52.9576925,5.9366503
08PG29,D,LOC,Firda,Julianalaan 99.0 ,8931AH,LEEUWARDEN,Friesland,Active,Higher Education Branch,1.5,2020s,,2023-08-01 to Present,2023-08-01,,53.1902699,5.7821054
08PG30,D,LOC,Firda,Ruiterskwartier 41.0 ,8911BP,LEEUWARDEN,Friesland,Active,Higher Education Branch,1.5,2020s,,2023-08-01 to Present,2023-08-01,,53.20033540000001,5.790314899999999
08PG31,D,LOC,Firda,Skrynmakker 1.0 ,8447GH,HEERENVEEN,Friesland,Active,Higher Education Branch,1.5,2020s,,2023-08-01 to Present,2023-08-01,,52.9645215,5.901095199999999
32CM,U,HBOS,Haarlem Institute for Higher Education B.V.,Koepelplein 1.0 c,2031WL,HAARLEM,Noord-Holland,Active,University of Applied Sciences,1.5,2020s,,2023-08-01 to Present,2023-08-01,,52.1238004,5.2341856
32AZ,U,HBOS,Global School for Entrepreneurship B.V.,Raamgracht 8.0 ,1011KK,AMSTERDAM,Noord-Holland,Active,University of Applied Sciences,1.9,2020s,,2023-03-01 to Present,2023-03-01,,51.9264331,4.4749237
30RR20,D,LOC,Stichting Interconf. Beroepsonderwijs en Volwasseneneducatie Regio Amersfoort,Gildeweg 18.0 ,3771NB,BARNEVELD,Gelderland,Active,Higher Education Branch,2.1,2020s,,2023-01-01 to Present,2023-01-01,,52.1648164,5.6029759
30RR21,D,LOC,Stichting Interconf. Beroepsonderwijs en Volwasseneneducatie Regio Amersfoort,Zonnebloemstraat 25.0 ,3772GR,BARNEVELD,Gelderland,Active,Higher Education Branch,2.1,2020s,,2023-01-01 to Present,2023-01-01,,52.1369127,5.571764
00GT75,D,LOC,Stichting Albeda,Prins Constantijnweg 30.0 ,3066TA,ROTTERDAM,Zuid-Holland,Active,Higher Education Branch,2.5,2020s,,2022-08-01 to Present,2022-08-01,,51.9353962,4.562234399999999
01AA82,D,LOC,mbo Menso Alting Zwolle,Campus 5.0 ,8017CB,ZWOLLE,Overijssel,Active,Higher Education Branch,2.5,2020s,,2022-08-01 to Present,2022-08-01,,51.4744165,5.6222179
04FO04,D,LOC,Koning Willem 1 College,Muntelaar 10.0 ,5467HA,VEGHEL,Noord-Brabant,Active,Higher Education Branch,2.5,2020s,,2022-08-01 to Present,2022-08-01,,51.6209971,5.5637587
04FO05,D,LOC,Koning Willem 1 College,Euterpelaan 100.0 ,5344CS,OSS,Noord-Brabant,Active,Higher Education Branch,2.5,2020s,,2022-08-01 to Present,2022-08-01,,51.7583948,5.517837999999999
04FO06,D,LOC,Koning Willem 1 College,Jan van Cuijkstraat 52.0 ,5431GC,CUIJK,Noord-Brabant,Active,Higher Education Branch,2.5,2020s,,2022-08-01 to Present,2022-08-01,,51.7220194,5.8806728
04FO07,D,LOC,Koning Willem 1 College,Udenseweg 2.0 ,5405PA,UDEN,Noord-Brabant,Active,Higher Education Branch,2.5,2020s,,2022-08-01 to Present,2022-08-01,,51.651265,5.6407386
04FO08,D,LOC,Koning Willem 1 College,Nelson Mandelaboulevard 4.0 ,5342CZ,OSS,Noord-Brabant,Active,Higher Education Branch,2.5,2020s,,2022-08-01 to Present,2022-08-01,,51.7559,5.5253761
04FO09,D,LOC,Koning Willem 1 College,Gasstraat-Oost 12.0 ,5349AV,OSS,Noord-Brabant,Active,Higher Education Branch,2.5,2020s,,2022-08-01 to Present,2022-08-01,,51.7627895,5.5448506
04FO10,D,LOC,Koning Willem 1 College,Beversestraat 20.0 ,5431SH,CUIJK,Noord-Brabant,Active,Higher Education Branch,2.5,2020s,,2022-08-01 to Present,2022-08-01,,51.7247645,5.8695526
04FO11,D,LOC,Koning Willem 1 College,Weidonklaan 100.0 ,5223VL,'S-HERTOGENBOSCH,Noord-Brabant,Active,Higher Education Branch,2.5,2020s,,2022-08-01 to Present,2022-08-01,,51.68739859999999,5.273810800000001
04FO12,D,LOC,Koning Willem 1 College,Onderwijsboulevard 3.0 ,5223DE,'S-HERTOGENBOSCH,Noord-Brabant,Active,Higher Education Branch,2.5,2020s,,2022-08-01 to Present,2022-08-01,,51.6905769,5.2856331
04FO13,D,LOC,Koning Willem 1 College,Marathonloop 11.0 ,5235AA,'S-HERTOGENBOSCH,Noord-Brabant,Active,Higher Education Branch,2.5,2020s,,2022-08-01 to Present,2022-08-01,,51.7223722,5.316739099999999
04FO14,D,LOC,Koning Willem 1 College,Jacob van Maerlantstraat 4.0 ,5216JL,'S-HERTOGENBOSCH,Noord-Brabant,Active,Higher Education Branch,2.5,2020s,,2022-08-01 to Present,2022-08-01,,51.6861018,5.319568299999999
04FO15,D,LOC,Koning Willem 1 College,Rietveldenweg 22.0 ,5222AR,'S-HERTOGENBOSCH,Noord-Brabant,Active,Higher Education Branch,2.5,2020s,,2022-08-01 to Present,2022-08-01,,51.6971302,5.282422
04FO16,D,LOC,Koning Willem 1 College,De Kleine Elst 11.0 ,5246JK,ROSMALEN,Noord-Brabant,Active,Higher Education Branch,2.5,2020s,,2022-08-01 to Present,2022-08-01,,51.704835,5.3456005
04FO17,D,LOC,Koning Willem 1 College,Meester Vriensstraat 2.0 ,5246JS,ROSMALEN,Noord-Brabant,Active,Higher Education Branch,2.5,2020s,,2022-08-01 to Present,2022-08-01,,51.7052866,5.3393403
25EF12,D,LOC,Vonk Den Helder locatie Kievitstraat,Kievitstraat 31.0 ,1781ZA,DEN HELDER,Noord-Holland,Active,Higher Education Branch,2.5,2020s,,2022-08-01 to Present,2022-08-01,,52.9527355,4.762866199999999
25EF13,D,LOC,Vonk Den Helder locatie Sportlaan,Sportlaan 54.0 ,1782ND,DEN HELDER,Noord-Holland,Active,Higher Education Branch,2.5,2020s,,2022-08-01 to Present,2022-08-01,,52.9519707,4.7529799
25EF14,D,LOC,Vonk Schagen locatie Hofstraat,Hofstraat 13.0 ,1741CD,SCHAGEN,Noord-Holland,Active,Higher Education Branch,2.5,2020s,,2022-08-01 to Present,2022-08-01,,52.7844484,4.7946788
25EF15,D,LOC,Vonk Den Helder locatie Ritmeesterweg,Burg Ritmeesterweg 31.0 ,1784NV,DEN HELDER,Noord-Holland,Active,Higher Education Branch,2.5,2020s,,2022-08-01 to Present,2022-08-01,,52.9327444,4.7507207
25EF16,D,LOC,Vonk Den Helder locatie Sperwerstraat,Sperwerstraat 4.0 ,1781XC,DEN HELDER,Noord-Holland,Active,Higher Education Branch,2.5,2020s,,2022-08-01 to Present,2022-08-01,,52.95239520000001,4.7636102
31WD00,D,LOC,Kappersacademie Roermond V.O.F.,Hendriklaan 54.0 ,6043BT,ROERMOND,Limburg,Active,Higher Education Branch,2.6,2020s,,2022-06-01 to Present,2022-06-01,,51.18764179999999,5.996983900000001
31WD00,D,LOC,Kappersacademie Roermond V.O.F.,Heilige Geeststraat 2.0 ,6041GB,ROERMOND,Limburg,Active,Higher Education Branch,2.6,2020s,,2022-06-01 to Present,2022-06-01,,51.1950246,5.987966699999999
31UR00,D,LOC,Stichting De Vakopleiding Afbouw,Sweelinckhof 25.0 ,2742CB,WADDINXVEEN,Zuid-Holland,Active,Higher Education Branch,2.9,2020s,,2022-03-01 to Present,2022-03-01,,52.0484474,4.6463831
25PX52,D,LOC,Regionaal Opleidingen Centrum Nova College,Jadelaan 20.0 ,2132XW,HOOFDDORP,Noord-Holland,Active,Higher Education Branch,3.0,2020s,,2022-02-01 to Present,2022-02-01,,52.292144,4.678405199999999
01AA81,D,LOC,Landstede MBO,Blaloweg 1.0 ,8041AH,ZWOLLE,Overijssel,Active,Higher Education Branch,3.1,2020s,,2022-01-01 to Present,2022-01-01,,52.516811,6.080319299999999
25GV35,D,LOC,Aeres MBO Dronten,Wisentweg 13.0 C,8251PB,DRONTEN,Flevoland,Active,Higher Education Branch,3.1,2020s,,2022-01-01 to Present,2022-01-01,,52.528491,5.673452
31UE00,D,LOC,Tulp Training B.V.,Zuidplein 16.0 ,3083CW,ROTTERDAM,Zuid-Holland,Active,Higher Education Branch,3.1,2020s,,2021-12-01 to Present,2021-12-01,,51.8886856,4.4876404
15PZ02,D,ULOC,Delftse Daltonschool,Van Rijslaan 8.0 ,2625KX,DELFT,Zuid-Holland,Closed,University Branch,0.8,2020s,2020s,2021-10-01 to 2022-08-01,2021-10-01,2022-08-01,52.2744831,6.157325699999999
24NL02,D,ULOC,OBS De Wending,Morelberg 102.0 ,4708NL,ROOSENDAAL,Noord-Brabant,Closed,University Branch,2.0,2020s,2020s,2021-08-01 to 2023-08-01,2021-08-01,2023-08-01,,
15LA04,D,ULOC,TEC Walcheren,Nederstraat 37.0 ,4332AX,MIDDELBURG,Zeeland,Closed,University Branch,3.0,2020s,2020s,2021-08-01 to 2024-08-01,2021-08-01,2024-08-01,,
00GT74,D,LOC,Stichting Albeda,Industrieweg 14.0 ,3133EE,VLAARDINGEN,Zuid-Holland,Active,Higher Education Branch,3.5,2020s,,2021-08-01 to Present,2021-08-01,,51.9018354,4.333549
01OE46,D,LOC,Yuverta,Burg Roozeveld vd Venln 7.0 ,4191PL,GELDERMALSEN,Gelderland,Active,Higher Education Branch,3.5,2020s,,2021-08-01 to Present,2021-08-01,,51.8785563,5.271103699999999
01OE47,D,LOC,Yuverta,Energieweg 19.0 ,6541CW,NIJMEGEN,Gelderland,Active,Higher Education Branch,3.5,2020s,,2021-08-01 to Present,2021-08-01,,51.8463528,5.8289576
01OE48,D,LOC,Yuverta,Larensteinselaan 26.0 b,6882CT,VELP GLD,Gelderland,Active,Higher Education Branch,3.5,2020s,,2021-08-01 to Present,2021-08-01,,51.9932035,5.9602129
01OE52,D,LOC,Yuverta,Vlijmenseweg 1.0 a,5223GW,'S-HERTOGENBOSCH,Noord-Brabant,Active,Higher Education Branch,3.5,2020s,,2021-08-01 to Present,2021-08-01,,51.6861228,5.2833861
01OE53,D,LOC,Yuverta,Scheepsboulevard 1.0 ,5705KZ,HELMOND,Noord-Brabant,Active,Higher Education Branch,3.5,2020s,,2021-08-01 to Present,2021-08-01,,51.4699886,5.6616719
01OE55,D,LOC,Yuverta,Loudonstraat 2.0 ,5018GE,TILBURG,Noord-Brabant,Active,Higher Education Branch,3.5,2020s,,2021-08-01 to Present,2021-08-01,,51.5597941,5.1055133
01OE56,D,LOC,Yuverta,Schouwrooij 2.0 ,5281RE,BOXTEL,Noord-Brabant,Active,Higher Education Branch,3.5,2020s,,2021-08-01 to Present,2021-08-01,,51.5850795,5.3093281
01OE61,D,LOC,Yuverta,Geusseltweg 45.0 c,6225XS,MAASTRICHT,Limburg,Active,Higher Education Branch,3.5,2020s,,2021-08-01 to Present,2021-08-01,,50.8578608,5.717358099999999
16GL01,D,ULOC,"Joost vd Vondel, locatie DaVinci Eemland HB afd.",Dollardstraat 141.0 ,3812EV,AMERSFOORT,Utrecht,Active,University Branch,3.5,2020s,,2021-08-01 to Present,2021-08-01,,,
16ZO02,D,ULOC,Taalklas Duin en Bollenstreek,Duin en Dal 1.0 a,2211JP,NOORDWIJKERHOUT,Zuid-Holland,Active,University Branch,3.5,2020s,,2021-08-01 to Present,2021-08-01,,52.0826246,5.083969199999999
17RY01,D,ULOC,Salto International School RISE,Tafelbergplein 8.0 ,5642GP,EINDHOVEN,Noord-Brabant,Active,University Branch,3.5,2020s,,2021-08-01 to Present,2021-08-01,,51.9264331,4.4749237
25GV33,D,LOC,Aeres MBO Leeuwarden,Jansoniusstraat 2.0 a,8934BM,LEEUWARDEN,Friesland,Active,Higher Education Branch,3.5,2020s,,2021-08-01 to Present,2021-08-01,,53.1938834,5.8057355
31TX00,D,LOC,New Care College,Postbus 10.0 ,2120AA,BENNEBROEK,Noord-Holland,Active,Higher Education Branch,3.6,2020s,,2021-07-01 to Present,2021-07-01,,51.5077637,5.3978482
31TM00,D,LOC,Nanny Nina B.V.,Hendrik Figeeweg 1.0 P,2031BJ,HAARLEM,Noord-Holland,Closed,Higher Education Branch,2.7,2020s,2020s,2021-06-01 to 2024-02-01,2021-06-01,2024-02-01,52.3896107,4.6507365
01AA80,D,LOC,mbo Menso Alting Zwolle,Kruidenlaan 1.0 ,8082CA,ELBURG,Gelderland,Active,Higher Education Branch,3.6,2020s,,2021-06-01 to Present,2021-06-01,,52.4476977,5.8665315
25LH39,D,LOC,Stichting ROC Midden Nederland,Herculesplein 285.0 ,3584AA,UTRECHT,Utrecht,Active,Higher Education Branch,3.8,2020s,,2021-04-01 to Present,2021-04-01,,52.0781436,5.1470942
31RZ00,D,LOC,Barber School Amsterdam B.V.,Mr. Treublaan 18.0 ,1097DP,AMSTERDAM,Noord-Holland,Active,Higher Education Branch,3.9,2020s,,2021-03-01 to Present,2021-03-01,,52.3472976,4.914354299999999
31BY02,D,LOC,REA College CRAFT Education,Ruys de Beerenbroucklaan 29.0 ,6417CC,HEERLEN,Limburg,Active,Higher Education Branch,4.0,2020s,,2021-02-01 to Present,2021-02-01,,50.8821409,5.9822209
01AA78,D,LOC,Landstede MBO,Florens Radewijnsstraat 6.0 ,8101BW,RAALTE,Overijssel,Active,Higher Education Branch,4.1,2020s,,2021-01-01 to Present,2021-01-01,,52.3916991,6.2664609
01AA79,D,LOC,Landstede Groei opleidingen,Koningin Wilhelminastr 93.0 ,8019AL,ZWOLLE,Overijssel,Active,Higher Education Branch,4.1,2020s,,2021-01-01 to Present,2021-01-01,,52.5107319,6.076454099999999
01AA79,D,LOC,Landstede Groei opleidingen,Hogeland 10.0 ,8024AZ,ZWOLLE,Overijssel,Active,Higher Education Branch,4.1,2020s,,2021-01-01 to Present,2021-01-01,,52.5216532,6.122941399999999
00GT72,D,LOC,Stichting Albeda,Langeweg 111.0 ,3245KG,SOMMELSDIJK,Zuid-Holland,Active,Higher Education Branch,4.1,2020s,,2020-12-01 to Present,2020-12-01,,51.7515413,4.1591645
25GJ02,D,ULOC,Leonardo Harderwijk,Vliepad 5.0 ,3844EL,HARDERWIJK,Gelderland,Active,University Branch,4.1,2020s,,2020-12-01 to Present,2020-12-01,,52.0804189,5.134768999999999
25LT34,D,LOC,Leerlab ROC Gilde opleidingen,Wilhelminasingel 10.0 B,6001GT,WEERT,Limburg,Active,Higher Education Branch,4.2,2020s,,2020-11-01 to Present,2020-11-01,,51.25181629999999,5.7045254
00GT73,D,LOC,Stichting Albeda,Lutonbaan 9.0 ,3045AZ,ROTTERDAM,Zuid-Holland,Active,Higher Education Branch,4.2,2020s,,2020-10-26 to Present,2020-10-26,,51.9510298,4.4443516
30VX01,D,LOC,Hogeschool TIO,Phebensstraat 1.0 ,9711BL,GRONINGEN,Groningen,Active,Higher Education Branch,4.3,2020s,,2020-10-01 to Present,2020-10-01,,53.2135006,6.5680839
31RK,U,HBOS,C-LiON Hoger Onderwijs B.V.,Paardeweide 5.0 B,4824EH,BREDA,Noord-Brabant,Active,University of Applied Sciences,4.3,2020s,,2020-10-01 to Present,2020-10-01,,51.6079861,4.7504278
31RK,U,HBOS,Academica University of Applied Sciences,Westermarkt 2.0 ,1016DK,AMSTERDAM,Noord-Holland,Active,University of Applied Sciences,4.3,2020s,,2020-10-01 to Present,2020-10-01,,52.374765,4.8847664
08MO02,D,ULOC,Basisschool Leef,Maatgraaf 4.0 ,4124BE,HAGESTEIN,Utrecht,Closed,University Branch,0.0,2020s,2020s,2020-08-01 to 2020-08-02,2020-08-01,2020-08-02,52.2511763,6.2156056
13QD03,D,ULOC,1e Montessorischool Alkmaar,Arkplein 123.0 124,1826DM,ALKMAAR,Noord-Holland,Closed,University Branch,0.0,2020s,2020s,2020-08-01 to 2020-08-02,2020-08-01,2020-08-02,52.2293652,6.825142199999999
15PV01,D,ULOC,Obs De Zevensprong HB afd.,Bruispad 1.0 ,3813PV,AMERSFOORT,Utrecht,Closed,University Branch,1.0,2020s,2020s,2020-08-01 to 2021-08-01,2020-08-01,2021-08-01,52.1238004,5.2341856
26PU02,D,ULOC,Basisschool Bommelstein,Laan van Gildestein 76.0 ,2151HV,NIEUW-VENNEP,Noord-Holland,Closed,University Branch,1.0,2020s,2020s,2020-08-01 to 2021-08-01,2020-08-01,2021-08-01,52.2744831,6.157325699999999
19BU02,D,ULOC,Kindcentrum IJsselmonde,Palmentuin 10.0 ,3078KJ,ROTTERDAM,Zuid-Holland,Closed,University Branch,1.4,2020s,2020s,2020-08-01 to 2022-01-01,2020-08-01,2022-01-01,52.3396303,5.617252199999999
04MZ01,D,ULOC,KC Het Akkoord,Hoendersekade 2.0 ,3332KW,ZWIJNDRECHT,Zuid-Holland,Closed,University Branch,2.0,2020s,2020s,2020-08-01 to 2022-08-01,2020-08-01,2022-08-01,51.8938802,4.5263202
14MT03,D,ULOC,De Lonneboot,Van Akenstraat 1.0 ,4339BR,NIEUW- EN SINT JOOSLAND,Zeeland,Closed,University Branch,2.0,2020s,2020s,2020-08-01 to 2022-08-01,2020-08-01,2022-08-01,52.2744831,6.157325699999999
13LB01,D,ULOC,obs De OpStap,Jachthuisweg 6.0 d,7796HJ,HEEMSERVEEN,Overijssel,Closed,University Branch,2.3,2020s,2020s,2020-08-01 to 2022-11-01,2020-08-01,2022-11-01,51.9869591,4.2027711
