NR_ADMINISTRATIE,CODE_FUNCTIE,CODE_SOORT,NAAM_VOLLEDIG,full_address,POSTCODE_VEST,NAAM_PLAATS_VEST,PROVINCIE_VEST,location_status,facility_type,years_of_operation,decade_opened,decade_closed,operation_period,DT_IN_BEDRIJF,DT_UIT_BEDRIJF,latitude,longitude
30HW00,D,LOC,Parkendaal Lyceum Educatie,Kerklaan 25.0 ,7311AB,APELDOORN,Gelderland,Active,Higher Education Branch,14.1,2010s,,2010-12-01 to Present,2010-12-01,,52.217671,5.9605527
25ZH06,D,LOC,Stichting Nederlandse Kappersakademie,Prinses Julianaplein 6.0 ,3817CS,AMERSFOORT,Utrecht,Active,Higher Education Branch,14.4,2010s,,2010-09-01 to Present,2010-09-01,,52.14980449999999,5.3845952
04EM58,D,LOC,Regionaal Opleidingen Centrum Amarantis Onderwijsgroep v Interconfessioneel Ondw,Dubbelink 1.0 ,1102AL,AMSTERDAM,Noord-Holland,Closed,Higher Education Branch,2.4,2010s,2010s,2010-08-01 to 2013-01-01,2010-08-01,2013-01-01,52.322477,4.9492031
04EM59,D,LOC,Regionaal Opleidingen Centrum Amarantis Onderwijsgroep v Interconfessioneel Ondw,Rustenburgerstraat 436.0 -438,1072HK,AMSTERDAM,Noord-Holland,Closed,Higher Education Branch,2.4,2010s,2010s,2010-08-01 to 2013-01-01,2010-08-01,2013-01-01,52.3512388,4.8884356
04EM60,D,LOC,Regionaal Opleidingen Centrum Amarantis Onderwijsgroep v Interconfessioneel Ondw,Stationsstraat 19.0 ,1541LE,KOOG AAN DE ZAAN,Noord-Holland,Closed,Higher Education Branch,2.4,2010s,2010s,2010-08-01 to 2013-01-01,2010-08-01,2013-01-01,52.46959,4.8099094
30JF00,D,LOC,Bace Academy,Parkerbaan 20.0 ,3439MC,NIEUWEGEIN,Utrecht,Closed,Higher Education Branch,4.4,2010s,2010s,2010-08-01 to 2015-01-01,2010-08-01,2015-01-01,52.02899439999999,5.103145700000001
25LW66,D,LOC,"Stichting voor Beroepsonderwijs, Volwasseneneducatie en Voortgezet onderwijs",Leonard Springerlaan 35.0 ,9727KB,GRONINGEN,Groningen,Closed,Higher Education Branch,5.0,2010s,2010s,2010-08-01 to 2015-08-01,2010-08-01,2015-08-01,53.2048392,6.555427099999999
30GH00,D,LOC,Opleidingsinstituut ReLay,Utrechtseweg 55.0 ,6862AC,OOSTERBEEK,Gelderland,Closed,Higher Education Branch,5.0,2010s,2010s,2010-08-01 to 2015-08-01,2010-08-01,2015-08-01,51.98616939999999,5.853889
30GH00,D,LOC,Opleidingsinstituut ReLay,Scheldestraat 2.0 C,6882NE,VELP GLD,Gelderland,Closed,Higher Education Branch,5.0,2010s,2010s,2010-08-01 to 2015-08-01,2010-08-01,2015-08-01,51.9907446,5.9778503
30GX00,D,LOC,Stenden Masters,Rengerslaan 8.0 ,8917DD,LEEUWARDEN,Friesland,Closed,Higher Education Branch,5.9,2010s,2010s,2010-08-01 to 2016-07-06,2010-08-01,2016-07-06,53.2107943,5.7983288
30HE00,D,LOC,Kinderwijs Academie BV,Groenekanseweg 2.0 a,3732AG,DE BILT,Utrecht,Closed,Higher Education Branch,7.4,2010s,2010s,2010-08-01 to 2017-12-31,2010-08-01,2017-12-31,52.112827,5.1906734
30HE00,D,LOC,Kinderwijs Academie BV,Bertus Aafjespad 15.0 ,4103WG,CULEMBORG,Gelderland,Closed,Higher Education Branch,7.4,2010s,2010s,2010-08-01 to 2017-12-31,2010-08-01,2017-12-31,51.9484721,5.2299659
30HE00,D,LOC,VAKschool Pedagogisch Werk B.V.; opleiding en training voor de kinderopvang,Koningsplein 28.0 ,2611XD,DELFT,Zuid-Holland,Closed,Higher Education Branch,7.4,2010s,2010s,2010-08-01 to 2017-12-31,2010-08-01,2017-12-31,52.0173183,4.3543797
25LX47,D,LOC,ROC West-Brabant locatie Zoomvliet College,Van Konijnenburgweg 85.0 ,4612PL,BERGEN OP ZOOM,Noord-Brabant,Closed,Higher Education Branch,10.3,2010s,2020s,2010-08-01 to 2020-11-01,2010-08-01,2020-11-01,51.4950121,4.2701302
17DP01,D,ULOC,De Globetrotter loc. Katendrecht,Walhallalaan 116.0 ,3072EX,ROTTERDAM,Zuid-Holland,Closed,University Branch,13.0,2010s,2020s,2010-08-01 to 2023-08-01,2010-08-01,2023-08-01,,
17DP01,D,ULOC,De Globetrotter loc. Katendrecht,Maashavenkade 225.0 ,3072ES,ROTTERDAM,Zuid-Holland,Closed,University Branch,13.0,2010s,2020s,2010-08-01 to 2023-08-01,2010-08-01,2023-08-01,,
30FW,U,HBOS,New Business School Amsterdam,Weteringschans 165.0 ,1017XD,AMSTERDAM,Noord-Holland,Closed,University of Applied Sciences,13.1,2010s,2020s,2010-08-01 to 2023-09-01,2010-08-01,2023-09-01,52.3597705,4.8918748
01NJ13,D,LOC,Agrarisch Opleidingcentrum Terra,Vredeveldseweg 55.0 ,9404CC,ASSEN,Drenthe,Closed,Higher Education Branch,14.0,2010s,2020s,2010-08-01 to 2024-08-01,2010-08-01,2024-08-01,52.9891193,6.582190499999999
30GZ00,D,LOC,Smink Culinair,Zandspeur 9.0 ,7711HE,NIEUWLEUSEN,Overijssel,Closed,Higher Education Branch,14.2,2010s,2020s,2010-08-01 to 2024-10-01,2010-08-01,2024-10-01,52.5887347,6.2822191
11CF01,D,ULOC,Bosch en Hovenschool,Adriaan Pauwlaan 19.0 ,2101AJ,HEEMSTEDE,Noord-Holland,Active,University Branch,14.5,2010s,,2010-08-01 to Present,2010-08-01,,52.3456123,4.916248899999999
11FX02,D,ULOC,locatie AnderZ,Willy Brandtplein 4.0 ,7007LA,DOETINCHEM,Gelderland,Active,University Branch,14.5,2010s,,2010-08-01 to Present,2010-08-01,,52.2511763,6.2156056
11FX02,D,ULOC,locatie AnderZ,Wolborgenmate 6.0 ,7006DG,DOETINCHEM,Gelderland,Active,University Branch,14.5,2010s,,2010-08-01 to Present,2010-08-01,,51.9869591,4.2027711
11PN02,D,ULOC, Balkon,Jacob van Heemskercklaan 68.0 ,3144DK,MAASSLUIS,Zuid-Holland,Active,University Branch,14.5,2010s,,2010-08-01 to Present,2010-08-01,,52.2744831,6.157325699999999
18WN01,D,ULOC,OBS De Kolobrie-Het Pyriet,Vlierstraat 3.0 ,7101TR,WINTERSWIJK,Gelderland,Active,University Branch,14.5,2010s,,2010-08-01 to Present,2010-08-01,,51.9353962,4.562234399999999
18WN01,D,ULOC,OBS De Kolobrie-Het Pyriet,Haitsma Mulierweg 36.0 ,7101CB,WINTERSWIJK,Gelderland,Active,University Branch,14.5,2010s,,2010-08-01 to Present,2010-08-01,,51.9760046,6.7128871
18WN01,D,ULOC,OBS De Kolobrie-Het Pyriet,Voorninklaan 1.0 ,7103AW,WINTERSWIJK,Gelderland,Active,University Branch,14.5,2010s,,2010-08-01 to Present,2010-08-01,,52.1238004,5.2341856
25LP45,D,LOC,Zadkine,Vlietwal 1.0 ,3432ZA,NIEUWEGEIN,Utrecht,Active,Higher Education Branch,14.5,2010s,,2010-08-01 to Present,2010-08-01,,52.0261886,5.0895883
25LP46,D,LOC,Zadkine,Burg H v Sleenstr 4.0 ,3231XB,BRIELLE,Zuid-Holland,Active,Higher Education Branch,14.5,2010s,,2010-08-01 to Present,2010-08-01,,51.9038214,4.160006099999999
25LP47,D,LOC,Zadkine,Anne Frankplein 11.0 ,5122CB,RIJEN,Noord-Brabant,Active,Higher Education Branch,14.5,2010s,,2010-08-01 to Present,2010-08-01,,51.5850621,4.926075099999999
27YN01,D,ULOC,Het Taalcentrum,Sesamstraat 1.0 ,1313GS,ALMERE,Flevoland,Active,University Branch,14.5,2010s,,2010-08-01 to Present,2010-08-01,,52.1238004,5.2341856
27ZC04,D,LOC,TIAS Business School,Kromme Nieuwegracht 39.0 ,3512HD,UTRECHT,Utrecht,Active,Higher Education Branch,14.5,2010s,,2010-08-01 to Present,2010-08-01,,52.0908495,5.1257799
27ZC04,D,LOC,TIAS Business School,Kroonstraat 50.0 ,3511RC,UTRECHT,Utrecht,Active,Higher Education Branch,14.5,2010s,,2010-08-01 to Present,2010-08-01,,52.0950178,5.1135852
30GW00,D,LOC,Islamitische Universiteit Rotterdam,Bergsingel 135.0 ,3037GC,ROTTERDAM,Zuid-Holland,Active,Higher Education Branch,14.5,2010s,,2010-08-01 to Present,2010-08-01,,51.93508629999999,4.469478899999999
30HC,U,HBOS,ProgreSZ Onderwijs B.V.,Vd Houven van Oordtlaan 6.0 ,7316AH,APELDOORN,Gelderland,Active,University of Applied Sciences,14.5,2010s,,2010-08-01 to Present,2010-08-01,,52.2178469,5.962456
30HC,U,HBOS,Hogeschool ProgreSZ,Australielaan 14.0 -16,3526AB,UTRECHT,Utrecht,Active,University of Applied Sciences,14.5,2010s,,2010-08-01 to Present,2010-08-01,,52.0643426,5.1036901
30HM00,D,LOC,Kronenburgh Beroepsopleidingen,Van Vredenburchweg 158.0 ,2284TT,RIJSWIJK ZH,Zuid-Holland,Active,Higher Education Branch,14.5,2010s,,2010-08-01 to Present,2010-08-01,,52.0480512,4.3099085
30HM00,D,LOC,Kronenburgh Beroepsopleidingen,Lange Houtstraat 7.0 ,2511CV,'S-GRAVENHAGE,Zuid-Holland,Active,Higher Education Branch,14.5,2010s,,2010-08-01 to Present,2010-08-01,,52.080889,4.3158841
30HP00,D,LOC,ROVC Technische opleidingen B.V.,Galvanistraat 13.0 ,6716AE,EDE,Gelderland,Active,Higher Education Branch,14.5,2010s,,2010-08-01 to Present,2010-08-01,,52.02635429999999,5.6410997
30HP00,D,LOC,ROVC Technische opleidingen B.V.,Copernicuslaan 35.0 ,6716BM,EDE,Gelderland,Active,Higher Education Branch,14.5,2010s,,2010-08-01 to Present,2010-08-01,,52.0266916,5.6257809
30HT,U,HBOS,TSM Business school BV,Hengelosestraat 583.0 ,7521AG,ENSCHEDE,Overijssel,Active,University of Applied Sciences,14.5,2010s,,2010-08-01 to Present,2010-08-01,,52.2364059,6.852016799999999
24HR06,D,LOC,Stichting Hoger Onderwijs NOVI,Marconistraat 1.0 -11,3029AE,ROTTERDAM,Zuid-Holland,Active,Higher Education Branch,14.8,2010s,,2010-04-20 to Present,2010-04-20,,51.912716,4.430053
17MT01,D,ULOC,"Prinseschool, locatie International School Twente",Johannes ter Horststraat 30.0 ,7513ZH,ENSCHEDE,Overijssel,Active,University Branch,15.1,2010s,,2010-01-01 to Present,2010-01-01,,52.1564707,4.4747069
18OF02,D,ULOC,"De Wereldwijzer, basisonderwijs voor neveninstromers",Pastoriestraat 88.0 ,5623AT,EINDHOVEN,Noord-Brabant,Active,University Branch,15.1,2010s,,2010-01-01 to Present,2010-01-01,,,
30PH,U,HBOS,Wagner Group,Hoge der A 18.0 ,9712AD,GRONINGEN,Groningen,Active,University of Applied Sciences,15.2,2000s,,2009-11-19 to Present,2009-11-19,,53.21801019999999,6.5595729
25LH29,D,LOC,Stichting ROC Midden Nederland,De Gooyertiend 9.0 ,3704GN,ZEIST,Utrecht,Closed,Higher Education Branch,2.7,2000s,2010s,2009-11-01 to 2012-07-05,2009-11-01,2012-07-05,52.0898666,5.2144419
25LH30,D,LOC,Stichting ROC Midden Nederland,Schooneggendreef 27.0 ,3562GG,UTRECHT,Utrecht,Active,Higher Education Branch,15.2,2000s,,2009-11-01 to Present,2009-11-01,,52.1206956,5.1190939
25LH31,D,LOC,Stichting ROC Midden Nederland,Johan de Wittlaan 13.0 ,3445AG,WOERDEN,Utrecht,Active,Higher Education Branch,15.2,2000s,,2009-11-01 to Present,2009-11-01,,52.087596,4.894808299999999
25LH33,D,LOC,Stichting ROC Midden Nederland,Kapelweg 117.0 ,3818BG,AMERSFOORT,Utrecht,Active,Higher Education Branch,15.2,2000s,,2009-11-01 to Present,2009-11-01,,52.1390091,5.3742698
25LH33,D,LOC,Stichting ROC Midden Nederland,Maatweg 3.0 ,3813TZ,AMERSFOORT,Utrecht,Active,Higher Education Branch,15.2,2000s,,2009-11-01 to Present,2009-11-01,,51.9353962,4.562234399999999
25LH34,D,LOC,Stichting ROC Midden Nederland,Zangvogelweg 140.0 ,3815DP,AMERSFOORT,Utrecht,Active,Higher Education Branch,15.2,2000s,,2009-11-01 to Present,2009-11-01,,52.1632693,5.404980000000001
04EM47,D,LOC,Regionaal Opleidingen Centrum Amarantis Onderwijsgroep v Interconfessioneel Ondw,De Boelelaan 1105.0 ,1081HV,AMSTERDAM,Noord-Holland,Closed,Higher Education Branch,3.4,2000s,2010s,2009-08-06 to 2013-01-01,2009-08-06,2013-01-01,52.33426710000001,4.8669632
30CU00,D,LOC,"Erasmus College Nederland, Haarlem",Vlietsorgstraat 15.0 ,2012JB,HAARLEM,Noord-Holland,Closed,Higher Education Branch,1.0,2000s,2010s,2009-08-01 to 2010-08-01,2009-08-01,2010-08-01,52.3709887,4.6360774
30EV,U,HBOS,Stichting Contract Nu/R. Stompff,Prinses Irenestraat 19.0 ,1077WT,AMSTERDAM,Noord-Holland,Closed,University of Applied Sciences,1.0,2000s,2010s,2009-08-01 to 2010-08-01,2009-08-01,2010-08-01,52.3416205,4.8806416
30DJ00,D,LOC,Luzac College Bergen op Zoom,Van Aldegondebaan 5.0 ,4615AZ,BERGEN OP ZOOM,Noord-Brabant,Closed,Higher Education Branch,3.1,2000s,2010s,2009-08-01 to 2012-09-01,2009-08-01,2012-09-01,51.4869497,4.294949799999999
30DJ00,D,LOC,Luzac College Bergen op Zoom,Van Aldegondebaan 5.0 - 7,4615AZ,BERGEN OP ZOOM,Noord-Brabant,Closed,Higher Education Branch,3.1,2000s,2010s,2009-08-01 to 2012-09-01,2009-08-01,2012-09-01,51.4869497,4.294949799999999
30DT00,D,LOC,Luzac College Roermond,Pollartstraat 19.0 ,6041GC,ROERMOND,Limburg,Closed,Higher Education Branch,3.1,2000s,2010s,2009-08-01 to 2012-09-01,2009-08-01,2012-09-01,51.1941532,5.9897668
04EM48,D,LOC,Regionaal Opleidingen Centrum Amarantis Onderwijsgroep v Interconfessioneel Ondw,Kwadrantweg 11.0 ,1042AG,AMSTERDAM,Noord-Holland,Closed,Higher Education Branch,3.4,2000s,2010s,2009-08-01 to 2013-01-01,2009-08-01,2013-01-01,52.40023129999999,4.826511
04EM50,D,LOC,Regionaal Opleidingen Centrum Amarantis Onderwijsgroep v Interconfessioneel Ondw,Wibautstraat 135.0 -139,1097DN,AMSTERDAM,Noord-Holland,Closed,Higher Education Branch,3.4,2000s,2010s,2009-08-01 to 2013-01-01,2009-08-01,2013-01-01,52.3495806,4.9177689
04EM50,D,LOC,Regionaal Opleidingen Centrum Amarantis Onderwijsgroep v Interconfessioneel Ondw,Postbus 75875.0 ,1070AW,AMSTERDAM,Noord-Holland,Closed,Higher Education Branch,3.4,2000s,2010s,2009-08-01 to 2013-01-01,2009-08-01,2013-01-01,52.3675734,4.9041389
04EM52,D,LOC,Regionaal Opleidingen Centrum Amarantis Onderwijsgroep v Interconfessioneel Ondw,Franciscusweg 8.0 -10,1216SK,HILVERSUM,Noord-Holland,Closed,Higher Education Branch,3.4,2000s,2010s,2009-08-01 to 2013-01-01,2009-08-01,2013-01-01,52.21374369999999,5.1425391
04EM55,D,LOC,Regionaal Opleidingen Centrum Amarantis Onderwijsgroep v Interconfessioneel Ondw,Laan van Puntenburg 2.0 -2A,3511ER,UTRECHT,Utrecht,Closed,Higher Education Branch,3.4,2000s,2010s,2009-08-01 to 2013-01-01,2009-08-01,2013-01-01,52.087688,5.113497
30AE00,D,LOC,ISBW Opleiding & / ISBW MBO College,Van Heemstraweg-West 5.0 ,5301PA,ZALTBOMMEL,Gelderland,Closed,Higher Education Branch,4.0,2000s,2010s,2009-08-01 to 2013-08-01,2009-08-01,2013-08-01,51.80608,5.256883999999999
30DY00,D,LOC,IPro Safety security solutions and education,A. van Leeuwenhoekweg 38.0 ,2408AN,ALPHEN AAN DEN RIJN,Zuid-Holland,Closed,Higher Education Branch,4.0,2000s,2010s,2009-08-01 to 2013-08-01,2009-08-01,2013-08-01,52.1283377,4.6423324
30BF00,D,LOC,Bronckhorst Opleidingscentrum,Ericaweg 18.0 ,7021PB,ZELHEM,Gelderland,Closed,Higher Education Branch,5.0,2000s,2010s,2009-08-01 to 2014-08-01,2009-08-01,2014-08-01,52.00125209999999,6.3615684
30DK00,D,LOC,Luzac College Dordrecht,Stationsweg 39.0 ,3311JW,DORDRECHT,Zuid-Holland,Closed,Higher Education Branch,5.0,2000s,2010s,2009-08-01 to 2014-08-01,2009-08-01,2014-08-01,51.8083982,4.6674801
30DR00,D,LOC,Luzac College Maastricht,Markt 28.0 ,6211CJ,MAASTRICHT,Limburg,Closed,Higher Education Branch,5.0,2000s,2010s,2009-08-01 to 2014-08-01,2009-08-01,2014-08-01,52.5999895,6.4562349
30EE00,D,LOC,Global Academie B.V.,'t Veld 5.0 ,7603EC,ALMELO,Overijssel,Closed,Higher Education Branch,5.0,2000s,2010s,2009-08-01 to 2014-08-01,2009-08-01,2014-08-01,52.0804189,5.134768999999999
29ZR00,D,LOC,Black Pearl Stichting,Palaceplein 237.0 ,2587WL,'S-GRAVENHAGE,Zuid-Holland,Closed,Higher Education Branch,6.0,2000s,2010s,2009-08-01 to 2015-08-01,2009-08-01,2015-08-01,52.112869,4.284250699999999
30FB00,D,LOC,DisConsult DIOR Opleidingen B.V.,Boerhaavelaan 34.0 ,2713HX,ZOETERMEER,Zuid-Holland,Closed,Higher Education Branch,6.0,2000s,2010s,2009-08-01 to 2015-08-01,2009-08-01,2015-08-01,52.1716979,4.4875565
30FB00,D,LOC,DIOR Opleidingen,Bezuidenhoutseweg 1.0 ,2594AB,'S-GRAVENHAGE,Zuid-Holland,Closed,Higher Education Branch,6.0,2000s,2010s,2009-08-01 to 2015-08-01,2009-08-01,2015-08-01,52.0852236,4.3301411
29ZX00,D,LOC,Prevvio training & consultancy,Postbus 339.0 ,5110AH,BAARLE-NASSAU,Noord-Brabant,Closed,Higher Education Branch,7.2,2000s,2010s,2009-08-01 to 2016-10-01,2009-08-01,2016-10-01,51.4451366,4.9295231
29ZX00,D,LOC,Prevvio training & consultancy,Oude Bredasebaan 21.0 ,5111GA,BAARLE-NASSAU,Noord-Brabant,Closed,Higher Education Branch,7.2,2000s,2010s,2009-08-01 to 2016-10-01,2009-08-01,2016-10-01,51.4541249,4.9091911
29ZK00,D,LOC,VK Opleidingen,Postbus 30346.0 ,1303AH,ALMERE,Flevoland,Closed,Higher Education Branch,8.4,2000s,2010s,2009-08-01 to 2018-01-01,2009-08-01,2018-01-01,52.3507849,5.2647016
29ZK00,D,LOC,VK Opleidingen,Csardasstraat 8.0 ,1326RX,ALMERE,Flevoland,Closed,Higher Education Branch,8.4,2000s,2010s,2009-08-01 to 2018-01-01,2009-08-01,2018-01-01,52.3619146,5.2528649
30FH00,D,LOC,Coöperatie Team Academie Amsterdam U.A.,Postbus 96.0 ,2000AB,HAARLEM,Noord-Holland,Closed,Higher Education Branch,9.0,2000s,2010s,2009-08-01 to 2018-08-01,2009-08-01,2018-08-01,52.3873878,4.6462194
30FH00,D,LOC,Coöperatie Team Academie Amsterdam U.A.,Johan Huizingalaan 763.0 A,1066VH,AMSTERDAM,Noord-Holland,Closed,Higher Education Branch,9.0,2000s,2010s,2009-08-01 to 2018-08-01,2009-08-01,2018-08-01,52.3430714,4.8289517
14HV01,D,ULOC,"Het Kompas, afd. Christiaan Huygens",De Barrage 12.0 ,8252GW,DRONTEN,Flevoland,Closed,University Branch,13.0,2000s,2020s,2009-08-01 to 2022-08-01,2009-08-01,2022-08-01,52.0876728,4.8850649
14HV01,D,ULOC,"Het Kompas, afd. Christiaan Huygens",Jupiterweg 25.0 ,8251AW,DRONTEN,Flevoland,Closed,University Branch,13.0,2000s,2020s,2009-08-01 to 2022-08-01,2009-08-01,2022-08-01,51.9781937,5.9605141
30EX00,D,LOC,Luzac College Goes,Zusterstraat 11.0 ,4461JA,GOES,Zeeland,Closed,Higher Education Branch,13.0,2000s,2020s,2009-08-01 to 2022-08-01,2009-08-01,2022-08-01,51.82860660000001,4.9739238
04YZ01,D,ULOC,RK basisschool De Wilgetoren,Van 't Hoffplein 2.0 ,1223EG,HILVERSUM,Noord-Holland,Active,University Branch,15.5,2000s,,2009-08-01 to Present,2009-08-01,,52.2744831,6.157325699999999
04YZ01,D,ULOC,RK basisschool De Wilgetoren,Kamerlingh Onnesweg 2.0 ,1223JK,HILVERSUM,Noord-Holland,Active,University Branch,15.5,2000s,,2009-08-01 to Present,2009-08-01,,51.8938802,4.5263202
13UI01,D,ULOC,NT2-basisschool Het Palet,Catharina van Renneslaan 128.0 ,7604KV,ALMELO,Overijssel,Active,University Branch,15.5,2000s,,2009-08-01 to Present,2009-08-01,,52.2744831,6.157325699999999
14YD11,D,LOC,Lentiz MBO Outdoor & Animal,Commandeurskade 22.0 ,3155AD,MAASLAND,Zuid-Holland,Active,Higher Education Branch,15.5,2000s,,2009-08-01 to Present,2009-08-01,,51.9402984,4.2764882
16YU01,D,ULOC,Savornin Lohmanschool,Zuidpolderstraat 63.0 ,3074XT,ROTTERDAM,Zuid-Holland,Active,University Branch,15.5,2000s,,2009-08-01 to Present,2009-08-01,,,
25LF39,D,LOC,Regionaal Opleidingen Centrum Rijn IJssel College,Laan van Scheut 2.0 ,6525EM,NIJMEGEN,Gelderland,Active,Higher Education Branch,15.5,2000s,,2009-08-01 to Present,2009-08-01,,51.8267391,5.8629745
25PV17,D,LOC,ROC Zeeland Instelling voor middelbaar beroepsonderwijs en volwassen educatie,Zwembadweg 1.0 ,4463AB,GOES,Zeeland,Active,Higher Education Branch,15.5,2000s,,2009-08-01 to Present,2009-08-01,,51.510225,3.8946251
25PV18,D,LOC,ROC Zeeland Instelling voor middelbaar beroepsonderwijs en volwassen educatie,Podium 15.0 ,4337WV,MIDDELBURG,Zeeland,Active,Higher Education Branch,15.5,2000s,,2009-08-01 to Present,2009-08-01,,51.8756536,4.5962572
28AL01,D,ULOC,OBS Da Vinci,Spitsbergen 17.0 ,2721GP,ZOETERMEER,Zuid-Holland,Active,University Branch,15.5,2000s,,2009-08-01 to Present,2009-08-01,,52.09043819999999,4.3615173
29ZY00,D,LOC,Stichting De Nederlandse Fotovakschool,Henri Dunantlaan 2.0 ,7312BE,APELDOORN,Gelderland,Active,Higher Education Branch,15.5,2000s,,2009-08-01 to Present,2009-08-01,,53.1940806,6.5606551
30AD00,D,LOC,MBO4 Nederland,Melkpad 31.0 ,1217KB,HILVERSUM,Noord-Holland,Active,Higher Education Branch,15.5,2000s,,2009-08-01 to Present,2009-08-01,,52.2273296,5.1724459
30AD00,D,LOC,MBO4 Nederland,St. Hubertuslaan 2.0 ,4205ZB,GORINCHEM,Zuid-Holland,Active,Higher Education Branch,15.5,2000s,,2009-08-01 to Present,2009-08-01,,51.8437981,4.9734824
30AD00,D,LOC,MBO4 Nederland,De Kwekerij 6.0 ,2182AG,HILLEGOM,Zuid-Holland,Active,Higher Education Branch,15.5,2000s,,2009-08-01 to Present,2009-08-01,,52.29627379999999,4.5771046
30BC01,D,LOC,Karel de Grotelaan 355,Karel de Grotelaan 355.0 ,5654NN,EINDHOVEN,Noord-Brabant,Active,Higher Education Branch,15.5,2000s,,2009-08-01 to Present,2009-08-01,,51.4274052,5.4598843
30BC01,D,LOC,Karel de Grotelaan 355,Burgakker 17.0 ,5281CH,BOXTEL,Noord-Brabant,Active,Higher Education Branch,15.5,2000s,,2009-08-01 to Present,2009-08-01,,51.5867219,5.325764599999999
30BC02,D,LOC,Grafisch lyceum Eindhoven,von Flotowlaan 1.0 ,5653AD,EINDHOVEN,Noord-Brabant,Active,Higher Education Branch,15.5,2000s,,2009-08-01 to Present,2009-08-01,,51.4287281,5.457303599999999
30BC02,D,LOC,SiNTLUCAS locatie Eindhoven,Torenallee 75.0 ,5617BB,EINDHOVEN,Noord-Brabant,Active,Higher Education Branch,15.5,2000s,,2009-08-01 to Present,2009-08-01,,51.4470053,5.4547149
30CK00,D,LOC,Stebo Utrecht B.V.,Nieuwegracht 69.0 a,3512LG,UTRECHT,Utrecht,Active,Higher Education Branch,15.5,2000s,,2009-08-01 to Present,2009-08-01,,52.0874231,5.125336
30CL00,D,LOC,Stebo-Den haag VAVO,Korte Voorhout 1.0 ,2511CW,'S-GRAVENHAGE,Zuid-Holland,Active,Higher Education Branch,15.5,2000s,,2009-08-01 to Present,2009-08-01,,52.0819748,4.3152677
30CM00,D,LOC,Stebo-Amsterdam VAVO,Speerstraat 6.0 ,1076XN,AMSTERDAM,Noord-Holland,Active,Higher Education Branch,15.5,2000s,,2009-08-01 to Present,2009-08-01,,52.3491053,4.861307
30CN00,D,LOC,Instituut Vrijbergen B.V.,Geversstraat 37.0 ,2341GA,OEGSTGEEST,Zuid-Holland,Active,Higher Education Branch,15.5,2000s,,2009-08-01 to Present,2009-08-01,,52.1782939,4.4661634
30CN00,D,LOC,Winford Leiden VAVO,Rijnsburgerweg 91.0 93,2334BJ,LEIDEN,Zuid-Holland,Active,Higher Education Branch,15.5,2000s,,2009-08-01 to Present,2009-08-01,,52.1720891,4.477749800000001
30CP00,D,LOC,"Instituut Nieuw Blankestijn, particuliere vavo-school voor vmbo-t, havo en vwo",Oudegracht 189.0 ,3511NE,UTRECHT,Utrecht,Active,Higher Education Branch,15.5,2000s,,2009-08-01 to Present,2009-08-01,,52.08865729999999,5.1209832
30CR00,D,LOC,"Erasmus college Nederland, Eindhoven",Kerkakkerstraat 34.0 ,5616HC,EINDHOVEN,Noord-Brabant,Active,Higher Education Branch,15.5,2000s,,2009-08-01 to Present,2009-08-01,,51.4392341,5.456534899999999
30CT00,D,LOC,"Erasmus College Nederland, Maastricht",Bassin 184.0 ,6211AL,MAASTRICHT,Limburg,Active,Higher Education Branch,15.5,2000s,,2009-08-01 to Present,2009-08-01,,50.855204,5.692651
30CT00,D,LOC,"Erasmus College Nederland, Maastricht",Parallelweg 45.0 C,6221BD,MAASTRICHT,Limburg,Active,Higher Education Branch,15.5,2000s,,2009-08-01 to Present,2009-08-01,,50.85108100000001,5.7039094
30CW00,D,LOC,Luzac College Amsterdam,Prinsengracht 927.0 ,1017KD,AMSTERDAM,Noord-Holland,Active,Higher Education Branch,15.5,2000s,,2009-08-01 to Present,2009-08-01,,52.3625208,4.8913604
30CW00,D,LOC,Luzac College Amsterdam,Passeerdersgracht 25.0 ,1016XG,AMSTERDAM,Noord-Holland,Active,Higher Education Branch,15.5,2000s,,2009-08-01 to Present,2009-08-01,,52.3667696,4.8806633
30CX00,D,LOC,Luzac College Arnhem,Eusebiusbuitensingel 5.0 ,6828HT,ARNHEM,Gelderland,Active,Higher Education Branch,15.5,2000s,,2009-08-01 to Present,2009-08-01,,51.98141260000001,5.9156118
30CY00,D,LOC,Luzac College Breda,Langendijk 50.0 ,4819EW,BREDA,Noord-Brabant,Active,Higher Education Branch,15.5,2000s,,2009-08-01 to Present,2009-08-01,,51.5761433,4.7621489
30CY00,D,LOC,Luzac College Breda,Oranjeboomstraat 2.0 C,4814EG,BREDA,Noord-Brabant,Active,Higher Education Branch,15.5,2000s,,2009-08-01 to Present,2009-08-01,,51.5835377,4.7617419
30CZ00,D,LOC,Luzac College Den Haag,Zeestraat 64.0 ,2518AC,'S-GRAVENHAGE,Zuid-Holland,Active,Higher Education Branch,15.5,2000s,,2009-08-01 to Present,2009-08-01,,52.0850617,4.302561799999999
30CZ00,D,LOC,Luzac College Den Haag,Zeestraat 64.0 -66,2518AC,'S-GRAVENHAGE,Zuid-Holland,Active,Higher Education Branch,15.5,2000s,,2009-08-01 to Present,2009-08-01,,52.0850617,4.302561799999999
