NR_ADMINISTRATIE,CODE_FUNCTIE,CODE_SOORT,NAAM_VOLLEDIG,full_address,POSTCODE_VEST,NAAM_PLAATS_VEST,PROVINCIE_VEST,location_status,facility_type,years_of_operation,decade_opened,decade_closed,operation_period,DT_IN_BEDRIJF,DT_UIT_BEDRIJF,latitude,longitude
05KQ02,D,ILOC,Wereldwijs,Galenuslaan 1.0 ,4624XE,BERGEN OP ZOOM,Noord-Brabant,Active,International Location,4.0,2020s,,2021-01-15 to Present,2021-01-15,,,
20HH01,D,ILOC,Leonardo Harderwijk,Vliepad 5.0 ,3844EL,HARDERWIJK,Gelderland,Active,International Location,4.3,2020s,,2020-10-01 to Present,2020-10-01,,,
29YC02,D,ILOC,De Madelief,Pythagorasstraat 9.0 ,6836GA,ARNHEM,Gelderland,Closed,International Location,2.0,2010s,2020s,2019-08-01 to 2021-08-01,2019-08-01,2021-08-01,,
12TL01,D,ILOC,Perspectief 10-14,Hemdijk 47.0 ,8601XJ,SNEEK,Friesland,Active,International Location,5.5,2010s,,2019-08-01 to Present,2019-08-01,,,
15ZZ01,D,ILOC,De Vuurvlinder Nieuwkomersvoorziening type 2,Diamanthorst 10.0 ,2592GH,'S-GRAVENHAGE,Zuid-Holland,Active,International Location,5.5,2010s,,2019-08-01 to Present,2019-08-01,,,
19TB01,D,ILOC,Brekeldschool-De Brug,Prins Bernhardstraat 37.0 ,7462GS,RIJSSEN,Overijssel,Active,International Location,5.5,2010s,,2019-08-01 to Present,2019-08-01,,,
19WC02,D,ILOC,Da Vinci-Berkelland,Wheemerstraat 10.0 ,7161AN,NEEDE,Gelderland,Active,International Location,5.5,2010s,,2019-08-01 to Present,2019-08-01,,,
31KY01,D,ILOC,"Stichting NTCN (NTC in de Nedersaksische grensregio), locatie Veldhausen",  ,,,,Closed,International Location,3.9,2010s,2020s,2018-09-01 to 2022-08-01,2018-09-01,2022-08-01,,
19DQ01,D,ILOC,OBS De Notenkraker,Othelloweg 8.0 ,3194GS,HOOGVLIET ROTTERDAM,Zuid-Holland,Closed,International Location,1.8,2010s,2020s,2018-08-01 to 2020-06-01,2018-08-01,2020-06-01,,
19ML03,D,ILOC,AZS De Vlieger,Deventerweg 83.0 ,3843GC,HARDERWIJK,Gelderland,Closed,International Location,2.0,2010s,2020s,2018-08-01 to 2020-08-01,2018-08-01,2020-08-01,,
18WX02,D,ILOC,De Catamaran Nieuwkomersvoorziening,Catullusweg 298.0 ,3076KH,ROTTERDAM,Zuid-Holland,Active,International Location,6.5,2010s,,2018-08-01 to Present,2018-08-01,,,
19AO03,D,ILOC,Vrijeschool Amsterdam Oost,Pieter Nieuwlandstraat 3.0 ,1093XG,AMSTERDAM,Noord-Holland,Closed,International Location,0.0,2010s,2010s,2018-04-03 to 2018-04-04,2018-04-03,2018-04-04,,
24EE01,D,ILOC,"Montessori basisschool De Poort, nieuwkomersgroepen",Kard van Rossumplein 99.0 ,6221SZ,MAASTRICHT,Limburg,Active,International Location,6.8,2010s,,2018-04-01 to Present,2018-04-01,,,
12HC01,D,ILOC,SNV De Taalvijver,Paul Rinkstraat 2.0 ,5461GS,VEGHEL,Noord-Brabant,Active,International Location,7.0,2010s,,2018-02-01 to Present,2018-02-01,,,
09YS01,D,ILOC,Schakelklassen Westland,Hoge Woerd 27.0 ,2671DH,NAALDWIJK,Zuid-Holland,Active,International Location,7.1,2010s,,2018-01-01 to Present,2018-01-01,,,
09YS01,D,ILOC,Schakelklas Westland,Burg Kampschoerstraat 5.0 ,2681AA,MONSTER,Zuid-Holland,Active,International Location,7.1,2010s,,2018-01-01 to Present,2018-01-01,,,
27PB01,D,ILOC,Optimist International School,Deltaweg 109.0 ,2134XS,HOOFDDORP,Noord-Holland,Active,International Location,7.1,2010s,,2018-01-01 to Present,2018-01-01,,,
07TJ05,D,ILOC,"Basisschool Elout, afd. Nieuwkomers",Cornelis Krusemanstraat 68.0 -70,1075NS,AMSTERDAM,Noord-Holland,Closed,International Location,5.5,2010s,2020s,2017-09-01 to 2023-03-01,2017-09-01,2023-03-01,,
13KT03,D,ILOC,International School Haarlem,Schreveliusstraat 27.0 ,2014XP,HAARLEM,Noord-Holland,Active,International Location,7.4,2010s,,2017-09-01 to Present,2017-09-01,,,
18WK02,D,ILOC,"Burgemeester De Vlugtschool, afd. Nieuwkomers",Jan de Louterstraat 21.0 ,1063KX,AMSTERDAM,Noord-Holland,Active,International Location,7.4,2010s,,2017-09-01 to Present,2017-09-01,,,
08DH01,D,ILOC,Obs Markvelde,Oude Deldensestraat 1.0 ,7478PL,DIEPENHEIM,Overijssel,Closed,International Location,1.0,2010s,2010s,2017-08-01 to 2018-08-01,2017-08-01,2018-08-01,,
16WH01,D,ILOC,Kindcentrum Vroondaal,Meppelweg 339.0 ,2544AH,'S-GRAVENHAGE,Zuid-Holland,Closed,International Location,1.0,2010s,2010s,2017-08-01 to 2018-08-01,2017-08-01,2018-08-01,,
13AO03,D,ILOC,Dr. Albert Schweitzerschool,Goudsbloemstraat 2.0 ,6871WB,RENKUM,Gelderland,Closed,International Location,2.0,2010s,2010s,2017-08-01 to 2019-08-01,2017-08-01,2019-08-01,,
14HB02,D,ILOC,De Blijberg tweetalig onderwijs,Coolhavenstraat 29.0 ,3024TD,ROTTERDAM,Zuid-Holland,Closed,International Location,2.0,2010s,2010s,2017-08-01 to 2019-08-01,2017-08-01,2019-08-01,,
19NS02,D,ILOC,De Toermalijn,Rijnstraat 15.0 ,7523GD,ENSCHEDE,Overijssel,Closed,International Location,2.0,2010s,2010s,2017-08-01 to 2019-08-01,2017-08-01,2019-08-01,,
07QW02,D,ILOC,"IKC Triade, locatie Zuid",Ophelialaan 230.0 ,1431HS,AALSMEER,Noord-Holland,Closed,International Location,2.1,2010s,2010s,2017-08-01 to 2019-08-23,2017-08-01,2019-08-23,,
16LV01,D,ILOC,Basisschool Aldoende,Kinheim 4.0 ,1161AP,ZWANENBURG,Noord-Holland,Closed,International Location,5.0,2010s,2020s,2017-08-01 to 2022-08-01,2017-08-01,2022-08-01,,
13CY02,D,ILOC,cbs Rehoboth,Koninginnelaan 46.0 ,3905GJ,VEENENDAAL,Utrecht,Closed,International Location,6.0,2010s,2020s,2017-08-01 to 2023-08-01,2017-08-01,2023-08-01,,
10JO01,D,ILOC,Basisschool Antonius,Antoniusstraat 10.0 ,5469EW,ERP,Noord-Brabant,Active,International Location,7.5,2010s,,2017-08-01 to Present,2017-08-01,,,
14LB02,D,ILOC,Annie M.G. Schmidt,Martina Kramersstraat 2.0 ,3207WB,SPIJKENISSE,Zuid-Holland,Active,International Location,7.5,2010s,,2017-08-01 to Present,2017-08-01,,,
16KJ02,D,ILOC,Openbare Vroonermeerschool,P.C.Boutensstraat 4.0 ,1822KJ,ALKMAAR,Noord-Holland,Active,International Location,7.5,2010s,,2017-08-01 to Present,2017-08-01,,,
17RX01,D,ILOC,Tuinstad Schiebroek/Terbregge,Meerum Terwogtlaan 135.0 ,3056PP,ROTTERDAM,Zuid-Holland,Active,International Location,7.5,2010s,,2017-08-01 to Present,2017-08-01,,,
20SL02,D,ILOC,De Ontplooiing,August Allebeplein 7.0 ,1062AA,AMSTERDAM,Noord-Holland,Active,International Location,7.5,2010s,,2017-08-01 to Present,2017-08-01,,,
20SL02,D,ILOC,Spring High Go,Herman Poortstraat 17.0 ,1064BR,AMSTERDAM,Noord-Holland,Active,International Location,7.5,2010s,,2017-08-01 to Present,2017-08-01,,,
29XG01,D,ILOC,Rivers International School Arnhem,Parnassusstraat 20.0 ,6846RB,ARNHEM,Gelderland,Active,International Location,7.5,2010s,,2017-08-01 to Present,2017-08-01,,,
06YH01,D,ILOC,De Tovertuin Schakelklassen,Burg. Corbeijstraat 58.0 ,6137XT,SITTARD,Limburg,Closed,International Location,2.0,2010s,2010s,2017-07-15 to 2019-08-01,2017-07-15,2019-08-01,,
30RH01,D,ILOC,Cbs Aquamarijn locatie Reitdiep,Slenk 2.0 ,9746RS,GRONINGEN,Groningen,Closed,International Location,6.3,2010s,2020s,2017-05-01 to 2023-08-01,2017-05-01,2023-08-01,,
15NJ02,D,ILOC,Woutertje van Leyden,Houtmarkt 36.0 ,2312PZ,LEIDEN,Zuid-Holland,Active,International Location,8.1,2010s,,2017-01-01 to Present,2017-01-01,,,
20ZT01,D,ILOC,"Het Vogelnest, afd. Nieuwkomers",Mussenstraat 26.0 ,1021CS,AMSTERDAM,Noord-Holland,Closed,International Location,5.8,2010s,2020s,2016-10-24 to 2022-08-01,2016-10-24,2022-08-01,,
12WB01,D,ILOC,De Bazaar,Lange Kleiweg 72.0 ,2288GK,RIJSWIJK ZH,Zuid-Holland,Closed,International Location,5.6,2010s,2020s,2016-10-05 to 2022-05-22,2016-10-05,2022-05-22,,
09TI01,D,ILOC,Basisschool Sprankel,Welemanstraat 23.0 ,7622HB,BORNE,Overijssel,Active,International Location,8.3,2010s,,2016-10-01 to Present,2016-10-01,,,
20VP02,D,ILOC,School of Understanding Amsterdam-West,Potgieterstraat 34.0 ,1053XX,AMSTERDAM,Noord-Holland,Closed,International Location,7.0,2010s,2020s,2016-08-29 to 2023-09-01,2016-08-29,2023-09-01,,
20VP02,D,ILOC,School of Understanding Amsterdam-West,Orteliusstraat 28.0 ,1057BB,AMSTERDAM,Noord-Holland,Closed,International Location,7.0,2010s,2020s,2016-08-29 to 2023-09-01,2016-08-29,2023-09-01,,
09DD01,D,ILOC,Vrijeschool Kairos,Breedveld 7.0 ,1025PZ,AMSTERDAM,Noord-Holland,Active,International Location,8.4,2010s,,2016-08-29 to Present,2016-08-29,,,
09DD01,D,ILOC,Vrijeschool Kairos,Wognumerplantsoen 2.0 -4,1023EP,AMSTERDAM,Noord-Holland,Active,International Location,8.4,2010s,,2016-08-29 to Present,2016-08-29,,,
08EP02,D,ILOC,De OpStap,Jachthuisweg 6.0 d,7796HJ,HEEMSERVEEN,Overijssel,Closed,International Location,0.0,2010s,2010s,2016-08-01 to 2016-08-02,2016-08-01,2016-08-02,,
11KN01,D,ILOC,"CBS De Lichtbaak, afd. Anderstaligen",Amstelstraat 14.0 B,9406TH,ASSEN,Drenthe,Closed,International Location,0.0,2010s,2010s,2016-08-01 to 2016-08-02,2016-08-01,2016-08-02,,
03WL01,D,ILOC,De Diamant loc. De Zevenhof,Vrijenhoek 29.0 -31,2435XV,ZEVENHOVEN,Zuid-Holland,Closed,International Location,2.0,2010s,2010s,2016-08-01 to 2018-08-01,2016-08-01,2018-08-01,,
17ZL01,D,ILOC,KBS Stepping Stones,Notebomenlaan 137.0 ,3582CJ,UTRECHT,Utrecht,Closed,International Location,4.0,2010s,2020s,2016-08-01 to 2020-08-01,2016-08-01,2020-08-01,,
23GV02,D,ILOC,"Yunus Emre, locatie Schalk Burgerstraat",Schalk Burgerstraat 383.0 ,2572TB,'S-GRAVENHAGE,Zuid-Holland,Closed,International Location,4.0,2010s,2020s,2016-08-01 to 2020-08-01,2016-08-01,2020-08-01,,
23GV03,D,ILOC,"Yunus Emre, locatie Van Damstraat",Van Damstraat 7.0 ,2512PG,'S-GRAVENHAGE,Zuid-Holland,Closed,International Location,4.0,2010s,2020s,2016-08-01 to 2020-08-01,2016-08-01,2020-08-01,,
24PB01,D,ILOC,AZC school Beverwaard,Spoorweghaven 174.0 ,3071ZG,ROTTERDAM,Zuid-Holland,Closed,International Location,4.7,2010s,2020s,2016-08-01 to 2021-05-01,2016-08-01,2021-05-01,,
13TY01,D,ILOC,o.b.s. De Schakel,Multatulistraat 28.0 ,9602BB,HOOGEZAND,Groningen,Closed,International Location,6.3,2010s,2020s,2016-08-01 to 2022-11-14,2016-08-01,2022-11-14,,
05SR01,D,ILOC,"Talmaschool, schakelklassen",Vaandrigstraat 15.0 ,3034PX,ROTTERDAM,Zuid-Holland,Closed,International Location,7.0,2010s,2020s,2016-08-01 to 2023-08-01,2016-08-01,2023-08-01,,
05SR01,D,ILOC,"Talmaschool, schakelklassen",Bertrand Russellplaats 7.0 - 9,3069CA,ROTTERDAM,Zuid-Holland,Closed,International Location,7.0,2010s,2020s,2016-08-01 to 2023-08-01,2016-08-01,2023-08-01,,
07EI01,D,ILOC,"Rkbs St. Theresia, loc. Van Dijck",Laan van Cattenbroeck 76.0 ,3703BP,ZEIST,Utrecht,Closed,International Location,7.0,2010s,2020s,2016-08-01 to 2023-08-01,2016-08-01,2023-08-01,,
07EI01,D,ILOC,"Rkbs St. Theresia, loc. Van Dijck",Van Dijcklaan 4.0 ,3723CG,BILTHOVEN,Utrecht,Closed,International Location,7.0,2010s,2020s,2016-08-01 to 2023-08-01,2016-08-01,2023-08-01,,
15JI02,D,ILOC,basisschool 't Mozaiek,Kroonjuweel 7.0 ,4388MD,OOST-SOUBURG,Zeeland,Closed,International Location,8.0,2010s,2020s,2016-08-01 to 2024-08-01,2016-08-01,2024-08-01,,
04FJ01,D,ILOC,Athena,Johann de Wittstraat 11.0 ,5151CK,DRUNEN,Noord-Brabant,Active,International Location,8.5,2010s,,2016-08-01 to Present,2016-08-01,,,
05LP01,D,ILOC,c.b.s. De Bolster afdeling anderstaligen,Wikelerdyk 14.0 ,8561BE,BALK,Friesland,Active,International Location,8.5,2010s,,2016-08-01 to Present,2016-08-01,,,
06NN03,D,ILOC,"Julianaschool, locatie Brandsma",Nieuwe 's-Gravelandseweg 15.0 ,1405HK,BUSSUM,Noord-Holland,Active,International Location,8.5,2010s,,2016-08-01 to Present,2016-08-01,,,
11LF01,D,ILOC,Basisschool De Regenboog,Marjoleintuin 58.0 - 60,2353PL,LEIDERDORP,Zuid-Holland,Active,International Location,8.5,2010s,,2016-08-01 to Present,2016-08-01,,,
12HZ01,D,ILOC,Obs Villa Nova,Bouwkamp 4.0 ,8266KL,KAMPEN,Overijssel,Active,International Location,8.5,2010s,,2016-08-01 to Present,2016-08-01,,,
12KZ01,D,ILOC,"icbs De Meer, locatie Bavoschool",Westergracht 3.0 ,2013ZJ,HAARLEM,Noord-Holland,Active,International Location,8.5,2010s,,2016-08-01 to Present,2016-08-01,,,
13BQ03,D,ILOC,Master Amiko,Jancko Douwamastraat 33.0 ,8602BK,SNEEK,Friesland,Active,International Location,8.5,2010s,,2016-08-01 to Present,2016-08-01,,,
16HV01,D,ILOC,Openbare Basisschool Wereldwijzer,Nachtegaal 144.0 ,1628DJ,HOORN NH,Noord-Holland,Active,International Location,8.5,2010s,,2016-08-01 to Present,2016-08-01,,,
16ZC01,D,ILOC,De Taalklas,Oostzeestraat 38.0 ,8226BA,LELYSTAD,Flevoland,Active,International Location,8.5,2010s,,2016-08-01 to Present,2016-08-01,,,
19VH02,D,ILOC,locatie De Meerpaal,Tesselsestraat 75.0 ,2583JH,'S-GRAVENHAGE,Zuid-Holland,Active,International Location,8.5,2010s,,2016-08-01 to Present,2016-08-01,,,
20FB01,D,ILOC,Basisschool De Waaier,Voorsterallee 1.0 ,7203DN,ZUTPHEN,Gelderland,Active,International Location,8.5,2010s,,2016-08-01 to Present,2016-08-01,,,
26PY03,D,ILOC,KBS de Boxem,Oude Wetering 82.0 a,8044PA,ZWOLLE,Overijssel,Active,International Location,8.5,2010s,,2016-08-01 to Present,2016-08-01,,,
06ZC01,D,ILOC,"Bassisschool De Reuzepas, AZC-klassen",Den Elt 17.0 c,6644EA,EWIJK,Gelderland,Closed,International Location,1.0,2010s,2010s,2016-06-15 to 2017-06-15,2016-06-15,2017-06-15,,
07RQ02,D,ILOC,AZC-school Koala,Kazernelaan 101.0 ,6006SP,WEERT,Limburg,Closed,International Location,4.1,2010s,2020s,2016-06-15 to 2020-08-01,2016-06-15,2020-08-01,,
15KJ01,D,ILOC,OBS De Feniks,Schepersmaat 4.0 ,9405TA,ASSEN,Drenthe,Active,International Location,8.6,2010s,,2016-06-01 to Present,2016-06-01,,,
15LX04,D,ILOC,"ODS De Vuurvogel, taalklassen",Zwanenhoek 41.0 ,3201HT,SPIJKENISSE,Zuid-Holland,Active,International Location,8.6,2010s,,2016-06-01 to Present,2016-06-01,,,
16IQ02,D,ILOC,De Optimist,Robonsbosweg 1.0 ,1816MK,ALKMAAR,Noord-Holland,Closed,International Location,2.4,2010s,2010s,2016-05-01 to 2018-10-01,2016-05-01,2018-10-01,,
18RA01,D,ILOC,"OBS de Tarthorst, onderwijslocatie AZC/POL de Leemkuil",Keijenbergseweg 10.0 ,6705BN,WAGENINGEN,Gelderland,Active,International Location,8.7,2010s,,2016-05-01 to Present,2016-05-01,,,
09DO01,D,ILOC,"o.b.s. De Uilenburcht, afd. Anderstaligen",Dennenborg 1.0 ,9685KE,BLAUWESTAD,Groningen,Closed,International Location,0.5,2010s,2010s,2016-04-01 to 2016-10-10,2016-04-01,2016-10-10,,
11QO01,D,ILOC,Rotonda Ridderweide,Maurikstraat 1.0 ,4006EL,TIEL,Gelderland,Closed,International Location,1.3,2010s,2010s,2016-03-30 to 2017-08-01,2016-03-30,2017-08-01,,
12MF02,D,ILOC,Taalschool Voila,Berkelwijk 33.0 ,3831MN,LEUSDEN,Utrecht,Closed,International Location,1.5,2010s,2010s,2016-03-01 to 2017-09-01,2016-03-01,2017-09-01,,
12AE02,D,ILOC,"Zilvermaan, locatie Bloemstede",Duivenkamp 545.0 ,3607BK,MAARSSEN,Utrecht,Closed,International Location,8.1,2010s,2020s,2016-02-01 to 2024-03-01,2016-02-01,2024-03-01,,
13NZ02,D,ILOC,"Basisschool De Oude Vaart, afdeling AZC",Schuberthof 31.0 ,4536AL,TERNEUZEN,Zeeland,Closed,International Location,0.6,2010s,2010s,2016-01-15 to 2016-09-01,2016-01-15,2016-09-01,,
13GC02,D,ILOC,"De Tweemaster, afdeling nieuwkomers",Vroedschapstraat 11.0 ,4204AJ,GORINCHEM,Zuid-Holland,Closed,International Location,1.2,2010s,2010s,2016-01-15 to 2017-04-01,2016-01-15,2017-04-01,,
13GC02,D,ILOC,"De Tweemaster, afdeling nieuwkomers",Stalkaarsen 3.0 ,4205PG,GORINCHEM,Zuid-Holland,Closed,International Location,1.2,2010s,2010s,2016-01-15 to 2017-04-01,2016-01-15,2017-04-01,,
18FA01,D,ILOC,"Basisschool De Schatkist, Fleurrijk",Randweg-Oost 32.0 ,6021PB,BUDEL,Noord-Brabant,Closed,International Location,1.2,2010s,2010s,2016-01-15 to 2017-04-01,2016-01-15,2017-04-01,,
11UF02,D,ILOC,Heumensoord PO,Streekweg 21.0 ,6537TR,NIJMEGEN,Gelderland,Closed,International Location,1.3,2010s,2010s,2016-01-15 to 2017-05-15,2016-01-15,2017-05-15,,
20SK02,D,ILOC,"Louis Bouwmeester, afdeling Nieuwkomers",Louis Bouwmeesterstraat 14.0 ,1065KW,AMSTERDAM,Noord-Holland,Active,International Location,9.0,2010s,,2016-01-04 to Present,2016-01-04,,,
20XQ01,D,ILOC,"Basisschool De Roos, afdeling Nieuwkomers",Jan van Galenstraat 105.0 ,1056BK,AMSTERDAM,Noord-Holland,Closed,International Location,0.5,2010s,2010s,2016-01-01 to 2016-07-01,2016-01-01,2016-07-01,,
10WH01,D,ILOC,AZC KindRijk,Bartokstraat 131.0 ,5011JB,TILBURG,Noord-Brabant,Closed,International Location,0.7,2010s,2010s,2016-01-01 to 2016-09-01,2016-01-01,2016-09-01,,
12MT02,D,ILOC,De Sleutelbloem,De Schans 135.0 ,5011EN,TILBURG,Noord-Brabant,Closed,International Location,1.5,2010s,2010s,2016-01-01 to 2017-06-30,2016-01-01,2017-06-30,,
03OT02,D,ILOC,"R.K. basisschool De Meule, Montessori",Molenstraat 21.0 ,5914XS,VENLO,Limburg,Active,International Location,9.1,2010s,,2016-01-01 to Present,2016-01-01,,,
10DM01,D,ILOC,"basisschool 'Binnen de Veste', afdeling voor hoogbegaafde leerlingen Vitruvio",Raamstraat 3.0 ,4301BP,ZIERIKZEE,Zeeland,Active,International Location,9.1,2010s,,2016-01-01 to Present,2016-01-01,,,
19BA01,D,ILOC,Nieuwkomersvoorziening Ede,Oranjelaan 7.0 ,6717JH,EDE,Gelderland,Active,International Location,9.1,2010s,,2016-01-01 to Present,2016-01-01,,,
19BA01,D,ILOC,Nieuwkomersvoorziening Ede,Lindenhorst 1.0 ,6714JV,EDE,Gelderland,Active,International Location,9.1,2010s,,2016-01-01 to Present,2016-01-01,,,
08DM01,D,ILOC,"basisschool 't Schrijverke, locatie Luchen",Graspieper 10.0 ,5731SP,MIERLO,Noord-Brabant,Closed,International Location,0.0,2010s,2010s,2015-12-01 to 2015-12-02,2015-12-01,2015-12-02,,
23RW01,D,ILOC,De Horizon,Wezelstraat 71.0 ,7559AR,HENGELO OV,Overijssel,Closed,International Location,7.7,2010s,2020s,2015-12-01 to 2023-08-01,2015-12-01,2023-08-01,,
09MY02,D,ILOC,De Globe,Lange Heul 149.0 B,1403NH,BUSSUM,Noord-Holland,Closed,International Location,4.8,2010s,2020s,2015-11-01 to 2020-08-01,2015-11-01,2020-08-01,,
11DX01,D,ILOC,AZC-school De Regenboog,Taxuslaan 32.0 ,1702SC,HEERHUGOWAARD,Noord-Holland,Active,International Location,9.3,2010s,,2015-10-01 to Present,2015-10-01,,,
10DJ01,D,ILOC,Klein Schovenhorst,P C Hooftstraat 35.0 ,3881KC,PUTTEN,Gelderland,Closed,International Location,1.0,2010s,2010s,2015-08-01 to 2016-08-01,2015-08-01,2016-08-01,,
15OP01,D,ILOC,OBS De Ontdekking,Van den Berghlaan 76.0 -78,2132AT,HOOFDDORP,Noord-Holland,Closed,International Location,1.0,2010s,2010s,2015-08-01 to 2016-08-01,2015-08-01,2016-08-01,,
13JX02,D,ILOC,De Elfenbron Gebouw de Vlinder,Calslaan 35.0 ,7522MJ,ENSCHEDE,Overijssel,Closed,International Location,2.0,2010s,2010s,2015-08-01 to 2017-08-01,2015-08-01,2017-08-01,,
12TO02,D,ILOC,Openbare Basisschool de Spreng,Griftstraat 8.0 ,8181VZ,HEERDE,Gelderland,Closed,International Location,3.0,2010s,2010s,2015-08-01 to 2018-08-01,2015-08-01,2018-08-01,,
15ZP02,D,ILOC,obs Annie M. G. Schmidtschool,Old Ruitenborgh 31.0 ,7556NK,HENGELO OV,Overijssel,Closed,International Location,3.0,2010s,2010s,2015-08-01 to 2018-08-01,2015-08-01,2018-08-01,,
17PZ01,D,ILOC,De Steenbeek,Hoenderloseweg 4.0 ,7339GH,UGCHELEN,Gelderland,Closed,International Location,3.4,2010s,2010s,2015-08-01 to 2019-01-01,2015-08-01,2019-01-01,,
10AH01,D,ILOC,obs Jan Ligthart,Frans Halslaan 4.0 ,3931LJ,WOUDENBERG,Utrecht,Closed,International Location,4.0,2010s,2010s,2015-08-01 to 2019-08-01,2015-08-01,2019-08-01,,
12MP01,D,ILOC,Da Vinci,'t Hambroek 54.0 ,7271HB,BORCULO,Gelderland,Closed,International Location,4.0,2010s,2010s,2015-08-01 to 2019-08-01,2015-08-01,2019-08-01,,
13JJ05,D,ILOC,Montessorischool Vaassen,Boxhofstede 15.0 ,8171KC,VAASSEN,Gelderland,Closed,International Location,4.0,2010s,2010s,2015-08-01 to 2019-08-01,2015-08-01,2019-08-01,,
09DF01,D,ILOC,Vrije School Kleverpark,Wouwermanstraat 49.0 a,2023XD,HAARLEM,Noord-Holland,Closed,International Location,6.0,2010s,2020s,2015-08-01 to 2021-08-01,2015-08-01,2021-08-01,,
11MR01,D,ILOC,Extralent,Albert Verweystraat 4.0 ,5921AZ,VENLO,Limburg,Closed,International Location,7.0,2010s,2020s,2015-08-01 to 2022-08-01,2015-08-01,2022-08-01,,
11MR01,D,ILOC,Extralent,Vossenerlaan 57.0 ,5924AC,VENLO,Limburg,Closed,International Location,7.0,2010s,2020s,2015-08-01 to 2022-08-01,2015-08-01,2022-08-01,,
09DH01,D,ILOC,Vrijeschool Rotterdam-West,Velsenluststraat 7.0 -9,3021AW,ROTTERDAM,Zuid-Holland,Closed,International Location,8.0,2010s,2020s,2015-08-01 to 2023-08-01,2015-08-01,2023-08-01,,
15AN03,D,ILOC,Opvang Nieuwkomers Internationale schakelgroepen,Wilsonplein 3.0 ,2806JM,GOUDA,Zuid-Holland,Closed,International Location,8.0,2010s,2020s,2015-08-01 to 2023-08-01,2015-08-01,2023-08-01,,
17FH02,D,ILOC,OBS Park16Hoven,Tinbergenlaan 52.0 ,3045BJ,ROTTERDAM,Zuid-Holland,Closed,International Location,8.0,2010s,2020s,2015-08-01 to 2023-08-01,2015-08-01,2023-08-01,,
08TI01,D,ILOC,Openbare basisschool Giessen-Oudekerk,Oudkerkseweg 70.0 ,3381KR,GIESSENBURG,Zuid-Holland,Active,International Location,9.5,2010s,,2015-08-01 to Present,2015-08-01,,,
10MM01,D,ILOC,Schakelonderwijs Haarlemmermeer,Graan voor Visch 14402.0 ,2132VH,HOOFDDORP,Noord-Holland,Active,International Location,9.5,2010s,,2015-08-01 to Present,2015-08-01,,,
11CV02,D,ILOC,Prins Willem-Alexanderschool,Parsstraat 1.0 -3,2221SM,KATWIJK ZH,Zuid-Holland,Active,International Location,9.5,2010s,,2015-08-01 to Present,2015-08-01,,,
12QC02,D,ILOC,CBS Het Klaverblad afd. hoogbegaafdheid,Molkenkelder 4.0 B,8941AJ,LEEUWARDEN,Friesland,Active,International Location,9.5,2010s,,2015-08-01 to Present,2015-08-01,,,
13YX01,D,ILOC,Sjalomschool,Hermitage 46.0 - 48,2907NB,CAPELLE AAN DEN IJSSEL,Zuid-Holland,Active,International Location,9.5,2010s,,2015-08-01 to Present,2015-08-01,,,
14GU04,D,ILOC,o.b.s. De Fonkelsteen,Middenweg 30.0 a,1703RC,HEERHUGOWAARD,Noord-Holland,Active,International Location,9.5,2010s,,2015-08-01 to Present,2015-08-01,,,
14GU04,D,ILOC,o.b.s. De Fonkelsteen,Onyx 89.0 ,1703CG,HEERHUGOWAARD,Noord-Holland,Active,International Location,9.5,2010s,,2015-08-01 to Present,2015-08-01,,,
15WT06,D,ILOC,Taalklassen De Wiekslag,Engweg 3.0 E,3828CJ,HOOGLAND,Utrecht,Active,International Location,9.5,2010s,,2015-08-01 to Present,2015-08-01,,,
29UL01,D,ILOC,GKC De Tippe,Overtoom 65.0 ,8043LZ,ZWOLLE,Overijssel,Active,International Location,9.5,2010s,,2015-08-01 to Present,2015-08-01,,,
10LX01,D,ILOC,"OBS De Regenboog, nieuwkomersgroepen",Bergmansweg 100.0 ,6226AR,MAASTRICHT,Limburg,Closed,International Location,2.8,2010s,2010s,2015-06-01 to 2018-04-01,2015-06-01,2018-04-01,,
10BV01,D,ILOC,Gezellenhoek NT2-klassen,Rodenbachlaan 31.0 ,4707NH,ROOSENDAAL,Noord-Brabant,Closed,International Location,4.3,2010s,2010s,2015-06-01 to 2019-09-01,2015-06-01,2019-09-01,,
13AZ02,D,ILOC,"KienderWijs, afdeling anderstaligen van odbs ‘t Kienholt",Van Leeuwenhoekstraat 85.0 ,7908BJ,HOOGEVEEN,Drenthe,Active,International Location,9.9,2010s,,2015-03-01 to Present,2015-03-01,,,
16FI01,D,ILOC,Weidebloem,Curiestraat 22.0 ,7909BT,HOOGEVEEN,Drenthe,Active,International Location,9.9,2010s,,2015-03-01 to Present,2015-03-01,,,
09AU01,D,ILOC,AZC Lansrade,Dorpsstraat 10.0 ,6277NE,SLENAKEN,Limburg,Closed,International Location,1.7,2010s,2010s,2015-02-01 to 2016-11-01,2015-02-01,2016-11-01,,
09AU01,D,ILOC,AZC Lansrade,Schoolstraat 16.0 ,6285BB,EPEN,Limburg,Closed,International Location,1.7,2010s,2010s,2015-02-01 to 2016-11-01,2015-02-01,2016-11-01,,
18OF03,D,ILOC,Dislocatie De Wereldwijzer,Calaislaan 1.0 ,5627NC,EINDHOVEN,Noord-Brabant,Closed,International Location,1.8,2010s,2010s,2015-01-01 to 2016-11-01,2015-01-01,2016-11-01,,
