NR_ADMINISTRATIE,CODE_FUNCTIE,CODE_SOORT,NAAM_VOLLEDIG,full_address,POSTCODE_VEST,NAAM_PLAATS_VEST,PROVINCIE_VEST,location_status,facility_type,years_of_operation,decade_opened,decade_closed,operation_period,DT_IN_BEDRIJF,DT_UIT_BEDRIJF,latitude,longitude
27PP01,D,ILOC,"Islamitische basisschool Abraham El Khaliel, locatie El ArQam",Smaragdplein 3.0 -5,1074HA,AMSTERDAM,Noord-Holland,Closed,International Location,5.0,2000s,2000s,2002-08-01 to 2007-08-01,2002-08-01,2007-08-01,,
27PR01,D,ILOC,Islamitische Basisschool Al Wafa,Buskenblaserstraat 65.0 ,1055AG,AMSTERDAM,Noord-Holland,Closed,International Location,18.8,2000s,2020s,2002-08-01 to 2021-06-01,2002-08-01,2021-06-01,,
27PR01,D,ILOC,Islamitische Basisschool Al Wafa,Harry Koningsbergerstr 30.0 ,1063AD,AMSTERDAM,Noord-Holland,Closed,International Location,18.8,2000s,2020s,2002-08-01 to 2021-06-01,2002-08-01,2021-06-01,,
27NN01,D,ILOC,obs Prins Willem Alexander,Beetzlaan 48.0 ,3762CG,SOEST,Utrecht,Closed,International Location,19.0,2000s,2020s,2002-08-01 to 2021-08-01,2002-08-01,2021-08-01,,
27LT02,D,ILOC,Zij-instromersopvang Zeeburg,Javaplantsoen 19.0 ,1095CR,AMSTERDAM,Noord-Holland,Closed,International Location,3.3,2000s,2000s,2001-08-01 to 2004-12-02,2001-08-01,2004-12-02,,
27LT01,D,ILOC,"Olympus, locatie AZC/ZOZ",Zuiderzeeweg 44.0 ,1095KJ,AMSTERDAM,Noord-Holland,Closed,International Location,4.0,2000s,2000s,2001-08-01 to 2005-08-01,2001-08-01,2005-08-01,,
27MK01,D,ILOC,"LOVK, locatie De Bonte Zwaan",Tasmanstraat 2.0 ,1013AH,AMSTERDAM,Noord-Holland,Closed,International Location,4.7,2000s,2000s,2001-08-01 to 2006-04-01,2001-08-01,2006-04-01,,
27MD04,D,ILOC,Centrale Directie Kennemer College,Bullerlaan 4.0 ,1945SR,BEVERWIJK,Noord-Holland,Closed,International Location,6.7,2000s,2000s,2001-08-01 to 2008-04-18,2001-08-01,2008-04-18,,
27LT03,D,ILOC,"obs Olympus, locatie ZOZ",Bataviastraat 24.0 ,1095ET,AMSTERDAM,Noord-Holland,Closed,International Location,12.0,2000s,2010s,2001-08-01 to 2013-08-01,2001-08-01,2013-08-01,,
27LT03,D,ILOC,"obs Olympus, locatie BATAVIA",Ambonplein 59.0 ,1094PW,AMSTERDAM,Noord-Holland,Closed,International Location,12.0,2000s,2010s,2001-08-01 to 2013-08-01,2001-08-01,2013-08-01,,
27ME02,D,ILOC,De Oostwijzer loc. Cygnus,Nieuwlandstraat 243.0 a,2729EB,ZOETERMEER,Zuid-Holland,Closed,International Location,12.0,2000s,2010s,2001-08-01 to 2013-08-01,2001-08-01,2013-08-01,,
27MG01,D,ILOC,Het Groene Hart (regulier bao),Hagesteinstraat 101.0 ,2729HW,ZOETERMEER,Zuid-Holland,Closed,International Location,21.6,2000s,2020s,2001-08-01 to 2023-03-17,2001-08-01,2023-03-17,,
27MG01,D,ILOC,De Trinoom,Nieuwlandstraat 241.0 ,2729EB,ZOETERMEER,Zuid-Holland,Closed,International Location,21.6,2000s,2020s,2001-08-01 to 2023-03-17,2001-08-01,2023-03-17,,
27LU01,D,ILOC,obs De Hasselbraam,Cornelia van Arkeldijk 24.0 ,1705NP,HEERHUGOWAARD,Noord-Holland,Active,International Location,23.5,2000s,,2001-08-01 to Present,2001-08-01,,,
27LV01,D,ILOC,rkbs De Malelande,Zeldertsedreef 26.0 -28,3824EK,AMERSFOORT,Utrecht,Active,International Location,23.5,2000s,,2001-08-01 to Present,2001-08-01,,,
27MB01,D,ILOC,El Amien II,Van Gentstraat 16.0 ,1055PE,AMSTERDAM,Noord-Holland,Active,International Location,23.5,2000s,,2001-08-01 to Present,2001-08-01,,,
27ME01,D,ILOC,De Oostwijzer loc. Delphinus,Hodenpijlstraat 2.0 ,2729EA,ZOETERMEER,Zuid-Holland,Active,International Location,23.5,2000s,,2001-08-01 to Present,2001-08-01,,,
27MK02,D,ILOC,"LOVK, locatie Het Zwanejong",Geldelozepad 46.0 ,3311WE,DORDRECHT,Zuid-Holland,Active,International Location,23.5,2000s,,2001-08-01 to Present,2001-08-01,,,
27MK03,D,ILOC,"LOVK, locatie Het Maashofje",Hoofdstraat 34.0 ,6051AL,MAASBRACHT,Limburg,Active,International Location,23.5,2000s,,2001-08-01 to Present,2001-08-01,,,
27MK03,D,ILOC,"LOVK, locatie Het Maashofje",Europlein 7.0 c,6051HM,MAASBRACHT,Limburg,Active,International Location,23.5,2000s,,2001-08-01 to Present,2001-08-01,,,
27MK03,D,ILOC,"LOVK, locatie Het Maashofje",Neutrale Hoek 4.0 g,6051KX,MAASBRACHT,Limburg,Active,International Location,23.5,2000s,,2001-08-01 to Present,2001-08-01,,,
27MK04,D,ILOC,"LOVK, locatie De Zwarte Zwaan",Brede Hilledijk 99.0 OZ,3072NB,ROTTERDAM,Zuid-Holland,Active,International Location,23.5,2000s,,2001-08-01 to Present,2001-08-01,,,
27MK04,D,ILOC,"LOVK, locatie De Zwarte Zwaan",Schulpweg 37.0 ,3084NG,ROTTERDAM,Zuid-Holland,Active,International Location,23.5,2000s,,2001-08-01 to Present,2001-08-01,,,
27MK04,D,ILOC,"LOVK, locatie De Zwarte Zwaan",Natersweg 7.0 ,3082VA,ROTTERDAM,Zuid-Holland,Active,International Location,23.5,2000s,,2001-08-01 to Present,2001-08-01,,,
27MK05,D,ILOC,"LOVK, locatie De Groene Zwaan",Oude Vaart 7.0 ,4537CD,TERNEUZEN,Zeeland,Active,International Location,23.5,2000s,,2001-08-01 to Present,2001-08-01,,,
27MK05,D,ILOC,"LOVK, locatie De Groene Zwaan",Tamarindestraat 4.0 ,4537XH,TERNEUZEN,Zeeland,Active,International Location,23.5,2000s,,2001-08-01 to Present,2001-08-01,,,
27MK06,D,ILOC,"LOVK, locatie 't Zwanenest",Bachlaan 2.0 ,8031HL,ZWOLLE,Overijssel,Active,International Location,23.5,2000s,,2001-08-01 to Present,2001-08-01,,,
27JH01,D,ILOC,"pcbs 'De Wonderboom', loc. Zeldertsedreef",Zeldertsedreef 10.0 -20,3824EK,AMERSFOORT,Utrecht,Closed,International Location,8.0,2000s,2000s,2000-06-01 to 2008-06-17,2000-06-01,2008-06-17,,
29PP00,D,ILOC,Chr. Streekschool Het Kompas,Houtsmastraat 11.0 b,7002KA,DOETINCHEM,Gelderland,Closed,International Location,2.8,2000s,2000s,2000-01-01 to 2002-11-01,2000-01-01,2002-11-01,,
29PK00,D,ILOC,"De Wittenberg, chr. hogeschool en toerustingscentrum",Krakelingweg 10.0 ,3707HV,ZEIST,Utrecht,Closed,International Location,9.0,2000s,2000s,2000-01-01 to 2009-01-01,2000-01-01,2009-01-01,,
29NT00,D,ILOC,Stichting Hieronymus Hogeschool voor Vertalen,Pieter Breughelstraat 19.0 ,3583SH,UTRECHT,Utrecht,Closed,International Location,12.0,2000s,2010s,2000-01-01 to 2012-01-01,2000-01-01,2012-01-01,,
29NU00,D,ILOC,Hogeschool v Pedagogisch en Sociaal-Agogisch Onderwijs Groningen,Grote Rozenstraat 38.0 ,9712TJ,GRONINGEN,Groningen,Closed,International Location,12.0,2000s,2010s,2000-01-01 to 2012-01-01,2000-01-01,2012-01-01,,
29NW00,D,ILOC,Bourdon Hogeschool voor Muziek,Paterserf 243.0 ,4904AD,OOSTERHOUT NB,Noord-Brabant,Closed,International Location,12.0,2000s,2010s,2000-01-01 to 2012-01-01,2000-01-01,2012-01-01,,
29NX00,D,ILOC,Hogeschool Gorinchem IDE bv,Poterne 41.0 ,4207ER,GORINCHEM,Zuid-Holland,Closed,International Location,12.0,2000s,2010s,2000-01-01 to 2012-01-01,2000-01-01,2012-01-01,,
29NY00,D,ILOC,European University for Professional Education,Nassauplein 25.0 ,2585EC,'S-GRAVENHAGE,Zuid-Holland,Closed,International Location,12.0,2000s,2010s,2000-01-01 to 2012-01-01,2000-01-01,2012-01-01,,
29PB00,D,ILOC,Bedrijfshogeschool Katholieke Leergangen,Hoevenseweg 55.0 a,5017AD,TILBURG,Noord-Brabant,Closed,International Location,12.0,2000s,2010s,2000-01-01 to 2012-01-01,2000-01-01,2012-01-01,,
29PC00,D,ILOC,St. ter bev. vd Leer der Waarheid ger.gem. R'dam,Vlasstraat 20.0 ,2988XR,RIDDERKERK,Zuid-Holland,Closed,International Location,12.0,2000s,2010s,2000-01-01 to 2012-01-01,2000-01-01,2012-01-01,,
29PD00,D,ILOC,Stichting Post Hoger Onderwijs Eindhoven,Kerkakkerstraat 34.0 ,5616HC,EINDHOVEN,Noord-Brabant,Closed,International Location,12.0,2000s,2010s,2000-01-01 to 2012-01-01,2000-01-01,2012-01-01,,
29PE00,D,ILOC,Stichting Reformatorische Leergangen,H Roland Holststraat 21.0 ,8023CG,ZWOLLE,Overijssel,Closed,International Location,12.0,2000s,2010s,2000-01-01 to 2012-01-01,2000-01-01,2012-01-01,,
29PH00,D,ILOC,Theol Hs vanwege de Gereformeerde Bond Johannes Calvijn,Oude Kerkweg 100.0 ,6717JS,EDE,Gelderland,Closed,International Location,12.0,2000s,2010s,2000-01-01 to 2012-01-01,2000-01-01,2012-01-01,,
29PJ00,D,ILOC,St. Centrale Pinkster Bijbelschool te Lunteren,Barneveldseweg 11.0 ,6741LH,LUNTEREN,Gelderland,Closed,International Location,12.0,2000s,2010s,2000-01-01 to 2012-01-01,2000-01-01,2012-01-01,,
29NN00,D,ILOC,Stg ter bev vh bestuderen vd leer der waarheid geref gem R'dam,Prinses Marijkelaan 33.0 ,3925HA,SCHERPENZEEL GLD,Gelderland,Closed,International Location,12.6,2000s,2010s,2000-01-01 to 2012-08-01,2000-01-01,2012-08-01,,
27GZ,U,ROC,Regionaal Opleidings centrum ROC,Saffierhorst 105.0 ,2592GK,'S-GRAVENHAGE,Zuid-Holland,Active,Regional Education Center,25.1,2000s,,2000-01-01 to Present,2000-01-01,,,
27GZ,U,ROC,Stichting EBC regio Haaglanden eo,Leeghwaterplein 72.0 ,2521DB,'S-GRAVENHAGE,Zuid-Holland,Active,Regional Education Center,25.1,2000s,,2000-01-01 to Present,2000-01-01,,,
12EX01,D,ILOC,OBS Nicolaas Beets,Beetslaan 97.0 ,2281TH,RIJSWIJK ZH,Zuid-Holland,Active,International Location,25.5,1990s,,1999-08-01 to Present,1999-08-01,,,
27AB01,D,ILOC,Islamitische Basisschool Abraham El Khaliel,Kraaipanstraat 54.0 ,1091PM,AMSTERDAM,Noord-Holland,Closed,International Location,5.2,1990s,2000s,1999-06-01 to 2004-08-01,1999-06-01,2004-08-01,,
27CL01,D,ILOC,"De Achtbaan, loc. Hof ter Weide",Musicallaan 108.0 ,3543BT,UTRECHT,Utrecht,Closed,International Location,6.2,1990s,2000s,1999-06-01 to 2005-08-01,1999-06-01,2005-08-01,,
27CN01,D,ILOC,pcbs De Zonnewereld,Doyenneperenlaan 1.0 ,3452EC,VLEUTEN,Utrecht,Closed,International Location,6.6,1990s,2000s,1999-06-01 to 2006-01-01,1999-06-01,2006-01-01,,
27ET02,D,ILOC,IBS De Dialoog,Kogelvangerstraat 116.0 ,3014ZP,ROTTERDAM,Zuid-Holland,Closed,International Location,11.2,1990s,2010s,1999-06-01 to 2010-08-01,1999-06-01,2010-08-01,,
27ET03,D,ILOC,IBS De Dialoog,Hildegardisstraat 8.0 ,3036NW,ROTTERDAM,Zuid-Holland,Closed,International Location,11.2,1990s,2010s,1999-06-01 to 2010-08-01,1999-06-01,2010-08-01,,
27BN01,D,ILOC,De Eclips,Sara de Bronovoland 7.0 ,1705MD,HEERHUGOWAARD,Noord-Holland,Active,International Location,25.6,1990s,,1999-06-01 to Present,1999-06-01,,,
27BN01,D,ILOC,gebouw Columbus,Weegbree 2.0 ,1705RA,HEERHUGOWAARD,Noord-Holland,Active,International Location,25.6,1990s,,1999-06-01 to Present,1999-06-01,,,
27DV,U,ROC,Regionaal Opl Centrum v Educatie en Beroepsond,Koning Lodewijklaan 6.0 ,7314GE,APELDOORN,Gelderland,Active,Regional Education Center,25.9,1990s,,1999-03-15 to Present,1999-03-15,,,
27DV,U,ROC,Stichting Regionaal Opleidingen Centrum AVENTUS,Ln van de Mensenrechten 500.0 ,7331VZ,APELDOORN,Gelderland,Active,Regional Education Center,25.9,1990s,,1999-03-15 to Present,1999-03-15,,,
26PU01,D,ILOC,De Sloep,Wielestein 50.0 ,2151KN,NIEUW-VENNEP,Noord-Holland,Closed,International Location,19.2,1990s,2010s,1998-06-01 to 2017-08-01,1998-06-01,2017-08-01,,
26PU01,D,ILOC,De Sloep,IJweg 1710.0 ,2151MP,NIEUW-VENNEP,Noord-Holland,Closed,International Location,19.2,1990s,2010s,1998-06-01 to 2017-08-01,1998-06-01,2017-08-01,,
26PR01,D,ILOC,Lea Dasbergschool,Marga Klompelaan 2.0 ,7207KA,ZUTPHEN,Gelderland,Closed,International Location,25.2,1990s,2020s,1998-06-01 to 2023-08-01,1998-06-01,2023-08-01,,
26BA01,D,ILOC,"basisschool 'Meander', locatie Dalemdreef",Dalemdreef 29.0 ,5035LZ,TILBURG,Noord-Brabant,Closed,International Location,7.2,1990s,2000s,1997-06-01 to 2004-08-01,1997-06-01,2004-08-01,,
26AX01,D,ILOC,De Vijver,Guido van Dethstraat 20.0 ,2548ZZ,'S-GRAVENHAGE,Zuid-Holland,Closed,International Location,10.6,1990s,2000s,1997-06-01 to 2008-01-01,1997-06-01,2008-01-01,,
26AU01,D,ILOC,Openbare basisschool De Startbaan,Laan van Hoornwijck 122.0 ,2289MP,RIJSWIJK ZH,Zuid-Holland,Closed,International Location,11.6,1990s,2000s,1997-06-01 to 2009-01-01,1997-06-01,2009-01-01,,
26BC02,D,ILOC,"icbs Octant, locatie Burg. de Boerstraat",Burg de Boerstraat 19.0 ,1566KA,ASSENDELFT,Noord-Holland,Closed,International Location,15.6,1990s,2010s,1997-06-01 to 2013-01-01,1997-06-01,2013-01-01,,
26BC02,D,ILOC,"icbs Octant, locatie Burg. de Boerstraat",Blauwe Ring 89.0 ,1566MX,ASSENDELFT,Noord-Holland,Closed,International Location,15.6,1990s,2010s,1997-06-01 to 2013-01-01,1997-06-01,2013-01-01,,
26BA02,D,ILOC,"basisschool 'Meander', locatie Schoolwoningen",Mingersbergstraat 60.0 -70,5045EN,TILBURG,Noord-Brabant,Closed,International Location,17.8,1990s,2010s,1997-06-01 to 2015-04-01,1997-06-01,2015-04-01,,
26BC01,D,ILOC,"icbs Octant, locatie Rode Ring",Rode Ring 111.0 ,1566HR,ASSENDELFT,Noord-Holland,Closed,International Location,24.2,1990s,2020s,1997-06-01 to 2021-08-01,1997-06-01,2021-08-01,,
26BC01,D,ILOC,"icbs Octant, locatie Rode Ring",Omweg 100.0 ,1566HP,ASSENDELFT,Noord-Holland,Closed,International Location,24.2,1990s,2020s,1997-06-01 to 2021-08-01,1997-06-01,2021-08-01,,
26AG01,D,ILOC,dep. basisschool Smitshoek,Brandsma-akker 3.0 ,2994AA,BARENDRECHT,Zuid-Holland,Active,International Location,27.6,1990s,,1997-06-01 to Present,1997-06-01,,,
26AP01,D,ILOC,De Koempoelan,Gangeslaan 57.0 ,1448BV,PURMEREND,Noord-Holland,Active,International Location,27.6,1990s,,1997-06-01 to Present,1997-06-01,,,
25PY,U,ROCV,Roc Westelijk Noord- Brabant,Ringersweg 14.0 ,4612PT,BERGEN OP ZOOM,Noord-Brabant,Closed,Specialized Regional Center,8.6,1990s,2000s,1997-01-01 to 2005-08-01,1997-01-01,2005-08-01,,
25PY,U,ROCV,Regionaal Opleidingen Centrum Westelijk-Brabant,Nobellaan 50.0 ,4622AJ,BERGEN OP ZOOM,Noord-Brabant,Closed,Specialized Regional Center,8.6,1990s,2000s,1997-01-01 to 2005-08-01,1997-01-01,2005-08-01,,
25PY,U,ROCV,Regionaal Opleidingen Centrum Westelijk-Brabant,Bergsebaan 32.0 ,4622RN,BERGEN OP ZOOM,Noord-Brabant,Closed,Specialized Regional Center,8.6,1990s,2000s,1997-01-01 to 2005-08-01,1997-01-01,2005-08-01,,
25PY,U,ROCV,Regionaal Opleidingen Centrum Westelijk-Brabant,Trivium 74.0 -76,4873LP,ETTEN-LEUR,Noord-Brabant,Closed,Specialized Regional Center,8.6,1990s,2000s,1997-01-01 to 2005-08-01,1997-01-01,2005-08-01,,
25PY18,D,ILOC,Florijn College,Wilhelminasingel 33.0 ,4817JX,BREDA,Noord-Brabant,Closed,International Location,8.6,1990s,2000s,1997-01-01 to 2005-08-01,1997-01-01,2005-08-01,,
25PY19,D,ILOC,Zoomvliet College,Knipplein 11.0 ,4702GN,ROOSENDAAL,Noord-Brabant,Closed,International Location,8.6,1990s,2000s,1997-01-01 to 2005-08-01,1997-01-01,2005-08-01,,
25PY20,D,ILOC,"ROC West Brabant, Florijn College",Zomergemstraat 4.0 ,4826CW,BREDA,Noord-Brabant,Closed,International Location,8.6,1990s,2000s,1997-01-01 to 2005-08-01,1997-01-01,2005-08-01,,
25RA,U,ROC,Roc Zaanstreek-Waterland,Cypressehout 99.0 ,1507EK,ZAANDAM,Noord-Holland,Closed,Regional Education Center,27.6,1990s,2020s,1997-01-01 to 2024-08-01,1997-01-01,2024-08-01,,
25PL,U,ROC,Euroc Opleidingen,Parklaan 4.0 ,6131KG,SITTARD,Limburg,Active,Regional Education Center,28.1,1990s,,1997-01-01 to Present,1997-01-01,,,
25PL,U,ROC,ROC Westelijk Zuid- Limburg,Prof Pieter Willemsstr 39.0 ,6224CD,MAASTRICHT,Limburg,Active,Regional Education Center,28.1,1990s,,1997-01-01 to Present,1997-01-01,,,
25PL,U,ROC,ROC Westelijk Zuid- Limburg,Bassin 184.0 ,6211AL,MAASTRICHT,Limburg,Active,Regional Education Center,28.1,1990s,,1997-01-01 to Present,1997-01-01,,,
25PL,U,ROC,Regionaal Opleidingen Centrum Leeuwenborgh,Sibemaweg 20.0 ,6224DC,MAASTRICHT,Limburg,Active,Regional Education Center,28.1,1990s,,1997-01-01 to Present,1997-01-01,,,
25PV,U,ROC,Roc Zeeland,Falckstraat 2.0 ,4384AA,VLISSINGEN,Zeeland,Active,Regional Education Center,28.1,1990s,,1997-01-01 to Present,1997-01-01,,,
25PV,U,ROC,ROC Zeeland Instelling voor middelbaar beroepsonderwijs en volwassen educatie,Oostsouburgseweg 10.0 ,4382NH,VLISSINGEN,Zeeland,Active,Regional Education Center,28.1,1990s,,1997-01-01 to Present,1997-01-01,,,
25PV,U,ROC,ROC Zeeland Instelling voor middelbaar beroepsonderwijs en volwassen educatie,Ravensteijnweg 1.0 ,4337PG,MIDDELBURG,Zeeland,Active,Regional Education Center,28.1,1990s,,1997-01-01 to Present,1997-01-01,,,
25PV,U,ROC,ROC Westerschelde-ROC Zeeland,Vlietstraat 11.0 a,4535HA,TERNEUZEN,Zeeland,Active,Regional Education Center,28.1,1990s,,1997-01-01 to Present,1997-01-01,,,
25PW,U,ROC,Roc Drenthe College,Prinses Beatrixstraat 14.0 ,9401NR,ASSEN,Drenthe,Active,Regional Education Center,28.1,1990s,,1997-01-01 to Present,1997-01-01,,,
25PW,U,ROC,Roc Drenthe College,Veldlaan 2.0 ,7824VH,EMMEN,Drenthe,Active,Regional Education Center,28.1,1990s,,1997-01-01 to Present,1997-01-01,,,
25PW,U,ROC,Regionaal Opleidingen Centrum Drenthe College,Stadionplein 5.0 ,7825SG,EMMEN,Drenthe,Active,Regional Education Center,28.1,1990s,,1997-01-01 to Present,1997-01-01,,,
25PW,U,ROC,Regionaal Opleidingen Centrum Drenthe College,Anne de Vriesstraat 70.0 ,9402NT,ASSEN,Drenthe,Active,Regional Education Center,28.1,1990s,,1997-01-01 to Present,1997-01-01,,,
25PZ,U,ROCV,Roc Amsterdam Eo,Fred. Roeskestraat 88.0 ,1076ED,AMSTERDAM,Noord-Holland,Active,Specialized Regional Center,28.1,1990s,,1997-01-01 to Present,1997-01-01,,,
25PZ,U,ROCV,Regionaal Opleidingen Centrum Amsterdam eo,Frederiksplein 1.0 ,1017XK,AMSTERDAM,Noord-Holland,Active,Specialized Regional Center,28.1,1990s,,1997-01-01 to Present,1997-01-01,,,
25PZ,U,ROCV,ROC Amsterdam e o,Fred. Roeskestraat 90.0 ,1076ED,AMSTERDAM,Noord-Holland,Active,Specialized Regional Center,28.1,1990s,,1997-01-01 to Present,1997-01-01,,,
25PZ,U,ROC,ROC van Amsterdam,Fraijlemaborg 141.0 ,1102CV,AMSTERDAM,Noord-Holland,Active,Regional Education Center,28.1,1990s,,1997-01-01 to Present,1997-01-01,,,
25PZ51,D,ILOC,staf en bedrijfsbureau van het VMBO van het ROC,Mr. Treublaan 1.0 -3,1097DP,AMSTERDAM,Noord-Holland,Active,International Location,28.1,1990s,,1997-01-01 to Present,1997-01-01,,,
25PU,U,ROC,Roc Oostelijk Zuid- Limburg,Schimmelpenninckstraat 1.0 ,6415GH,HEERLEN,Limburg,Closed,Regional Education Center,22.7,1990s,2010s,1996-12-01 to 2019-08-01,1996-12-01,2019-08-01,,
25PU,U,ROC,Regionaal Opleidingen Centrum Oostelijk Zuid-Limburg,Uilestraat 26.0 ,6411BX,HEERLEN,Limburg,Closed,Regional Education Center,22.7,1990s,2010s,1996-12-01 to 2019-08-01,1996-12-01,2019-08-01,,
25PU,U,ROC,Regionaal Opleidingen Centrum Arcus College,Ruys de Beerenbroucklaan 29.0 A,6417CC,HEERLEN,Limburg,Closed,Regional Education Center,22.7,1990s,2010s,1996-12-01 to 2019-08-01,1996-12-01,2019-08-01,,
25PU,U,ROC,Regionaal Opleidingen Centrum Arcus College,Benzenraderweg 1.0 ,6411EC,HEERLEN,Limburg,Closed,Regional Education Center,22.7,1990s,2010s,1996-12-01 to 2019-08-01,1996-12-01,2019-08-01,,
25PU,U,ROC,Regionaal Opleidingen Centrum Arcus College,Valkenburgerweg 148.0 ,6419AW,HEERLEN,Limburg,Closed,Regional Education Center,22.7,1990s,2010s,1996-12-01 to 2019-08-01,1996-12-01,2019-08-01,,
25PT,U,ROC,Roc Nrd Kennermerland West Friesland,Canadaplein 3.0 ,1811KE,ALKMAAR,Noord-Holland,Active,Regional Education Center,28.1,1990s,,1996-12-01 to Present,1996-12-01,,,
25PT,U,ROC,Regionaal Opleidingen Centrum Horizon College,Rechte Hondsbosschelaan 24.0 a,1851HM,HEILOO,Noord-Holland,Active,Regional Education Center,28.1,1990s,,1996-12-01 to Present,1996-12-01,,,
25PT,U,ROC,Regionaal Opleidingen Centrum Horizon College,Kruseman van Eltenweg 4.0 ,1817BC,ALKMAAR,Noord-Holland,Active,Regional Education Center,28.1,1990s,,1996-12-01 to Present,1996-12-01,,,
25PX,U,ROC,Roc Kam,Planetenlaan 5.0 ,2024EN,HAARLEM,Noord-Holland,Active,Regional Education Center,28.2,1990s,,1996-11-01 to Present,1996-11-01,,,
25PX,U,ROC,Regionaal Opleidingen Centrum Nova College,Buitenrustlaan 9.0 ,2012BL,HAARLEM,Noord-Holland,Active,Regional Education Center,28.2,1990s,,1996-11-01 to Present,1996-11-01,,,
25PX,U,ROC,Regionaal Opleidingen Centrum Nova College,Diakenhuisweg 37.0 - 45,2033AP,HAARLEM,Noord-Holland,Active,Regional Education Center,28.2,1990s,,1996-11-01 to Present,1996-11-01,,,
25PM23,D,ILOC,"Titus College, afdeling MAVO",Gruttostraat 10.0 ,6883CN,VELP GLD,Gelderland,Closed,International Location,4.5,1990s,2000s,1996-09-01 to 2001-03-07,1996-09-01,2001-03-07,,
25PM14,D,ILOC,College voor Educatie,Bremlaan 33.0 ,6713EA,EDE,Gelderland,Closed,International Location,15.0,1990s,2010s,1996-09-01 to 2011-09-01,1996-09-01,2011-09-01,,
25PM17,D,ILOC,Training en Advies,Reehorsterweg 80.0 ,6717LG,EDE,Gelderland,Closed,International Location,15.0,1990s,2010s,1996-09-01 to 2011-09-01,1996-09-01,2011-09-01,,
25PM18,D,ILOC,Training en Advies,Bovenbuurtweg 7.0 ,6717XA,EDE,Gelderland,Closed,International Location,15.0,1990s,2010s,1996-09-01 to 2011-09-01,1996-09-01,2011-09-01,,
25PM20,D,ILOC,Training en Advies,Kramersgildeplein 3.0 ,6826KM,ARNHEM,Gelderland,Closed,International Location,15.0,1990s,2010s,1996-09-01 to 2011-09-01,1996-09-01,2011-09-01,,
25PM22,D,ILOC,Technisch College,Adriaen van Ostadelaan 32.0 ,3904TK,VEENENDAAL,Utrecht,Closed,International Location,15.0,1990s,2010s,1996-09-01 to 2011-09-01,1996-09-01,2011-09-01,,
25PM,U,ROCV,Roc Onderwysgroep A12,Galvanistraat 1.0 ,6716AE,EDE,Gelderland,Active,Specialized Regional Center,28.4,1990s,,1996-09-01 to Present,1996-09-01,,,
25PM11,D,ILOC,Titus College,Reigerstraat 25.0 ,6883ER,VELP GLD,Gelderland,Active,International Location,28.4,1990s,,1996-09-01 to Present,1996-09-01,,,
25PM13,D,ILOC,Regionaal Opleidingen Centrum A12,Reehorsterweg 27.0 -29,6717LD,EDE,Gelderland,Active,International Location,28.4,1990s,,1996-09-01 to Present,1996-09-01,,,
25PM15,D,ILOC,College voor Educatie,Wilhelminaweg 1.0 ,6703CC,WAGENINGEN,Gelderland,Active,International Location,28.4,1990s,,1996-09-01 to Present,1996-09-01,,,
25PM15,D,ILOC,Regionaal Opleidingen Centrum A12,Costerweg 5.0 ,6702AA,WAGENINGEN,Gelderland,Active,International Location,28.4,1990s,,1996-09-01 to Present,1996-09-01,,,
25PM16,D,ILOC,College voor Educatie,Zonnebloemstraat 25.0 ,3772GR,BARNEVELD,Gelderland,Active,International Location,28.4,1990s,,1996-09-01 to Present,1996-09-01,,,
25PN,U,ROC,Roc Nymegen Eo,Marterstraat 45.0 ,6531KA,NIJMEGEN,Gelderland,Active,Regional Education Center,28.4,1990s,,1996-09-01 to Present,1996-09-01,,,
25PN,U,ROC,Roc Nymegen Eo,Gelderselaan 9.0 ,6523LJ,NIJMEGEN,Gelderland,Active,Regional Education Center,28.4,1990s,,1996-09-01 to Present,1996-09-01,,,
25PN,U,ROC,Regionaal Opleidingen Centrum Nijmegen eo,Archipelstraat 114.0 ,6524LP,NIJMEGEN,Gelderland,Active,Regional Education Center,28.4,1990s,,1996-09-01 to Present,1996-09-01,,,
25PN,U,ROC,Regionaal Opleidingen Centrum Nijmegen eo,Wolfskuilseweg 279.0 ,6542AA,NIJMEGEN,Gelderland,Active,Regional Education Center,28.4,1990s,,1996-09-01 to Present,1996-09-01,,,
25PN,U,ROC,Regionaal Opleidingen Centrum Nijmegen eo,Campusbaan 6.0 ,6512BT,NIJMEGEN,Gelderland,Active,Regional Education Center,28.4,1990s,,1996-09-01 to Present,1996-09-01,,,
25MH05,D,ILOC,Gelders College/afd. ISK,Warnsbornlaan 12.0 ,6816PS,ARNHEM,Gelderland,Closed,International Location,4.0,1990s,2000s,1996-08-01 to 2000-08-01,1996-08-01,2000-08-01,,
25KY03,D,ILOC,Trajectum College,Hunnenweg 4.0 ,6224JP,MAASTRICHT,Limburg,Closed,International Location,6.9,1990s,2000s,1996-08-01 to 2003-06-11,1996-08-01,2003-06-11,,
25MH06,D,ILOC,Gelders College (topsport afdeling),Utrechtseweg 174.0 ,6812AL,ARNHEM,Gelderland,Closed,International Location,7.0,1990s,2000s,1996-08-01 to 2003-08-01,1996-08-01,2003-08-01,,
25LY,U,ROC,Stg Roc Twents Spectrum,Catharina van Renneslaan 35.0 ,7604KV,ALMELO,Overijssel,Closed,Regional Education Center,8.3,1990s,2000s,1996-08-01 to 2004-11-01,1996-08-01,2004-11-01,,
