full_address,latitude,longitude
"Slingeplein 8 , 3085EZ, ROTTERDAM, Zuid-Holland, Netherlands",51.8724794,4.4899599
"Slingeplein 8 , 3085EZ, ROTTERDAM, Zuid-Holland, Netherlands",51.8724794,4.4899599
"Symfonielaan 9 , 3208SE, SPIJKENISSE, Zuid-Holland, Netherlands",51.8364984,4.307567000000001
"Weena 695 , 3013AM, ROTTERDAM, Zuid-Holland, Netherlands",51.9229072,4.4684047
"Van Speykstraat 5 A, 2901BB, CAPELLE AAN DEN IJSSEL, Zuid-Holland, Netherlands",51.9110329,4.5643563
"De Wetstraat 48 A, 2987AC, RIDDERKERK, Zuid-Holland, Netherlands",51.8968711,4.579083199999999
"Gordelweg 120 , 3037GT, ROTTERDAM, Zuid-Holland, Netherlands",51.93913,4.4683476
"Willem Beukelszoonstraat 62 , 3134LZ, VLAARDINGEN, Zuid-Holland, Netherlands",51.9082899,4.3533997
"Moriaanseweg West 2 , 3222AD, HELLEVOETSLUIS, Zuid-Holland, Netherlands",51.8378847,4.1290037
"Kastanjelaan 3 , 3241BH, MIDDELHARNIS, Zuid-Holland, Netherlands",51.7545858,4.1676145
"Lekstraat 2 , 3181EG, ROZENBURG ZH, Zuid-Holland, Netherlands",51.90097970000001,4.2532664
"Lekstraat 2 , 3181EG, ROZENBURG ZH, Zuid-Holland, Netherlands",51.90097970000001,4.2532664
"Nieuwstraat 15 , 3011GM, ROTTERDAM, Zuid-Holland, Netherlands",51.9197578,4.485460499999999
"Frankendaal 70 , 3075XS, ROTTERDAM, Zuid-Holland, Netherlands",51.8870557,4.5192555
"Elzendaal 27 , 3075LS, ROTTERDAM, Zuid-Holland, Netherlands",51.8901821,4.5184221
"Jasmijnstraat 4 , 2982CK, RIDDERKERK, Zuid-Holland, Netherlands",51.8726604,4.583989
"Westzeedijk 507 , 3024EL, ROTTERDAM, Zuid-Holland, Netherlands",51.9047642,4.4557869
"Koninginneweg 150 , 2982AP, RIDDERKERK, Zuid-Holland, Netherlands",51.8756536,4.5962572
"Bergsingel 132 , 3037GM, ROTTERDAM, Zuid-Holland, Netherlands",51.9361203,4.4705981
"Elsschotstraat 9 , 3076EA, ROTTERDAM, Zuid-Holland, Netherlands",51.8765168,4.5160889
"Rusthoflaan 56 , 3034XM, ROTTERDAM, Zuid-Holland, Netherlands",51.9354993,4.4961592
"Stoomtramweg 110 -112, 3071ZH, ROTTERDAM, Zuid-Holland, Netherlands",51.9046884,4.5083021
"Van Langendonckstraat 15 A, 3076SG, ROTTERDAM, Zuid-Holland, Netherlands",51.875808,4.515521
"Oostzeedijk 108 , 3063BG, ROTTERDAM, Zuid-Holland, Netherlands",51.9206999,4.509331599999999
"Haven Kloosternol 5 , 4322AK, SCHARENDIJKE, Zeeland, Netherlands",51.7380862,3.8525259
"Bananenstraat 5 -7, 3072NA, ROTTERDAM, Zuid-Holland, Netherlands",51.90199699999999,4.4949297
